domain_number,start_year,end_year,moving_year,n_years,window,lrr_m_yr,lrr_median_m_yr,lrr_std_m_yr,unc_m_yr,r_squared,n_obs,n_transects,first_obs,last_obs,unc_if_independent_m_yr,unit_id,transect_id,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
25,2008,2020,2008,13,2008_2020,-3.586,-3.5454,0.1937,0.5313,0.4271,2390,10,2008-01-27,2020-12-30,0.1681,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,0.1602,0.1602,True,True,True,True,True,True,True
25,2007,2020,2007,14,2007_2020,-3.8908,-3.8566,0.1892,0.4891,0.4952,2519,10,2007-01-09,2020-12-30,0.1547,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.1446,0.1446,True,True,True,True,True,True,True
25,2006,2020,2006,15,2006_2020,-3.9873,-4.0132,0.2287,0.4265,0.5563,2715,10,2006-01-21,2020-12-30,0.1349,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.2411,0.2411,False,True,True,True,True,True,True
25,2005,2020,2005,16,2005_2020,-3.8842,-3.8958,0.1178,0.3944,0.5715,2838,10,2005-01-18,2020-12-30,0.1247,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.138,0.138,True,True,True,True,True,True,True
25,2004,2020,2004,17,2004_2020,-4.0803,-4.0353,0.1381,0.3548,0.6311,3012,10,2004-01-08,2020-12-30,0.1123,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.3341,0.3341,False,False,True,True,True,True,True
25,2003,2020,2003,18,2003_2020,-4.3071,-4.2724,0.153,0.3248,0.6816,3196,10,2003-01-05,2020-12-30,0.1028,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.5609,0.5609,False,False,True,True,False,True,False
25,2002,2020,2002,19,2002_2020,-4.3097,-4.2565,0.129,0.2811,0.7256,3453,10,2002-01-10,2020-12-30,0.089,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.5635,0.5635,False,False,True,True,False,True,False
25,2001,2020,2001,20,2001_2020,-4.2742,-4.2692,0.1289,0.2532,0.7505,3678,10,2001-01-31,2020-12-30,0.0801,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.528,0.528,False,False,True,True,False,True,False
25,2000,2020,2000,21,2000_2020,-4.1755,-4.1973,0.123,0.224,0.7722,3972,10,2000-01-13,2020-12-30,0.0709,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.4293,0.4293,False,False,True,True,True,True,False
25,1999,2020,1999,22,1999_2020,-4.0791,-4.0978,0.1311,0.2105,0.7774,4162,10,1999-03-07,2020-12-30,0.0666,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.3329,0.3329,False,False,True,True,True,True,True
25,1998,2020,1998,23,1998_2020,-3.9468,-3.9662,0.1291,0.2095,0.7637,4252,10,1998-01-31,2020-12-30,0.0663,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.2006,0.2006,False,True,True,True,True,True,True
25,1997,2020,1997,24,1997_2020,-3.8942,-3.9176,0.121,0.2053,0.7634,4319,10,1997-01-12,2020-12-30,0.0649,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,-0.148,0.148,True,True,True,True,True,True,True
25,1996,2020,1996,25,1996_2020,-3.7462,-3.7658,0.111,0.1991,0.7551,4449,10,1996-02-11,2020-12-30,0.063,GIS 25 mean,GIS 25 mean,-3.7462,0.1991,0.0,0.0,True,True,True,True,True,True,True
26,2016,2020,2016,5,2016_2020,-2.6716,-3.4594,1.9108,1.7958,0.1213,1010,10,2016-01-02,2020-12-30,0.5726,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.097,0.097,True,True,True,True,True,True,True
26,2015,2020,2015,6,2015_2020,-4.0699,-4.5207,1.5263,1.4293,0.2262,1231,10,2015-02-07,2020-12-30,0.4543,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-1.4953,1.4953,False,False,False,False,False,False,True
26,2014,2020,2014,7,2014_2020,-4.1102,-4.3013,0.7712,1.1842,0.259,1408,10,2014-01-12,2020-12-30,0.3757,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-1.5356,1.5356,False,False,False,False,False,False,False
26,2013,2020,2013,8,2013_2020,-3.7432,-3.8262,0.3567,0.9881,0.2662,1579,10,2013-02-01,2020-12-30,0.3131,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-1.1686,1.1686,False,False,False,False,False,False,True
26,2012,2020,2012,9,2012_2020,-3.8964,-3.8323,0.2591,0.8932,0.3122,1660,10,2012-01-14,2020-12-30,0.283,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-1.3218,1.3218,False,False,False,False,False,False,False
26,2011,2020,2011,10,2011_2020,-3.6327,-3.737,0.5011,0.7171,0.3524,1841,10,2011-01-03,2020-12-30,0.2269,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-1.0581,1.0581,False,False,False,False,False,False,False
26,2010,2020,2010,11,2010_2020,-2.9933,-2.8534,0.5227,0.6352,0.3002,2014,10,2010-02-01,2020-12-30,0.2012,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.4187,0.4187,False,False,True,True,True,True,True
26,2009,2020,2009,12,2009_2020,-3.0351,-2.9739,0.3052,0.5951,0.3275,2091,10,2009-01-21,2020-12-30,0.1884,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.4605,0.4605,False,False,True,True,True,True,True
26,2008,2020,2008,13,2008_2020,-2.9891,-2.8973,0.3468,0.5098,0.3712,2286,10,2008-01-27,2020-12-30,0.1615,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.4145,0.4145,False,False,True,True,True,True,True
26,2007,2020,2007,14,2007_2020,-3.1921,-3.1089,0.601,0.4616,0.4307,2425,10,2007-01-09,2020-12-30,0.146,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.6175,0.6175,False,False,False,False,False,True,True
26,2006,2020,2006,15,2006_2020,-3.3573,-3.2977,0.6696,0.4048,0.4967,2631,10,2006-01-21,2020-12-30,0.128,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.7827,0.7827,False,False,False,False,False,True,False
26,2005,2020,2005,16,2005_2020,-2.802,-2.6928,0.6079,0.3968,0.4047,2793,10,2005-01-18,2020-12-30,0.1255,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.2274,0.2274,False,True,True,True,True,True,True
26,2004,2020,2004,17,2004_2020,-2.9804,-2.9619,0.5645,0.3614,0.4652,2969,10,2004-01-08,2020-12-30,0.1143,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.4058,0.4058,False,False,True,True,True,True,True
26,2003,2020,2003,18,2003_2020,-3.1408,-3.122,0.5745,0.3331,0.5183,3119,10,2003-01-05,2020-12-30,0.1054,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.5662,0.5662,False,False,False,True,False,True,False
26,2002,2020,2002,19,2002_2020,-3.0934,-3.1172,0.5854,0.2877,0.5618,3373,10,2002-01-10,2020-12-30,0.091,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.5188,0.5188,False,False,False,True,False,True,False
26,2001,2020,2001,20,2001_2020,-2.9566,-2.9824,0.6548,0.2622,0.5651,3597,10,2001-01-31,2020-12-30,0.0829,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.382,0.382,False,False,True,True,True,True,True
26,2000,2020,2000,21,2000_2020,-2.9434,-3.0044,0.6636,0.2309,0.6035,3880,10,2000-01-13,2020-12-30,0.073,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.3688,0.3688,False,False,True,True,True,True,True
26,1999,2020,1999,22,1999_2020,-2.8189,-2.8913,0.6776,0.2169,0.5992,4068,10,1999-03-07,2020-12-30,0.0686,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.2443,0.2443,False,True,True,True,True,True,True
26,1998,2020,1998,23,1998_2020,-2.6998,-2.7608,0.6631,0.215,0.5779,4155,10,1998-01-31,2020-12-30,0.068,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.1252,0.1252,True,True,True,True,True,True,True
26,1997,2020,1997,24,1997_2020,-2.6634,-2.7322,0.662,0.21,0.5787,4215,10,1997-01-12,2020-12-30,0.0664,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,-0.0888,0.0888,True,True,True,True,True,True,True
26,1996,2020,1996,25,1996_2020,-2.5746,-2.6528,0.6731,0.2019,0.5722,4345,10,1996-02-11,2020-12-30,0.0639,GIS 26 mean,GIS 26 mean,-2.5746,0.2019,0.0,0.0,True,True,True,True,True,True,True
27,2016,2020,2016,5,2016_2020,3.5305,3.5002,1.1176,1.7973,0.1359,1092,10,2016-01-02,2020-12-30,0.5703,GIS 27 mean,GIS 27 mean,-0.1659,0.226,3.6964,3.6964,False,False,False,False,False,False,False
27,2015,2020,2015,6,2015_2020,2.6682,2.8282,0.9506,1.4614,0.1052,1254,10,2015-02-07,2020-12-30,0.4624,GIS 27 mean,GIS 27 mean,-0.1659,0.226,2.8341,2.8341,False,False,False,False,False,False,False
27,2014,2020,2014,7,2014_2020,-0.6565,-0.6733,1.3523,1.3888,0.0266,1453,10,2014-01-12,2020-12-30,0.4397,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.4906,0.4906,False,False,False,True,True,True,True
27,2013,2020,2013,8,2013_2020,-2.1196,-2.2848,1.1888,1.1907,0.0833,1618,10,2013-02-01,2020-12-30,0.3768,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.9537,1.9537,False,False,False,False,False,False,False
27,2012,2020,2012,9,2012_2020,-2.17,-2.3644,1.2696,1.0472,0.1059,1715,10,2012-01-14,2020-12-30,0.3314,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-2.0041,2.0041,False,False,False,False,False,False,False
27,2011,2020,2011,10,2011_2020,-2.2552,-2.2691,1.2168,0.8488,0.1444,1888,10,2011-01-03,2020-12-30,0.2686,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-2.0893,2.0893,False,False,False,False,False,False,False
27,2010,2020,2010,11,2010_2020,-3.1017,-3.3462,0.9536,0.7102,0.2661,2105,10,2010-02-01,2020-12-30,0.2247,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-2.9358,2.9358,False,False,False,False,False,False,False
27,2009,2020,2009,12,2009_2020,-3.0601,-3.3615,0.8682,0.6668,0.2785,2185,10,2009-02-06,2020-12-30,0.2111,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-2.8942,2.8942,False,False,False,False,False,False,False
27,2008,2020,2008,13,2008_2020,-2.2672,-2.6008,0.7212,0.5605,0.2145,2425,10,2008-01-27,2020-12-30,0.1773,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-2.1013,2.1013,False,False,False,False,False,False,False
27,2007,2020,2007,14,2007_2020,-1.8978,-2.1787,0.6506,0.5135,0.1798,2565,10,2007-01-09,2020-12-30,0.1625,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.7319,1.7319,False,False,False,False,False,False,False
27,2006,2020,2006,15,2006_2020,-1.7295,-2.038,0.7652,0.4464,0.1885,2771,10,2006-01-21,2020-12-30,0.1412,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.5636,1.5636,False,False,False,False,False,False,False
27,2005,2020,2005,16,2005_2020,-1.882,-2.1502,0.6643,0.4211,0.2195,2895,10,2005-01-19,2020-12-30,0.1332,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.7161,1.7161,False,False,False,False,False,False,False
27,2004,2020,2004,17,2004_2020,-1.5157,-1.7564,0.5577,0.3904,0.1682,3070,10,2004-01-08,2020-12-30,0.1235,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.3498,1.3498,False,False,False,False,False,False,False
27,2003,2020,2003,18,2003_2020,-1.4022,-1.6129,0.5868,0.3543,0.1698,3251,10,2003-01-05,2020-12-30,0.1121,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-1.2363,1.2363,False,False,False,False,False,False,False
27,2002,2020,2002,19,2002_2020,-0.9868,-1.1396,0.6828,0.317,0.1277,3515,10,2002-01-10,2020-12-30,0.1003,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.8209,0.8209,False,False,False,False,False,True,False
27,2001,2020,2001,20,2001_2020,-0.673,-0.7816,0.6781,0.2955,0.092,3735,10,2001-01-31,2020-12-30,0.0936,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.5071,0.5071,False,False,False,True,False,True,True
27,2000,2020,2000,21,2000_2020,-0.4968,-0.542,0.6956,0.2636,0.0859,4025,10,2000-01-13,2020-12-30,0.0835,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.3309,0.3309,False,False,False,True,True,True,True
27,1999,2020,1999,22,1999_2020,-0.4165,-0.4566,0.6605,0.247,0.079,4203,10,1999-03-07,2020-12-30,0.0782,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.2506,0.2506,False,False,False,True,True,True,True
27,1998,2020,1998,23,1998_2020,-0.3524,-0.385,0.6338,0.2407,0.071,4283,10,1998-03-04,2020-12-30,0.0762,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.1865,0.1865,True,True,False,True,True,True,True
27,1997,2020,1997,24,1997_2020,-0.3004,-0.3349,0.6383,0.2357,0.0692,4344,10,1997-01-12,2020-12-30,0.0746,GIS 27 mean,GIS 27 mean,-0.1659,0.226,-0.1345,0.1345,True,True,False,True,True,True,True
27,1996,2020,1996,25,1996_2020,-0.1659,-0.1936,0.6279,0.226,0.062,4473,10,1996-02-11,2020-12-30,0.0715,GIS 27 mean,GIS 27 mean,-0.1659,0.226,0.0,0.0,True,True,True,True,True,True,True
28,2016,2020,2016,5,2016_2020,-1.7222,-2.285,1.5895,2.8928,0.0221,1008,10,2016-01-02,2020-12-30,0.9189,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-3.1968,3.1968,False,False,False,False,False,False,False
28,2015,2020,2015,6,2015_2020,1.5204,1.5859,0.5771,2.1882,0.0181,1228,10,2015-02-07,2020-12-30,0.6946,GIS 28 mean,GIS 28 mean,1.4746,0.2296,0.0458,0.0458,True,True,True,True,True,True,True
28,2014,2020,2014,7,2014_2020,2.1852,1.8464,1.1478,1.7611,0.0478,1398,10,2014-01-12,2020-12-30,0.5586,GIS 28 mean,GIS 28 mean,1.4746,0.2296,0.7106,0.7106,False,False,False,False,False,True,True
28,2013,2020,2013,8,2013_2020,1.8567,1.413,1.9344,1.4838,0.0603,1571,10,2013-02-01,2020-12-30,0.4705,GIS 28 mean,GIS 28 mean,1.4746,0.2296,0.3821,0.3821,False,False,False,True,True,True,True
28,2012,2020,2012,9,2012_2020,1.3679,1.0433,1.3135,1.3276,0.0388,1658,10,2012-01-14,2020-12-30,0.4207,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.1067,0.1067,True,True,True,True,True,True,True
28,2011,2020,2011,10,2011_2020,0.5395,0.108,0.9316,1.0479,0.0182,1859,10,2011-01-03,2020-12-30,0.332,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.9351,0.9351,False,False,False,False,False,True,True
28,2010,2020,2010,11,2010_2020,-0.1028,-0.5029,0.8954,0.9014,0.0174,2017,10,2010-02-01,2020-12-30,0.2857,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-1.5774,1.5774,False,False,False,False,False,False,False
28,2009,2020,2009,12,2009_2020,-0.101,-0.4442,0.7746,0.8379,0.0147,2095,10,2009-02-06,2020-12-30,0.2654,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-1.5756,1.5756,False,False,False,False,False,False,False
28,2008,2020,2008,13,2008_2020,0.2089,-0.0285,0.4979,0.6965,0.009,2284,10,2008-01-27,2020-12-30,0.2207,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-1.2657,1.2657,False,False,False,False,False,False,False
28,2007,2020,2007,14,2007_2020,0.1838,-0.0296,0.3932,0.6092,0.007,2430,10,2007-01-09,2020-12-30,0.193,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-1.2908,1.2908,False,False,False,False,False,False,False
28,2006,2020,2006,15,2006_2020,0.4796,0.4704,0.1434,0.5243,0.0128,2633,10,2006-01-21,2020-12-30,0.1661,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.995,0.995,False,False,False,False,False,True,False
28,2005,2020,2005,16,2005_2020,0.5881,0.6542,0.298,0.4822,0.0235,2773,10,2005-01-18,2020-12-30,0.1527,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.8865,0.8865,False,False,False,False,False,True,False
28,2004,2020,2004,17,2004_2020,0.6293,0.6986,0.3084,0.4249,0.032,2959,10,2004-01-08,2020-12-30,0.1345,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.8453,0.8453,False,False,False,False,False,True,False
28,2003,2020,2003,18,2003_2020,0.685,0.7284,0.2873,0.3864,0.0417,3113,10,2003-01-05,2020-12-30,0.1223,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.7896,0.7896,False,False,False,False,False,True,False
28,2002,2020,2002,19,2002_2020,0.9597,0.9848,0.2116,0.3351,0.088,3379,10,2002-01-10,2020-12-30,0.106,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.5149,0.5149,False,False,False,True,False,True,True
28,2001,2020,2001,20,2001_2020,1.1178,1.1612,0.1834,0.3064,0.1261,3606,10,2001-01-31,2020-12-30,0.0969,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.3568,0.3568,False,False,False,True,True,True,True
28,2000,2020,2000,21,2000_2020,1.1991,1.1968,0.2505,0.271,0.1629,3913,10,2000-01-13,2020-12-30,0.0857,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.2755,0.2755,False,False,True,True,True,True,True
28,1999,2020,1999,22,1999_2020,1.246,1.2344,0.291,0.2539,0.1855,4095,10,1999-03-07,2020-12-30,0.0803,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.2286,0.2286,True,True,True,True,True,True,True
28,1998,2020,1998,23,1998_2020,1.2649,1.2484,0.2843,0.2449,0.1978,4185,10,1998-01-31,2020-12-30,0.0775,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.2097,0.2097,True,True,True,True,True,True,True
28,1997,2020,1997,24,1997_2020,1.3184,1.3026,0.2818,0.2384,0.2171,4255,10,1997-01-12,2020-12-30,0.0754,GIS 28 mean,GIS 28 mean,1.4746,0.2296,-0.1562,0.1562,True,True,True,True,True,True,True
28,1996,2020,1996,25,1996_2020,1.4746,1.4668,0.2946,0.2296,0.2652,4385,10,1996-02-11,2020-12-30,0.0726,GIS 28 mean,GIS 28 mean,1.4746,0.2296,0.0,0.0,True,True,True,True,True,True,True
29,2016,2020,2016,5,2016_2020,-0.6814,-0.4228,0.7641,1.9177,0.0068,1096,10,2016-01-02,2020-12-30,0.6152,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-2.8531,2.8531,False,False,False,False,False,False,False
29,2015,2020,2015,6,2015_2020,1.6164,1.6014,0.3218,1.6801,0.0302,1260,10,2015-02-07,2020-12-30,0.5403,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.5553,0.5553,False,False,False,True,False,True,True
29,2014,2020,2014,7,2014_2020,4.297,4.358,0.3247,1.4184,0.2022,1466,10,2014-01-12,2020-12-30,0.4523,GIS 29 mean,GIS 29 mean,2.1717,0.2251,2.1253,2.1253,False,False,False,False,False,False,False
29,2013,2020,2013,8,2013_2020,5.4005,5.3855,0.2214,1.2111,0.3299,1638,10,2013-02-01,2020-12-30,0.3863,GIS 29 mean,GIS 29 mean,2.1717,0.2251,3.2288,3.2288,False,False,False,False,False,False,False
29,2012,2020,2012,9,2012_2020,4.4071,4.6609,0.7275,1.1169,0.2749,1732,10,2012-01-14,2020-12-30,0.3563,GIS 29 mean,GIS 29 mean,2.1717,0.2251,2.2354,2.2354,False,False,False,False,False,False,False
29,2011,2020,2011,10,2011_2020,3.6191,3.6855,0.9842,0.9281,0.2538,1911,10,2011-01-03,2020-12-30,0.2954,GIS 29 mean,GIS 29 mean,2.1717,0.2251,1.4474,1.4474,False,False,False,False,False,False,False
29,2010,2020,2010,11,2010_2020,3.0628,2.9514,1.1349,0.7605,0.248,2125,10,2010-02-01,2020-12-30,0.2418,GIS 29 mean,GIS 29 mean,2.1717,0.2251,0.8911,0.8911,False,False,False,False,False,True,True
29,2009,2020,2009,12,2009_2020,2.9149,2.8579,1.1854,0.7096,0.2488,2201,10,2009-02-06,2020-12-30,0.2254,GIS 29 mean,GIS 29 mean,2.1717,0.2251,0.7432,0.7432,False,False,False,False,False,True,True
29,2008,2020,2008,13,2008_2020,2.7411,2.6776,1.0812,0.5747,0.2809,2440,10,2008-01-27,2020-12-30,0.1825,GIS 29 mean,GIS 29 mean,2.1717,0.2251,0.5694,0.5694,False,False,False,True,False,True,True
29,2007,2020,2007,14,2007_2020,2.3985,2.3616,0.9817,0.5212,0.257,2586,10,2007-01-09,2020-12-30,0.1653,GIS 29 mean,GIS 29 mean,2.1717,0.2251,0.2268,0.2268,False,True,True,True,True,True,True
29,2006,2020,2006,15,2006_2020,1.8533,1.7478,0.9776,0.4679,0.2045,2792,10,2006-01-21,2020-12-30,0.1484,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.3184,0.3184,False,False,True,True,True,True,True
29,2005,2020,2005,16,2005_2020,1.73,1.6178,0.8127,0.4329,0.1965,2931,10,2005-01-18,2020-12-30,0.1373,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.4417,0.4417,False,False,False,True,True,True,True
29,2004,2020,2004,17,2004_2020,1.6957,1.5399,0.6174,0.3916,0.204,3107,10,2004-01-08,2020-12-30,0.1242,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.476,0.476,False,False,False,True,True,True,True
29,2003,2020,2003,18,2003_2020,1.5707,1.4182,0.4679,0.3606,0.1918,3286,10,2003-01-05,2020-12-30,0.1142,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.601,0.601,False,False,False,True,False,True,False
29,2002,2020,2002,19,2002_2020,1.4604,1.3232,0.3152,0.3148,0.1945,3552,10,2002-01-10,2020-12-30,0.0996,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.7113,0.7113,False,False,False,False,False,True,False
29,2001,2020,2001,20,2001_2020,1.4721,1.3619,0.2703,0.2858,0.2173,3778,10,2001-01-31,2020-12-30,0.0905,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.6996,0.6996,False,False,False,False,False,True,False
29,2000,2020,2000,21,2000_2020,1.7195,1.6453,0.175,0.2564,0.3008,4088,10,2000-01-13,2020-12-30,0.0812,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.4522,0.4522,False,False,False,True,True,True,True
29,1999,2020,1999,22,1999_2020,1.9186,1.8364,0.1566,0.2472,0.3549,4269,10,1999-03-07,2020-12-30,0.0783,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.2531,0.2531,False,False,True,True,True,True,True
29,1998,2020,1998,23,1998_2020,1.9678,1.8939,0.1609,0.2403,0.375,4350,10,1998-01-31,2020-12-30,0.0761,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.2039,0.2039,True,True,True,True,True,True,True
29,1997,2020,1997,24,1997_2020,2.0287,1.9624,0.1585,0.2344,0.3971,4420,10,1997-01-12,2020-12-30,0.0742,GIS 29 mean,GIS 29 mean,2.1717,0.2251,-0.143,0.143,True,True,True,True,True,True,True
29,1996,2020,1996,25,1996_2020,2.1717,2.1354,0.1103,0.2251,0.443,4550,10,1996-02-11,2020-12-30,0.0713,GIS 29 mean,GIS 29 mean,2.1717,0.2251,0.0,0.0,True,True,True,True,True,True,True
30,2016,2020,2016,5,2016_2020,0.9211,0.744,1.0356,1.9583,0.0178,1011,10,2016-01-18,2020-12-30,0.6211,GIS 30 mean,GIS 30 mean,2.671,0.2039,-1.7499,1.7499,False,False,False,False,False,False,True
30,2015,2020,2015,6,2015_2020,1.7772,1.7828,0.1971,1.5189,0.0436,1217,10,2015-02-07,2020-12-30,0.4807,GIS 30 mean,GIS 30 mean,2.671,0.2039,-0.8938,0.8938,False,False,False,False,False,True,True
30,2014,2020,2014,7,2014_2020,2.2726,2.1394,1.0184,1.2399,0.0957,1384,10,2014-01-12,2020-12-30,0.3924,GIS 30 mean,GIS 30 mean,2.671,0.2039,-0.3984,0.3984,False,False,True,True,True,True,True
30,2013,2020,2013,8,2013_2020,3.2934,3.3804,1.3341,1.0747,0.1948,1558,10,2013-02-01,2020-12-30,0.3404,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.6224,0.6224,False,False,False,False,False,True,True
30,2012,2020,2012,9,2012_2020,3.6909,3.8368,1.1235,0.9656,0.2564,1644,10,2012-01-14,2020-12-30,0.3059,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.0199,1.0199,False,False,False,False,False,False,True
30,2011,2020,2011,10,2011_2020,4.6544,4.7724,0.5312,0.8042,0.4141,1851,10,2011-01-03,2020-12-30,0.2545,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.9834,1.9834,False,False,False,False,False,False,False
30,2010,2020,2010,11,2010_2020,4.6753,4.7605,0.3458,0.7072,0.4597,2011,10,2010-02-01,2020-12-30,0.2237,GIS 30 mean,GIS 30 mean,2.671,0.2039,2.0043,2.0043,False,False,False,False,False,False,False
30,2009,2020,2009,12,2009_2020,4.4348,4.4946,0.3434,0.6577,0.4592,2094,10,2009-02-06,2020-12-30,0.2081,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.7638,1.7638,False,False,False,False,False,False,False
30,2008,2020,2008,13,2008_2020,4.2923,4.3414,0.2209,0.5504,0.5114,2276,10,2008-01-27,2020-12-30,0.1742,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.6213,1.6213,False,False,False,False,False,False,False
30,2007,2020,2007,14,2007_2020,3.9997,3.9666,0.1087,0.4936,0.5161,2415,10,2007-01-09,2020-12-30,0.1563,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.3287,1.3287,False,False,False,False,False,False,False
30,2006,2020,2006,15,2006_2020,3.8322,3.7752,0.3093,0.424,0.548,2617,10,2006-01-21,2020-12-30,0.1342,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.1612,1.1612,False,False,False,False,False,False,False
30,2005,2020,2005,16,2005_2020,3.9039,3.9902,0.4129,0.3819,0.5912,2778,10,2005-01-18,2020-12-30,0.1208,GIS 30 mean,GIS 30 mean,2.671,0.2039,1.2329,1.2329,False,False,False,False,False,False,False
30,2004,2020,2004,17,2004_2020,3.3948,3.4854,0.39,0.3622,0.5327,2965,10,2004-01-08,2020-12-30,0.1146,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.7238,0.7238,False,False,False,False,False,True,False
30,2003,2020,2003,18,2003_2020,3.131,3.223,0.4102,0.3386,0.5127,3121,10,2003-01-05,2020-12-30,0.1072,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.46,0.46,False,False,True,True,True,True,True
30,2002,2020,2002,19,2002_2020,2.9725,3.0564,0.5134,0.295,0.5315,3383,10,2002-01-10,2020-12-30,0.0934,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.3015,0.3015,False,False,True,True,True,True,True
30,2001,2020,2001,20,2001_2020,2.924,2.99,0.5303,0.2662,0.5563,3605,10,2001-01-31,2020-12-30,0.0843,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.253,0.253,False,False,True,True,True,True,True
30,2000,2020,2000,21,2000_2020,2.6981,2.7032,0.4276,0.2402,0.5492,3915,10,2000-01-13,2020-12-30,0.076,GIS 30 mean,GIS 30 mean,2.671,0.2039,0.0271,0.0271,True,True,True,True,True,True,True
