domain_number,start_year,end_year,moving_year,n_years,window,lrr_m_yr,lrr_median_m_yr,lrr_std_m_yr,unc_m_yr,r_squared,n_obs,n_transects,first_obs,last_obs,unc_if_independent_m_yr,unit_id,transect_id,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
21,1996,2001,2001,6,1996_2001,2.3402,2.0194,1.1018,1.4742,0.1038,1046,11,1996-02-11,2001-12-26,0.4482,GIS 21 mean,GIS 21 mean,-0.043,0.1482,2.3832,2.3832,False,False,False,False,False,False,False
21,1996,2002,2002,7,1996_2002,2.3928,2.319,0.3053,1.1193,0.1318,1333,11,1996-02-11,2002-12-29,0.3393,GIS 21 mean,GIS 21 mean,-0.043,0.1482,2.4358,2.4358,False,False,False,False,False,False,False
21,1996,2003,2003,8,1996_2003,1.4357,1.4371,0.1777,0.9933,0.058,1515,11,1996-02-11,2003-12-31,0.3014,GIS 21 mean,GIS 21 mean,-0.043,0.1482,1.4787,1.4787,False,False,False,False,False,False,False
21,1996,2004,2004,9,1996_2004,0.0653,0.0344,0.2994,0.942,0.0031,1694,11,1996-02-11,2004-12-17,0.2856,GIS 21 mean,GIS 21 mean,-0.043,0.1482,0.1083,0.1083,True,True,False,True,True,True,True
21,1996,2005,2005,10,1996_2005,-0.4925,-0.6747,0.5089,0.857,0.0137,1838,11,1996-02-11,2005-12-12,0.26,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.4495,0.4495,False,False,False,False,True,True,True
21,1996,2006,2006,11,1996_2006,-0.7319,-0.7481,0.6496,0.7247,0.0305,2046,11,1996-02-11,2006-11-05,0.2195,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.6889,0.6889,False,False,False,False,False,True,True
21,1996,2007,2007,12,1996_2007,-0.8864,-1.0311,0.5806,0.6388,0.0442,2189,11,1996-02-11,2007-12-18,0.1933,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.8434,0.8434,False,False,False,False,False,True,False
21,1996,2008,2008,13,1996_2008,-0.6359,-0.6301,0.4932,0.5564,0.03,2373,11,1996-02-11,2008-12-04,0.1687,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.5929,0.5929,False,False,False,False,False,True,True
21,1996,2009,2009,14,1996_2009,-0.474,-0.4908,0.5244,0.524,0.0254,2450,11,1996-02-11,2009-12-23,0.1586,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.431,0.431,False,False,False,True,True,True,True
21,1996,2010,2010,15,1996_2010,-0.8119,-0.8638,0.5563,0.4663,0.0571,2622,11,1996-02-11,2010-12-10,0.1412,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.7689,0.7689,False,False,False,False,False,True,False
21,1996,2011,2011,16,1996_2011,-1.2986,-1.4137,0.4578,0.4217,0.1301,2808,11,1996-02-11,2011-12-29,0.1274,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-1.2556,1.2556,False,False,False,False,False,False,False
21,1996,2012,2012,17,1996_2012,-1.232,-1.3138,0.4314,0.393,0.1301,2908,11,1996-02-11,2012-11-29,0.1187,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-1.189,1.189,False,False,False,False,False,False,False
21,1996,2013,2013,18,1996_2013,-1.2336,-1.2739,0.3979,0.346,0.1531,3092,11,1996-02-11,2013-12-27,0.1044,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-1.1906,1.1906,False,False,False,False,False,False,False
21,1996,2014,2014,19,1996_2014,-1.0983,-1.1695,0.2792,0.3141,0.1389,3287,11,1996-02-11,2014-12-14,0.0948,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-1.0553,1.0553,False,False,False,False,False,False,False
21,1996,2015,2015,20,1996_2015,-0.8874,-0.8975,0.1552,0.2889,0.1047,3475,11,1996-02-11,2015-12-16,0.0872,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.8444,0.8444,False,False,False,False,False,True,False
21,1996,2016,2016,21,1996_2016,-0.8164,-0.7932,0.0988,0.2585,0.1039,3710,11,1996-02-11,2016-12-11,0.0781,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.7734,0.7734,False,False,False,False,False,True,False
21,1996,2017,2017,22,1996_2017,-0.8766,-0.9331,0.1742,0.2328,0.1357,4012,11,1996-02-11,2017-12-21,0.0703,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.8336,0.8336,False,False,False,False,False,True,False
21,1996,2018,2018,23,1996_2018,-0.7473,-0.8689,0.2408,0.2214,0.114,4208,11,1996-02-11,2018-12-24,0.0669,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.7043,0.7043,False,False,False,False,False,True,False
21,1996,2019,2019,24,1996_2019,-0.7508,-0.8933,0.3004,0.2035,0.1293,4460,11,1996-02-11,2019-12-27,0.0614,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.7078,0.7078,False,False,False,False,False,True,False
21,1996,2020,2020,25,1996_2020,-0.7385,-0.8659,0.3021,0.195,0.1329,4588,11,1996-02-11,2020-12-30,0.0589,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.6955,0.6955,False,False,False,False,False,True,False
21,1996,2021,2021,26,1996_2021,-0.4743,-0.5794,0.3256,0.1834,0.0784,4910,11,1996-02-11,2021-12-25,0.0554,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.4313,0.4313,False,False,False,True,True,True,False
21,1996,2022,2022,27,1996_2022,-0.1819,-0.2178,0.3029,0.1761,0.0301,5317,11,1996-02-11,2022-12-28,0.0531,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.1389,0.1389,True,True,False,True,True,True,True
21,1996,2023,2023,28,1996_2023,-0.0696,-0.1275,0.3136,0.1594,0.0273,5763,11,1996-02-11,2023-12-31,0.0481,GIS 21 mean,GIS 21 mean,-0.043,0.1482,-0.0266,0.0266,True,True,False,True,True,True,True
21,1996,2024,2024,29,1996_2024,-0.043,-0.1069,0.3133,0.1482,0.0287,6096,11,1996-02-11,2024-12-08,0.0447,GIS 21 mean,GIS 21 mean,-0.043,0.1482,0.0,0.0,True,True,True,True,True,True,True
22,1996,2000,2000,5,1996_2000,-0.9144,-0.982,0.5035,1.4516,0.0274,755,10,1996-02-11,2000-12-30,0.4596,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.0717,0.0717,True,True,True,True,True,True,True
22,1996,2001,2001,6,1996_2001,-0.2912,-0.429,0.4213,1.1683,0.0076,966,10,1996-02-11,2001-12-26,0.3698,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.5515,0.5515,False,False,False,False,False,True,True
22,1996,2002,2002,7,1996_2002,0.651,0.5045,0.5932,0.9456,0.0224,1234,10,1996-02-11,2002-12-29,0.2994,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,1.4937,1.4937,False,False,False,False,False,False,False
22,1996,2003,2003,8,1996_2003,0.4648,0.3796,0.5765,0.826,0.0185,1371,10,1996-02-11,2003-12-31,0.2615,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,1.3075,1.3075,False,False,False,False,False,False,False
22,1996,2004,2004,9,1996_2004,0.2278,0.1909,0.2997,0.7241,0.0056,1542,10,1996-02-11,2004-12-17,0.2294,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,1.0705,1.0705,False,False,False,False,False,False,False
22,1996,2005,2005,10,1996_2005,-0.4391,-0.4174,0.3994,0.6521,0.0187,1712,10,1996-02-11,2005-12-12,0.2065,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.4036,0.4036,False,False,False,True,True,True,True
22,1996,2006,2006,11,1996_2006,-0.6272,-0.606,0.3867,0.5787,0.0334,1910,10,1996-02-11,2006-11-05,0.1833,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.2155,0.2155,False,True,False,True,True,True,True
22,1996,2007,2007,12,1996_2007,-0.5217,-0.4624,0.3902,0.5171,0.0303,2043,10,1996-02-11,2007-12-18,0.1637,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.321,0.321,False,False,False,True,True,True,True
22,1996,2008,2008,13,1996_2008,-0.5493,-0.5554,0.3586,0.4669,0.0333,2205,10,1996-02-11,2008-12-04,0.1477,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.2934,0.2934,False,False,False,True,True,True,True
22,1996,2009,2009,14,1996_2009,-0.3977,-0.3954,0.4383,0.4566,0.0283,2257,10,1996-02-11,2009-12-23,0.1445,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.445,0.445,False,False,False,False,True,True,True
22,1996,2010,2010,15,1996_2010,-0.56,-0.5719,0.4186,0.4118,0.0446,2400,10,1996-02-11,2010-12-10,0.1303,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.2827,0.2827,False,False,False,True,True,True,True
22,1996,2011,2011,16,1996_2011,-0.8021,-0.8834,0.2188,0.3703,0.0742,2562,10,1996-02-11,2011-12-29,0.1173,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.0406,0.0406,True,True,True,True,True,True,True
22,1996,2012,2012,17,1996_2012,-0.7298,-0.7972,0.1793,0.3513,0.066,2644,10,1996-02-11,2012-11-29,0.1114,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.1129,0.1129,True,True,True,True,True,True,True
22,1996,2013,2013,18,1996_2013,-0.8244,-0.8182,0.2445,0.3081,0.1005,2817,10,1996-02-11,2013-12-27,0.0977,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.0183,0.0183,True,True,True,True,True,True,True
22,1996,2014,2014,19,1996_2014,-0.9082,-0.8393,0.2103,0.2759,0.1317,2988,10,1996-02-11,2014-12-14,0.0874,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.0655,0.0655,True,True,True,True,True,True,True
22,1996,2015,2015,20,1996_2015,-0.9174,-0.8444,0.248,0.2455,0.1554,3206,10,1996-02-11,2015-12-16,0.0779,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.0747,0.0747,True,True,True,True,True,True,True
22,1996,2016,2016,21,1996_2016,-1.1114,-1.0576,0.2809,0.2274,0.2188,3433,10,1996-02-11,2016-12-11,0.072,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.2687,0.2687,False,False,False,True,True,True,True
22,1996,2017,2017,22,1996_2017,-1.215,-1.1027,0.3117,0.2085,0.2668,3667,10,1996-02-11,2017-12-21,0.066,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.3723,0.3723,False,False,False,True,True,True,False
22,1996,2018,2018,23,1996_2018,-1.3496,-1.212,0.375,0.1984,0.3144,3865,10,1996-02-11,2018-12-24,0.0628,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.5069,0.5069,False,False,False,False,False,True,False
22,1996,2019,2019,24,1996_2019,-1.4183,-1.3032,0.36,0.1861,0.3513,4087,10,1996-02-11,2019-12-27,0.0589,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.5756,0.5756,False,False,False,False,False,True,False
22,1996,2020,2020,25,1996_2020,-1.4507,-1.3596,0.345,0.1787,0.3731,4203,10,1996-02-11,2020-12-30,0.0565,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.608,0.608,False,False,False,False,False,True,False
22,1996,2021,2021,26,1996_2021,-1.2634,-1.1797,0.2992,0.1663,0.3293,4483,10,1996-02-11,2021-12-25,0.0526,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.4207,0.4207,False,False,False,True,True,True,False
22,1996,2022,2022,27,1996_2022,-0.9723,-0.8818,0.2397,0.1686,0.2097,4853,10,1996-02-11,2022-12-28,0.0533,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.1296,0.1296,True,True,True,True,True,True,True
22,1996,2023,2023,28,1996_2023,-0.8476,-0.7716,0.2307,0.1534,0.1847,5259,10,1996-02-11,2023-12-31,0.0485,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,-0.0049,0.0049,True,True,True,True,True,True,True
22,1996,2024,2024,29,1996_2024,-0.8427,-0.7746,0.2219,0.1426,0.196,5563,10,1996-02-11,2024-12-08,0.0451,GIS 22 mean,GIS 22 mean,-0.8427,0.1426,0.0,0.0,True,True,True,True,True,True,True
23,1996,2000,2000,5,1996_2000,0.0408,-0.0828,0.4939,1.5608,0.0049,763,10,1996-02-11,2000-12-30,0.4938,GIS 23 mean,GIS 23 mean,-1.8632,0.165,1.904,1.904,False,False,False,False,False,False,False
23,1996,2001,2001,6,1996_2001,-1.2232,-1.442,0.5603,1.2624,0.0433,977,10,1996-02-11,2001-12-26,0.3995,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.64,0.64,False,False,False,False,False,True,True
23,1996,2002,2002,7,1996_2002,-0.1279,-0.2002,0.45,1.0037,0.0062,1245,10,1996-02-11,2002-12-29,0.3175,GIS 23 mean,GIS 23 mean,-1.8632,0.165,1.7353,1.7353,False,False,False,False,False,False,False
23,1996,2003,2003,8,1996_2003,-0.4004,-0.448,0.2572,0.8639,0.0081,1428,10,1996-02-11,2003-12-31,0.2733,GIS 23 mean,GIS 23 mean,-1.8632,0.165,1.4628,1.4628,False,False,False,False,False,False,False
23,1996,2004,2004,9,1996_2004,-0.2234,-0.1737,0.2775,0.7534,0.0053,1582,10,1996-02-11,2004-12-17,0.2384,GIS 23 mean,GIS 23 mean,-1.8632,0.165,1.6398,1.6398,False,False,False,False,False,False,False
23,1996,2005,2005,10,1996_2005,-0.7063,-0.7036,0.307,0.6821,0.0279,1699,10,1996-02-11,2005-12-12,0.2157,GIS 23 mean,GIS 23 mean,-1.8632,0.165,1.1569,1.1569,False,False,False,False,False,False,False
23,1996,2006,2006,11,1996_2006,-1.141,-1.1267,0.1254,0.5952,0.0716,1898,10,1996-02-11,2006-11-05,0.1883,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.7222,0.7222,False,False,False,False,False,True,True
23,1996,2007,2007,12,1996_2007,-1.3873,-1.4143,0.0921,0.5358,0.1149,2032,10,1996-02-11,2007-12-18,0.1695,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.4759,0.4759,False,False,False,True,True,True,True
23,1996,2008,2008,13,1996_2008,-1.364,-1.3767,0.0707,0.4579,0.1348,2235,10,1996-02-11,2008-12-04,0.1448,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.4992,0.4992,False,False,False,False,True,True,True
23,1996,2009,2009,14,1996_2009,-1.4839,-1.5606,0.1722,0.438,0.1623,2325,10,1996-02-11,2009-12-23,0.1385,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.3793,0.3793,False,False,False,True,True,True,True
23,1996,2010,2010,15,1996_2010,-1.6697,-1.6491,0.2277,0.3954,0.2176,2502,10,1996-02-11,2010-12-10,0.1251,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.1935,0.1935,False,True,True,True,True,True,True
23,1996,2011,2011,16,1996_2011,-1.5742,-1.5834,0.308,0.3528,0.2226,2693,10,1996-02-11,2011-12-29,0.1116,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.289,0.289,False,False,True,True,True,True,True
23,1996,2012,2012,17,1996_2012,-1.5951,-1.6426,0.3456,0.3332,0.2404,2789,10,1996-02-11,2012-11-29,0.1054,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.2681,0.2681,False,False,True,True,True,True,True
23,1996,2013,2013,18,1996_2013,-1.8226,-1.8472,0.355,0.3005,0.3224,2961,10,1996-02-11,2013-12-27,0.0951,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.0406,0.0406,True,True,True,True,True,True,True
23,1996,2014,2014,19,1996_2014,-1.8132,-1.7698,0.313,0.2741,0.3482,3143,10,1996-02-11,2014-12-14,0.0867,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.05,0.05,True,True,True,True,True,True,True
23,1996,2015,2015,20,1996_2015,-2.045,-2.0412,0.3593,0.2616,0.4136,3305,10,1996-02-11,2015-12-16,0.0829,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.1818,0.1818,False,True,True,True,True,True,True
23,1996,2016,2016,21,1996_2016,-2.3613,-2.3325,0.452,0.2468,0.4954,3520,10,1996-02-11,2016-12-11,0.0781,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.4981,0.4981,False,False,False,False,True,True,False
23,1996,2017,2017,22,1996_2017,-2.6887,-2.7114,0.4143,0.2262,0.5843,3817,10,1996-02-11,2017-12-21,0.0716,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.8255,0.8255,False,False,False,False,False,True,False
23,1996,2018,2018,23,1996_2018,-2.8395,-2.8358,0.3857,0.215,0.6242,4000,10,1996-02-11,2018-12-24,0.068,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.9763,0.9763,False,False,False,False,False,True,False
23,1996,2019,2019,24,1996_2019,-2.9226,-2.9273,0.4268,0.1982,0.6607,4229,10,1996-02-11,2019-12-27,0.0627,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-1.0594,1.0594,False,False,False,False,False,False,False
23,1996,2020,2020,25,1996_2020,-2.948,-2.9789,0.4496,0.1894,0.6768,4360,10,1996-02-11,2020-12-30,0.0599,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-1.0848,1.0848,False,False,False,False,False,False,False
23,1996,2021,2021,26,1996_2021,-2.6505,-2.7061,0.4012,0.1805,0.636,4667,10,1996-02-11,2021-12-25,0.0571,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.7873,0.7873,False,False,False,False,False,True,False
23,1996,2022,2022,27,1996_2022,-2.1921,-2.232,0.4053,0.1906,0.497,5037,10,1996-02-11,2022-12-28,0.0603,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.3289,0.3289,False,False,True,True,True,True,True
23,1996,2023,2023,28,1996_2023,-1.946,-2.0047,0.3774,0.1767,0.4557,5447,10,1996-02-11,2023-12-31,0.0559,GIS 23 mean,GIS 23 mean,-1.8632,0.165,-0.0828,0.0828,True,True,True,True,True,True,True
23,1996,2024,2024,29,1996_2024,-1.8632,-1.9158,0.3219,0.165,0.456,5752,10,1996-02-11,2024-12-08,0.0523,GIS 23 mean,GIS 23 mean,-1.8632,0.165,0.0,0.0,True,True,True,True,True,True,True
24,1996,2000,2000,5,1996_2000,1.3034,1.3037,0.3321,1.7462,0.0289,770,10,1996-02-11,2000-12-30,0.5533,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,3.5761,3.5761,False,False,False,False,False,False,False
24,1996,2001,2001,6,1996_2001,0.7112,0.7387,0.2018,1.376,0.0111,998,10,1996-02-11,2001-12-26,0.436,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,2.9839,2.9839,False,False,False,False,False,False,False
24,1996,2002,2002,7,1996_2002,1.1609,1.1277,0.2619,1.0573,0.0372,1267,10,1996-02-11,2002-12-29,0.3347,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,3.4336,3.4336,False,False,False,False,False,False,False
24,1996,2003,2003,8,1996_2003,0.9114,0.8884,0.3177,0.9322,0.0275,1415,10,1996-02-11,2003-12-31,0.2952,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,3.1841,3.1841,False,False,False,False,False,False,False
24,1996,2004,2004,9,1996_2004,0.8097,0.8404,0.2961,0.7956,0.0276,1592,10,1996-02-11,2004-12-17,0.2518,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,3.0824,3.0824,False,False,False,False,False,False,False
24,1996,2005,2005,10,1996_2005,-0.2822,-0.2806,0.1403,0.734,0.0042,1748,10,1996-02-11,2005-12-12,0.2323,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,1.9905,1.9905,False,False,False,False,False,False,False
24,1996,2006,2006,11,1996_2006,-1.252,-1.2039,0.1837,0.661,0.0686,1957,10,1996-02-11,2006-11-05,0.2091,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,1.0207,1.0207,False,False,False,False,False,False,False
24,1996,2007,2007,12,1996_2007,-1.4217,-1.3338,0.197,0.5898,0.1,2090,10,1996-02-11,2007-12-18,0.1866,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,0.851,0.851,False,False,False,False,False,True,False
24,1996,2008,2008,13,1996_2008,-1.6819,-1.6134,0.187,0.5152,0.1548,2292,10,1996-02-11,2008-12-13,0.1631,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,0.5908,0.5908,False,False,False,False,False,True,True
24,1996,2009,2009,14,1996_2009,-1.9582,-1.8751,0.1981,0.5046,0.1999,2368,10,1996-02-11,2009-12-23,0.1597,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,0.3145,0.3145,False,False,True,True,True,True,True
24,1996,2010,2010,15,1996_2010,-2.7488,-2.7484,0.2039,0.4801,0.3356,2537,10,1996-02-11,2010-12-10,0.152,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.4761,0.4761,False,False,False,True,True,True,True
24,1996,2011,2011,16,1996_2011,-3.1088,-3.2105,0.2627,0.4256,0.4324,2727,10,1996-02-11,2011-12-29,0.1347,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.8361,0.8361,False,False,False,False,False,True,False
24,1996,2012,2012,17,1996_2012,-3.0778,-3.195,0.251,0.4002,0.4501,2812,10,1996-02-11,2012-11-29,0.1267,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.8051,0.8051,False,False,False,False,False,True,False
24,1996,2013,2013,18,1996_2013,-3.1822,-3.2842,0.2426,0.3516,0.5157,2986,10,1996-02-11,2013-12-27,0.1113,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.9095,0.9095,False,False,False,False,False,True,False
24,1996,2014,2014,19,1996_2014,-3.2614,-3.39,0.3016,0.3173,0.5633,3164,10,1996-02-11,2014-12-14,0.1004,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.9887,0.9887,False,False,False,False,False,True,False
24,1996,2015,2015,20,1996_2015,-3.3532,-3.4549,0.2366,0.2818,0.6181,3382,10,1996-02-11,2015-12-16,0.0892,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.0805,1.0805,False,False,False,False,False,False,False
24,1996,2016,2016,21,1996_2016,-3.5636,-3.6348,0.1337,0.2602,0.6692,3599,10,1996-02-11,2016-12-11,0.0823,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.2909,1.2909,False,False,False,False,False,False,False
24,1996,2017,2017,22,1996_2017,-3.682,-3.7119,0.0944,0.2361,0.7115,3830,10,1996-02-11,2017-12-21,0.0747,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.4093,1.4093,False,False,False,False,False,False,False
24,1996,2018,2018,23,1996_2018,-3.769,-3.7751,0.0896,0.2209,0.737,4033,10,1996-02-11,2018-12-24,0.0699,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.4963,1.4963,False,False,False,False,False,False,False
24,1996,2019,2019,24,1996_2019,-3.8514,-3.867,0.0975,0.2035,0.7655,4256,10,1996-02-11,2019-12-27,0.0644,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.5787,1.5787,False,False,False,False,False,False,False
24,1996,2020,2020,25,1996_2020,-3.8266,-3.8449,0.0823,0.1949,0.7738,4374,10,1996-02-11,2020-12-30,0.0616,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.5539,1.5539,False,False,False,False,False,False,False
24,1996,2021,2021,26,1996_2021,-3.4422,-3.4412,0.0408,0.1924,0.727,4664,10,1996-02-11,2021-12-25,0.0609,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-1.1695,1.1695,False,False,False,False,False,False,False
24,1996,2022,2022,27,1996_2022,-2.8826,-2.8855,0.0272,0.2106,0.5904,5040,10,1996-02-11,2022-12-28,0.0666,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.6099,0.6099,False,False,False,False,False,True,False
24,1996,2023,2023,28,1996_2023,-2.4936,-2.4969,0.0238,0.2016,0.5212,5450,10,1996-02-11,2023-12-31,0.0638,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,-0.2209,0.2209,False,True,True,True,True,True,True
24,1996,2024,2024,29,1996_2024,-2.2727,-2.269,0.0305,0.1928,0.4831,5760,10,1996-02-11,2024-12-08,0.061,GIS 24 mean,GIS 24 mean,-2.2727,0.1928,0.0,0.0,True,True,True,True,True,True,True
25,1996,2000,2000,5,1996_2000,1.1228,1.3266,0.4428,1.6693,0.0262,771,10,1996-02-11,2000-12-30,0.5282,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,3.5997,3.5997,False,False,False,False,False,False,False
25,1996,2001,2001,6,1996_2001,1.1145,1.2678,0.4231,1.3014,0.0326,996,10,1996-02-11,2001-12-26,0.4117,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,3.5914,3.5914,False,False,False,False,False,False,False
25,1996,2002,2002,7,1996_2002,0.7774,0.8263,0.2354,0.9954,0.0206,1253,10,1996-02-11,2002-12-29,0.3149,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,3.2543,3.2543,False,False,False,False,False,False,False
25,1996,2003,2003,8,1996_2003,0.9131,0.8899,0.1685,0.8744,0.0296,1437,10,1996-02-11,2003-12-31,0.2767,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,3.39,3.39,False,False,False,False,False,False,False
25,1996,2004,2004,9,1996_2004,0.389,0.3712,0.2547,0.7699,0.0082,1611,10,1996-02-11,2004-12-17,0.2437,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,2.8659,2.8659,False,False,False,False,False,False,False
25,1996,2005,2005,10,1996_2005,-0.7507,-0.6404,0.4082,0.7608,0.0245,1734,10,1996-02-11,2005-12-12,0.2413,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,1.7262,1.7262,False,False,False,False,False,False,False
25,1996,2006,2006,11,1996_2006,-1.4793,-1.5017,0.1744,0.6618,0.0943,1930,10,1996-02-11,2006-11-05,0.2096,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,0.9976,0.9976,False,False,False,False,False,True,False
25,1996,2007,2007,12,1996_2007,-1.5741,-1.5922,0.1815,0.5958,0.1206,2059,10,1996-02-11,2007-12-18,0.1887,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,0.9028,0.9028,False,False,False,False,False,True,False
25,1996,2008,2008,13,1996_2008,-1.7984,-1.8461,0.2203,0.5018,0.1835,2279,10,1996-02-11,2008-12-13,0.1588,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,0.6785,0.6785,False,False,False,False,False,True,True
25,1996,2009,2009,14,1996_2009,-2.0103,-2.079,0.2999,0.4813,0.2261,2362,10,1996-02-11,2009-12-23,0.1523,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,0.4666,0.4666,False,False,True,True,True,True,True
25,1996,2010,2010,15,1996_2010,-3.1889,-3.2496,0.2296,0.4773,0.4038,2575,10,1996-02-11,2010-12-10,0.151,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,-0.712,0.712,False,False,False,False,False,True,False
25,1996,2011,2011,16,1996_2011,-3.4815,-3.5458,0.1897,0.4321,0.4794,2753,10,1996-02-11,2011-12-29,0.1368,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,-1.0046,1.0046,False,False,False,False,False,False,False
25,1996,2012,2012,17,1996_2012,-3.4987,-3.5853,0.176,0.4057,0.5045,2853,10,1996-02-11,2012-11-29,0.1285,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,-1.0218,1.0218,False,False,False,False,False,False,False
25,1996,2013,2013,18,1996_2013,-3.794,-3.8176,0.2114,0.3663,0.5798,3030,10,1996-02-11,2013-12-27,0.116,GIS 25 mean,GIS 25 mean,-2.4769,0.1884,-1.3171,1.3171,False,False,False,False,False,False,False
