transect_id,domain_number,mean_start_m,n_start,sd_start_m,first_obs_start,last_obs_start,mean_end_m,n_end,sd_end_m,first_obs_end,last_obs_end,change_m,endpoint_rate_m_yr
usa_NC_0033_0002,21,50.075,8,9.525,1997-05-04,1998-03-04,43.360,5,12.805,2009-02-06,2009-11-05,-6.715,-0.577
usa_NC_0033_0003,21,42.650,8,10.003,1997-05-04,1998-03-04,38.817,6,11.062,2009-02-06,2009-11-05,-3.833,-0.330
usa_NC_0033_0004,21,38.950,8,9.755,1997-05-04,1998-03-04,36.717,6,12.064,2009-02-06,2009-11-05,-2.233,-0.192
usa_NC_0033_0005,21,44.837,8,9.532,1997-05-04,1998-03-04,47.087,8,8.062,2008-12-04,2009-11-05,2.250,0.193
usa_NC_0033_0006,21,43.400,8,10.047,1997-05-04,1998-03-04,47.925,8,10.096,2008-12-04,2009-11-05,4.525,0.389
usa_NC_0033_0007,21,43.487,8,10.831,1997-05-04,1998-03-04,47.362,8,11.664,2008-12-04,2009-11-05,3.875,0.333
usa_NC_0033_0008,21,46.975,8,9.876,1997-05-04,1998-03-04,50.712,8,12.480,2008-12-04,2009-11-05,3.737,0.321
usa_NC_0033_0009,21,50.150,8,10.028,1997-05-04,1998-03-04,56.500,7,9.742,2008-12-04,2009-10-20,6.350,0.546
usa_NC_0033_0010,21,51.250,8,8.036,1997-05-04,1998-03-04,59.743,7,9.950,2008-12-04,2009-10-20,8.493,0.730
usa_NC_0033_0011,21,47.250,8,6.852,1997-05-04,1998-03-04,58.583,6,9.523,2008-12-04,2009-10-20,11.333,0.974
usa_NC_0033_0012,21,48.987,8,8.024,1997-05-04,1998-03-04,60.343,7,7.713,2008-12-04,2009-10-20,11.355,0.976
usa_NC_0033_0013,22,48.000,8,7.728,1997-05-04,1998-03-04,62.143,7,10.412,2008-12-04,2009-10-20,14.143,1.216
usa_NC_0033_0014,22,56.214,7,6.791,1997-05-04,1998-03-04,69.320,5,11.764,2008-12-04,2009-08-17,13.106,1.127
usa_NC_0033_0015,22,61.057,7,8.044,1997-05-04,1998-03-04,74.425,4,10.895,2009-03-18,2009-08-17,13.368,1.149
usa_NC_0033_0016,22,59.829,7,6.943,1997-05-04,1998-03-04,73.200,3,12.787,2009-03-18,2009-08-09,13.371,1.150
usa_NC_0033_0017,22,61.357,7,6.788,1997-05-04,1998-03-04,64.725,4,18.414,2009-03-18,2009-11-05,3.368,0.290
usa_NC_0033_0018,22,62.257,7,7.844,1997-05-04,1998-03-04,57.740,5,17.773,2009-03-18,2009-11-05,-4.517,-0.388
usa_NC_0033_0019,22,60.871,7,6.962,1997-05-04,1998-03-04,52.660,5,18.099,2009-03-18,2009-11-05,-8.211,-0.706
usa_NC_0033_0020,22,62.186,7,7.745,1997-05-04,1998-03-04,52.467,6,14.459,2009-02-06,2009-11-05,-9.719,-0.836
usa_NC_0033_0021,22,66.943,7,8.866,1997-05-04,1998-03-04,49.883,6,11.281,2009-02-06,2009-11-05,-17.060,-1.467
usa_NC_0033_0022,22,69.971,7,8.622,1997-05-04,1998-03-04,47.420,5,11.274,2009-02-06,2009-11-05,-22.551,-1.939
usa_NC_0033_0023,23,79.171,7,9.761,1997-05-04,1998-03-04,60.714,7,19.120,2009-02-06,2009-11-05,-18.457,-1.587
usa_NC_0033_0024,23,88.114,7,9.249,1997-05-04,1998-03-04,65.275,8,18.109,2008-12-04,2009-11-05,-22.839,-1.964
usa_NC_0033_0025,23,90.243,7,6.924,1997-05-04,1998-03-04,68.144,9,14.966,2008-12-04,2009-11-05,-22.098,-1.900
usa_NC_0033_0026,23,92.014,7,6.484,1997-05-04,1998-03-04,65.989,9,15.571,2008-12-04,2009-11-05,-26.025,-2.238
usa_NC_0033_0027,23,93.171,7,7.768,1997-05-04,1998-03-04,60.467,9,18.576,2008-12-04,2009-10-20,-32.705,-2.812
usa_NC_0033_0028,23,93.557,7,7.405,1997-05-04,1998-03-04,61.620,10,16.343,2008-12-04,2009-10-20,-31.937,-2.746
usa_NC_0033_0029,23,115.971,7,8.626,1997-05-04,1998-03-04,83.480,10,14.882,2008-12-04,2009-10-20,-32.491,-2.794
usa_NC_0033_0030,23,112.829,7,7.795,1997-05-04,1998-03-04,76.090,10,18.533,2008-12-04,2009-10-20,-36.739,-3.159
usa_NC_0033_0031,23,110.550,8,9.276,1997-05-04,1998-03-04,78.580,10,15.246,2008-12-04,2009-10-20,-31.970,-2.749
usa_NC_0033_0032,23,112.638,8,9.543,1997-05-04,1998-03-04,82.440,10,12.166,2008-12-04,2009-10-20,-30.198,-2.596
usa_NC_0033_0033,24,112.050,8,9.969,1997-05-04,1998-03-04,78.382,11,19.377,2008-12-04,2009-10-20,-33.668,-2.895
usa_NC_0033_0034,24,106.975,8,8.236,1997-05-04,1998-03-04,65.300,8,18.103,2008-12-04,2009-08-09,-41.675,-3.583
usa_NC_0033_0035,24,106.412,8,10.891,1997-05-04,1998-03-04,65.700,7,11.927,2008-12-13,2009-08-09,-40.712,-3.501
usa_NC_0033_0036,24,104.200,8,12.997,1997-05-04,1998-03-04,69.375,8,13.177,2008-12-13,2009-11-05,-34.825,-2.994
usa_NC_0033_0037,24,104.612,8,11.706,1997-05-04,1998-03-04,70.737,8,16.606,2008-12-13,2009-11-05,-33.875,-2.913
usa_NC_0033_0038,24,104.150,8,14.611,1997-05-04,1998-03-04,70.875,8,18.065,2008-12-13,2009-11-05,-33.275,-2.861
usa_NC_0033_0039,24,87.938,8,20.089,1997-05-04,1998-03-04,57.800,8,17.181,2008-12-13,2009-11-05,-30.138,-2.591
usa_NC_0033_0040,24,94.237,8,8.693,1997-05-04,1998-03-04,59.775,8,15.480,2008-12-13,2009-11-05,-34.462,-2.963
usa_NC_0033_0041,24,89.375,8,7.020,1997-05-04,1998-03-04,57.933,9,19.136,2008-12-13,2009-11-05,-31.442,-2.703
usa_NC_0033_0042,24,101.375,8,8.936,1997-05-04,1998-03-04,70.778,9,18.350,2008-12-13,2009-11-05,-30.597,-2.631
usa_NC_0033_0043,25,93.750,8,9.778,1997-05-04,1998-03-04,62.314,7,22.823,2009-02-06,2009-11-05,-31.436,-2.703
usa_NC_0033_0044,25,103.000,8,8.871,1997-05-04,1998-03-04,73.889,9,17.094,2008-12-04,2009-11-05,-29.111,-2.503
usa_NC_0033_0045,25,96.113,8,9.115,1997-05-04,1998-03-04,67.267,9,17.775,2008-12-04,2009-11-05,-28.846,-2.480
usa_NC_0033_0046,25,100.737,8,9.506,1997-05-04,1998-03-04,68.240,10,19.093,2008-12-04,2009-11-05,-32.498,-2.794
usa_NC_0033_0047,25,97.213,8,8.637,1997-05-04,1998-03-04,74.767,9,13.311,2008-12-04,2009-10-20,-22.446,-1.930
usa_NC_0033_0048,25,94.762,8,7.931,1997-05-04,1998-03-04,74.175,8,9.394,2008-12-04,2009-10-20,-20.587,-1.770
usa_NC_0033_0049,25,94.400,8,8.149,1997-05-04,1998-03-04,75.412,8,9.205,2008-12-04,2009-10-20,-18.987,-1.633
usa_NC_0033_0050,25,99.200,7,7.310,1997-05-04,1998-03-04,86.720,10,11.280,2008-12-04,2009-10-20,-12.480,-1.073
usa_NC_0033_0051,25,90.686,7,6.648,1997-05-04,1998-03-04,81.560,10,12.351,2008-12-04,2009-10-20,-9.126,-0.785
usa_NC_0033_0052,25,91.586,7,8.923,1997-05-04,1998-03-04,79.967,9,13.864,2008-12-04,2009-10-20,-11.619,-0.999
usa_NC_0033_0053,26,84.643,7,6.903,1997-05-04,1998-03-04,75.278,9,12.254,2008-12-04,2009-08-17,-9.365,-0.805
usa_NC_0033_0054,26,81.557,7,7.163,1997-05-04,1998-03-04,70.457,7,7.200,2008-12-13,2009-08-17,-11.100,-0.954
usa_NC_0033_0055,26,73.200,7,11.998,1997-05-04,1998-03-04,54.175,8,16.560,2008-12-13,2009-11-05,-19.025,-1.636
usa_NC_0033_0056,26,67.600,7,14.700,1997-05-04,1998-03-04,51.388,8,15.555,2008-12-13,2009-11-05,-16.212,-1.394
usa_NC_0033_0057,26,64.271,7,14.924,1997-05-04,1998-03-04,52.212,8,16.298,2008-12-13,2009-11-05,-12.059,-1.037
usa_NC_0033_0058,26,64.186,7,14.766,1997-05-04,1998-03-04,56.263,8,9.939,2008-12-13,2009-08-09,-7.923,-0.681
usa_NC_0033_0059,26,46.200,7,17.538,1997-05-04,1998-03-04,35.825,8,16.260,2008-12-13,2009-11-05,-10.375,-0.892
usa_NC_0033_0060,26,63.867,6,9.096,1997-05-04,1998-03-04,52.300,8,13.737,2008-12-13,2009-11-05,-11.567,-0.995
usa_NC_0033_0061,26,49.217,6,6.797,1997-05-04,1998-03-04,47.400,10,14.968,2008-12-13,2009-11-05,-1.817,-0.156
usa_NC_0033_0062,26,48.617,6,8.522,1997-05-04,1998-03-04,47.656,9,17.600,2008-12-13,2009-11-05,-0.961,-0.083
usa_NC_0033_0064,27,40.300,6,6.085,1997-05-04,1998-03-04,50.100,9,14.505,2008-12-04,2009-11-05,9.800,0.843
usa_NC_0033_0065,27,43.550,6,6.169,1997-05-04,1998-03-04,56.600,10,12.821,2008-12-04,2009-11-05,13.050,1.122
usa_NC_0033_0066,27,40.100,6,6.864,1997-05-04,1998-03-04,59.989,9,14.422,2008-12-04,2009-10-20,19.889,1.710
usa_NC_0033_0067,27,36.950,6,6.628,1997-05-04,1998-03-04,65.633,9,17.516,2008-12-04,2009-10-20,28.683,2.466
usa_NC_0033_0068,27,33.467,6,6.002,1997-05-04,1998-03-04,62.622,9,18.835,2008-12-04,2009-10-20,29.156,2.507
usa_NC_0033_0069,27,33.300,6,4.154,1997-05-04,1998-03-04,67.062,8,18.468,2008-12-04,2009-10-20,33.762,2.903
usa_NC_0033_0070,27,25.667,6,6.580,1997-05-04,1998-03-04,59.170,10,18.262,2008-12-04,2009-10-20,33.503,2.881
usa_NC_0033_0071,27,26.200,6,7.930,1997-05-04,1998-03-04,58.833,9,19.317,2008-12-04,2009-10-20,32.633,2.806
usa_NC_0033_0072,27,20.883,6,8.137,1997-05-04,1998-03-04,53.400,8,20.985,2008-12-04,2009-08-17,32.517,2.796
usa_NC_0033_0073,27,13.614,7,10.061,1997-05-04,1998-03-04,52.171,7,23.699,2008-12-13,2009-08-17,38.557,3.315
usa_NC_0033_0074,28,14.525,8,8.834,1997-05-04,1998-03-04,47.643,7,22.096,2008-12-13,2009-08-09,33.118,2.848
usa_NC_0033_0075,28,16.987,8,9.673,1997-05-04,1998-03-04,48.362,8,18.241,2008-12-13,2009-11-05,31.375,2.698
usa_NC_0033_0076,28,17.550,8,10.342,1997-05-04,1998-03-04,46.000,8,17.490,2008-12-13,2009-11-05,28.450,2.446
usa_NC_0033_0077,28,21.212,8,10.473,1997-05-04,1998-03-04,48.475,8,18.308,2008-12-13,2009-11-05,27.263,2.344
usa_NC_0033_0078,28,24.463,8,9.685,1997-05-04,1998-03-04,55.125,8,16.462,2008-12-13,2009-11-05,30.662,2.636
usa_NC_0033_0079,28,25.025,8,10.461,1997-05-04,1998-03-04,52.875,8,16.037,2008-12-13,2009-11-05,27.850,2.395
usa_NC_0033_0080,28,18.350,8,11.174,1997-05-04,1998-03-04,45.913,8,16.361,2008-12-13,2009-11-05,27.563,2.370
usa_NC_0033_0081,28,17.150,8,10.260,1997-05-04,1998-03-04,51.778,9,18.876,2008-12-13,2009-11-05,34.628,2.977
usa_NC_0033_0082,28,22.212,8,10.140,1997-05-04,1998-03-04,56.588,8,18.304,2008-12-04,2009-11-05,34.375,2.956
usa_NC_0033_0083,28,24.050,8,11.271,1997-05-04,1998-03-04,62.856,9,16.035,2008-12-04,2009-11-05,38.806,3.337
usa_NC_0033_0084,29,19.000,8,10.664,1997-05-04,1998-03-04,59.378,9,13.754,2008-12-04,2009-11-05,40.378,3.472
usa_NC_0033_0085,29,22.571,7,10.262,1997-05-04,1998-03-04,64.040,10,13.958,2008-12-04,2009-11-05,41.469,3.566
usa_NC_0033_0086,29,12.600,7,8.503,1997-05-04,1998-03-04,54.633,9,15.027,2008-12-04,2009-10-20,42.033,3.614
usa_NC_0033_0087,29,3.400,7,9.276,1997-05-04,1998-03-04,40.312,8,13.345,2008-12-04,2009-10-20,36.913,3.174
usa_NC_0033_0088,29,13.971,7,9.130,1997-05-04,1998-03-04,48.963,8,11.265,2008-12-04,2009-10-20,34.991,3.009
usa_NC_0033_0089,29,17.371,7,8.513,1997-05-04,1998-03-04,48.633,9,11.943,2008-12-04,2009-10-20,31.262,2.688
usa_NC_0033_0090,29,19.043,7,10.926,1997-05-04,1998-03-04,47.550,10,11.374,2008-12-04,2009-10-20,28.507,2.451
usa_NC_0033_0091,29,15.643,7,10.816,1997-05-04,1998-03-04,39.300,8,13.610,2008-12-04,2009-08-17,23.657,2.034
usa_NC_0033_0092,29,14.400,7,10.676,1997-05-04,1998-03-04,39.600,8,16.714,2008-12-04,2009-08-17,25.200,2.167
usa_NC_0033_0093,29,22.786,7,12.280,1997-05-04,1998-03-04,47.914,7,19.351,2008-12-13,2009-08-17,25.129,2.161
usa_NC_0033_0094,30,24.371,7,11.847,1997-05-04,1998-03-04,46.188,8,15.576,2008-12-13,2009-11-05,21.816,1.876
usa_NC_0033_0095,30,36.929,7,9.420,1997-05-04,1998-03-04,59.488,8,16.746,2008-12-13,2009-11-05,22.559,1.940
usa_NC_0033_0096,30,27.786,7,6.073,1997-05-04,1998-03-04,55.838,8,17.028,2008-12-13,2009-11-05,28.052,2.412
usa_NC_0033_0097,30,35.400,7,5.071,1997-05-04,1998-03-04,61.133,9,14.203,2008-12-13,2009-11-05,25.733,2.213
usa_NC_0033_0098,30,22.843,7,3.777,1997-05-04,1998-03-04,53.888,8,15.409,2008-12-13,2009-11-05,31.045,2.669
usa_NC_0033_0099,30,28.343,7,4.125,1997-05-04,1998-03-04,61.750,8,13.903,2008-12-13,2009-11-05,33.407,2.872
usa_NC_0033_0100,30,29.200,7,5.753,1997-05-04,1998-03-04,63.778,9,13.489,2008-12-13,2009-11-05,34.578,2.973
usa_NC_0033_0101,30,26.014,7,6.787,1997-05-04,1998-03-04,62.325,8,12.434,2008-12-04,2009-11-05,36.311,3.122
usa_NC_0033_0102,30,15.487,8,8.447,1997-05-04,1998-03-04,62.550,10,13.217,2008-12-04,2009-11-05,47.063,4.047
usa_NC_0033_0103,30,14.125,8,8.214,1997-05-04,1998-03-04,60.870,10,12.642,2008-12-04,2009-11-05,46.745,4.019
usa_NC_0033_0104,31,25.938,8,4.551,1997-05-04,1998-03-04,75.418,11,11.372,2008-12-04,2009-11-05,49.481,4.254
usa_NC_0033_0105,31,21.212,8,6.436,1997-05-04,1998-03-04,72.130,10,10.248,2008-12-04,2009-10-20,50.918,4.378
usa_NC_0033_0106,31,19.725,8,6.692,1997-05-04,1998-03-04,68.189,9,11.782,2008-12-04,2009-10-20,48.464,4.167
usa_NC_0033_0107,31,27.025,8,8.250,1997-05-04,1998-03-04,76.910,10,11.254,2008-12-04,2009-10-20,49.885,4.289
usa_NC_0033_0108,31,33.212,8,7.780,1997-05-04,1998-03-04,84.244,9,11.964,2008-12-04,2009-10-20,51.032,4.388
usa_NC_0033_0109,31,34.112,8,11.759,1997-05-04,1998-03-04,85.091,11,10.889,2008-12-04,2009-10-20,50.978,4.383
usa_NC_0033_0110,31,27.762,8,8.864,1997-05-04,1998-03-04,70.010,10,12.049,2008-12-04,2009-10-20,42.248,3.633
usa_NC_0033_0111,31,22.371,7,6.268,1997-05-04,1998-03-04,68.911,9,9.997,2008-12-04,2009-08-26,46.540,4.002
usa_NC_0033_0112,31,29.200,7,9.199,1997-05-04,1998-03-04,72.086,7,10.658,2008-12-13,2009-08-17,42.886,3.687
usa_NC_0033_0113,31,31.917,6,2.923,1997-05-04,1998-03-04,67.786,7,12.212,2008-12-13,2009-08-09,35.869,3.084
usa_NC_0033_0114,31,35.683,6,3.304,1997-05-04,1998-03-04,67.400,8,13.138,2008-12-13,2009-11-05,31.717,2.727
usa_NC_0033_0115,32,33.400,6,3.819,1997-05-04,1998-03-04,65.262,8,12.047,2008-12-13,2009-11-05,31.862,2.740
usa_NC_0033_0116,32,30.657,7,5.689,1997-05-04,1998-03-04,59.400,8,11.963,2008-12-13,2009-11-05,28.743,2.471
usa_NC_0033_0117,32,37.225,8,4.663,1997-05-04,1998-03-04,61.600,8,12.766,2008-12-13,2009-11-05,24.375,2.096
usa_NC_0033_0118,32,44.963,8,6.071,1997-05-04,1998-03-04,65.388,8,13.831,2008-12-13,2009-11-05,20.425,1.756
usa_NC_0033_0119,32,54.162,8,5.764,1997-05-04,1998-03-04,71.344,9,15.112,2008-12-13,2009-11-05,17.182,1.477
usa_NC_0033_0120,32,55.862,8,6.542,1997-05-04,1998-03-04,68.900,10,14.806,2008-12-13,2009-11-05,13.037,1.121
usa_NC_0033_0121,32,51.625,8,4.727,1997-05-04,1998-03-04,66.980,10,12.899,2008-12-04,2009-11-05,15.355,1.320
usa_NC_0033_0122,32,49.450,8,7.346,1997-05-04,1998-03-04,64.240,10,12.377,2008-12-04,2009-11-05,14.790,1.272
usa_NC_0033_0123,32,61.125,8,6.161,1997-05-04,1998-03-04,72.770,10,12.942,2008-12-04,2009-11-05,11.645,1.001
usa_NC_0033_0124,32,69.875,8,5.614,1997-05-04,1998-03-04,76.236,11,11.910,2008-12-04,2009-11-05,6.361,0.547
usa_NC_0033_0125,33,95.000,8,5.080,1997-05-04,1998-03-04,103.150,10,8.689,2008-12-04,2009-10-20,8.150,0.701
usa_NC_0033_0126,33,114.812,8,6.532,1997-05-04,1998-03-04,124.000,9,10.812,2008-12-04,2009-10-20,9.188,0.790
usa_NC_0033_0127,33,68.162,8,6.248,1997-05-04,1998-03-04,80.544,9,12.719,2008-12-04,2009-10-20,12.382,1.065
usa_NC_0033_0128,33,57.562,8,6.023,1997-05-04,1998-03-04,68.564,11,13.814,2008-12-04,2009-10-20,11.001,0.946
usa_NC_0033_0129,33,49.525,8,7.522,1997-05-04,1998-03-04,61.382,11,13.505,2008-12-04,2009-10-20,11.857,1.019
usa_NC_0033_0130,33,50.112,8,9.971,1997-05-04,1998-03-04,61.150,10,15.034,2008-12-04,2009-10-20,11.038,0.949
usa_NC_0033_0131,33,54.750,8,8.812,1997-05-04,1998-03-04,64.325,8,17.530,2008-12-04,2009-08-17,9.575,0.823
usa_NC_0033_0132,33,57.412,8,8.411,1997-05-04,1998-03-04,62.771,7,20.525,2008-12-13,2009-08-17,5.359,0.461
usa_NC_0033_0133,33,58.788,8,9.787,1997-05-04,1998-03-04,57.000,8,18.689,2008-12-13,2009-11-05,-1.788,-0.154
usa_NC_0033_0134,33,59.288,8,12.207,1997-05-04,1998-03-04,57.125,8,17.805,2008-12-13,2009-11-05,-2.163,-0.186
usa_NC_0033_0135,33,52.300,8,11.307,1997-05-04,1998-03-04,48.750,8,14.836,2008-12-13,2009-11-05,-3.550,-0.305
usa_NC_0033_0136,34,53.438,8,8.960,1997-05-04,1998-03-04,46.844,9,11.435,2008-12-13,2009-11-05,-6.593,-0.567
usa_NC_0033_0137,34,58.786,7,6.980,1997-05-04,1998-03-04,51.438,8,10.440,2008-12-13,2009-11-05,-7.348,-0.632
usa_NC_0033_0138,34,59.086,7,9.168,1997-05-04,1998-03-04,49.125,8,11.441,2008-12-13,2009-11-05,-9.961,-0.856
usa_NC_0033_0139,34,58.357,7,10.352,1997-05-04,1998-03-04,51.350,10,11.678,2008-12-13,2009-11-05,-7.007,-0.602
usa_NC_0033_0140,34,58.600,7,10.724,1997-05-04,1998-03-04,53.133,9,11.335,2008-12-13,2009-11-05,-5.467,-0.470
usa_NC_0033_0141,34,63.029,7,10.196,1997-05-04,1998-03-04,56.556,9,12.395,2008-12-04,2009-11-05,-6.473,-0.557
usa_NC_0033_0142,34,60.543,7,11.469,1997-05-04,1998-03-04,54.270,10,11.529,2008-12-04,2009-11-05,-6.273,-0.539
usa_NC_0033_0143,34,62.214,7,17.072,1997-05-04,1998-03-04,49.720,10,12.092,2008-12-04,2009-11-05,-12.494,-1.074
usa_NC_0033_0144,34,54.633,6,7.016,1997-05-04,1998-03-04,46.310,10,12.199,2008-12-04,2009-10-20,-8.323,-0.716
usa_NC_0033_0145,34,55.250,6,5.735,1997-05-04,1998-03-04,44.260,10,13.543,2008-12-04,2009-10-20,-10.990,-0.945
usa_NC_0033_0146,35,53.183,6,7.289,1997-05-04,1998-03-04,40.700,9,14.531,2008-12-04,2009-10-20,-12.483,-1.073
usa_NC_0033_0147,35,57.117,6,8.566,1997-05-04,1998-03-04,46.144,9,11.930,2008-12-04,2009-10-20,-10.972,-0.943
usa_NC_0033_0148,35,67.443,7,9.587,1997-05-04,1998-03-04,51.245,11,9.232,2008-12-04,2009-10-20,-16.197,-1.393
usa_NC_0033_0149,35,69.186,7,9.589,1997-05-04,1998-03-04,52.620,10,8.145,2008-12-04,2009-10-20,-16.566,-1.424
usa_NC_0033_0150,35,71.343,7,8.491,1997-05-04,1998-03-04,51.267,9,5.898,2008-12-04,2009-08-26,-20.076,-1.726
usa_NC_0033_0151,35,71.186,7,8.287,1997-05-04,1998-03-04,47.737,8,6.887,2008-12-04,2009-08-17,-23.448,-2.016
usa_NC_0033_0152,35,66.986,7,8.125,1997-05-04,1998-03-04,41.525,8,9.734,2008-12-13,2009-08-17,-25.461,-2.189
usa_NC_0033_0153,35,67.729,7,7.187,1997-05-04,1998-03-04,28.500,8,15.060,2008-12-13,2009-11-05,-39.229,-3.373
usa_NC_0033_0154,35,64.586,7,4.372,1997-05-04,1998-03-04,21.113,8,15.912,2008-12-13,2009-11-05,-43.473,-3.738
usa_NC_0033_0155,35,63.843,7,7.427,1997-05-04,1998-03-04,20.362,8,15.643,2008-12-13,2009-11-05,-43.480,-3.739
usa_NC_0033_0156,35,64.243,7,8.467,1997-05-04,1998-03-04,20.625,8,14.959,2008-12-13,2009-11-05,-43.618,-3.750
usa_NC_0033_0157,36,65.386,7,6.757,1997-05-04,1998-03-04,15.925,8,15.942,2008-12-13,2009-11-05,-49.461,-4.253
usa_NC_0033_0158,36,62.800,7,6.780,1997-05-04,1998-03-04,17.512,8,20.064,2008-12-13,2009-11-05,-45.287,-3.894
usa_NC_0033_0159,36,65.150,6,3.475,1997-05-04,1998-03-04,17.500,10,18.555,2008-12-13,2009-11-05,-47.650,-4.097
usa_NC_0033_0160,36,66.533,6,5.347,1997-05-04,1998-03-04,19.750,8,18.721,2009-02-06,2009-11-05,-46.783,-4.023
usa_NC_0033_0161,36,66.833,6,8.898,1997-05-04,1998-03-04,25.160,10,15.396,2008-12-04,2009-11-05,-41.673,-3.583
usa_NC_0033_0162,36,58.233,6,9.334,1997-05-04,1998-03-04,21.490,10,15.327,2008-12-04,2009-11-05,-36.743,-3.159
usa_NC_0033_0163,36,60.683,6,7.981,1997-05-04,1998-03-04,26.445,11,14.316,2008-12-04,2009-11-05,-34.238,-2.944
usa_NC_0033_0164,36,56.257,7,7.003,1997-05-04,1998-03-04,27.090,10,12.848,2008-12-04,2009-10-20,-29.167,-2.508
usa_NC_0033_0165,36,54.771,7,7.810,1997-05-04,1998-03-04,26.689,9,12.122,2008-12-04,2009-10-20,-28.083,-2.415
usa_NC_0033_0166,36,53.400,8,7.812,1997-05-04,1998-03-04,27.830,10,11.202,2008-12-04,2009-10-20,-25.570,-2.199
usa_NC_0033_0167,37,52.638,8,5.705,1997-05-04,1998-03-04,27.950,10,9.300,2008-12-04,2009-10-20,-24.688,-2.123
usa_NC_0033_0168,37,48.225,8,5.681,1997-05-04,1998-03-04,25.109,11,9.242,2008-12-04,2009-10-20,-23.116,-1.988
usa_NC_0033_0169,37,45.925,8,6.981,1997-05-04,1998-03-04,24.240,10,9.258,2008-12-04,2009-10-20,-21.685,-1.865
usa_NC_0033_0170,37,47.950,8,6.277,1997-05-04,1998-03-04,23.689,9,7.593,2008-12-04,2009-08-26,-24.261,-2.086
usa_NC_0033_0171,37,45.514,7,5.524,1997-05-04,1998-03-04,21.071,7,10.162,2008-12-13,2009-08-17,-24.443,-2.102
usa_NC_0033_0172,37,47.817,6,5.389,1997-05-04,1998-03-04,23.371,7,10.643,2008-12-13,2009-08-09,-24.445,-2.102
usa_NC_0033_0173,37,50.133,6,4.184,1997-05-04,1998-03-04,24.462,8,9.478,2008-12-13,2009-11-05,-25.671,-2.207
usa_NC_0033_0174,37,55.867,6,4.011,1997-05-04,1998-03-04,30.325,8,9.138,2008-12-13,2009-11-05,-25.542,-2.196
usa_NC_0033_0175,37,47.983,6,5.022,1997-05-04,1998-03-04,27.000,8,9.179,2008-12-13,2009-11-05,-20.983,-1.804
usa_NC_0033_0176,37,61.583,6,5.022,1997-05-04,1998-03-04,42.688,8,9.545,2008-12-13,2009-11-05,-18.896,-1.625
usa_NC_0033_0177,37,49.543,7,4.473,1997-05-04,1998-03-04,31.612,8,10.597,2008-12-13,2009-11-05,-17.930,-1.542
usa_NC_0033_0178,38,46.814,7,2.356,1997-05-04,1998-03-04,34.688,8,14.135,2008-12-13,2009-11-05,-12.127,-1.043
usa_NC_0033_0179,38,48.000,8,8.602,1997-05-04,1998-03-04,39.270,10,14.721,2008-12-13,2009-11-05,-8.730,-0.751
usa_NC_0033_0180,38,51.200,8,12.308,1997-05-04,1998-03-04,44.622,9,15.288,2008-12-04,2009-11-05,-6.578,-0.566
usa_NC_0033_0181,38,52.087,8,12.471,1997-05-04,1998-03-04,50.890,10,12.671,2008-12-04,2009-11-05,-1.198,-0.103
usa_NC_0033_0182,38,52.675,8,11.169,1997-05-04,1998-03-04,56.930,10,13.776,2008-12-04,2009-11-05,4.255,0.366
usa_NC_0033_0183,38,47.171,7,9.507,1997-05-04,1998-03-04,55.655,11,15.501,2008-12-04,2009-11-05,8.483,0.729
usa_NC_0033_0184,38,44.786,7,7.851,1997-05-04,1998-03-04,63.240,10,12.448,2008-12-04,2009-10-20,18.454,1.587
usa_NC_0033_0185,38,40.386,7,12.824,1997-05-04,1998-03-04,65.344,9,11.089,2008-12-04,2009-10-20,24.959,2.146
usa_NC_0033_0186,38,41.571,7,9.190,1997-05-04,1998-03-04,66.230,10,9.949,2008-12-04,2009-10-20,24.659,2.120
usa_NC_0033_0187,38,36.400,6,11.721,1997-05-04,1998-03-04,65.844,9,7.159,2008-12-04,2009-10-20,29.444,2.532
usa_NC_0033_0188,39,33.750,6,12.120,1997-05-04,1998-03-04,67.500,11,6.347,2008-12-04,2009-10-20,33.750,2.902
usa_NC_0033_0189,39,37.033,6,8.024,1997-05-04,1998-03-04,67.130,10,4.223,2008-12-04,2009-10-20,30.097,2.588
usa_NC_0033_0190,39,39.650,6,7.552,1997-05-04,1998-03-04,64.700,9,6.588,2008-12-04,2009-08-26,25.050,2.154
usa_NC_0033_0191,39,42.100,6,7.501,1997-05-04,1998-03-04,65.500,7,7.279,2008-12-13,2009-08-17,23.400,2.012
usa_NC_0033_0192,39,44.550,6,6.970,1997-05-04,1998-03-04,63.643,7,11.203,2008-12-13,2009-08-09,19.093,1.642
usa_NC_0033_0193,39,49.600,6,9.192,1997-05-04,1998-03-04,61.587,8,12.332,2008-12-13,2009-11-05,11.987,1.031
usa_NC_0033_0194,39,48.483,6,10.219,1997-05-04,1998-03-04,56.650,8,14.482,2008-12-13,2009-11-05,8.167,0.702
usa_NC_0033_0195,39,47.950,6,9.743,1997-05-04,1998-03-04,56.188,8,15.486,2008-12-13,2009-11-05,8.238,0.708
usa_NC_0033_0196,39,38.014,7,16.990,1997-05-04,1998-03-04,53.800,8,17.278,2008-12-13,2009-11-05,15.786,1.357
usa_NC_0033_0197,39,40.500,7,16.594,1997-05-04,1998-03-04,55.025,8,16.121,2008-12-13,2009-11-05,14.525,1.249
