transect_id,domain_number,lrr_m_yr,unc_m_yr,r_squared,n_obs,start_date,end_date,position_start_m,n_start,position_end_m,n_end,projected_change_m,projected_unc_m,observed_change_m,observed_minus_projected_m,window,lrr_window,span_years
usa_NC_0032_0167,16,1.0583,0.1557,0.2557,521,1996-01-26,2024-12-08,34.9538,13,45.8176,17,14.8162,2.1798,10.8638,-3.9524,1996_2010,1996_2024,14
usa_NC_0032_0168,16,1.0589,0.1582,0.2494,522,1996-01-26,2024-12-08,37.0769,13,49.5687,16,14.8246,2.2148,12.4918,-2.3328,1996_2010,1996_2024,14
usa_NC_0032_0169,16,1.0421,0.1631,0.2322,523,1996-01-26,2024-12-08,32.7385,13,45.1750,16,14.5894,2.2834,12.4365,-2.1529,1996_2010,1996_2024,14
usa_NC_0032_0170,16,1.0004,0.1652,0.2132,524,1996-02-11,2024-12-08,32.4583,12,46.7125,16,14.0056,2.3128,14.2542,0.2486,1996_2010,1996_2024,14
usa_NC_0032_0171,16,1.0037,0.1673,0.2093,527,1996-02-11,2024-12-08,31.0000,12,51.1313,16,14.0518,2.3422,20.1313,6.0795,1996_2010,1996_2024,14
usa_NC_0032_0172,16,0.9761,0.1695,0.1969,524,1996-02-11,2024-12-08,31.0833,12,53.4333,15,13.6654,2.3730,22.3500,8.6846,1996_2010,1996_2024,14
usa_NC_0032_0173,16,0.9905,0.1670,0.2070,522,1996-02-11,2024-12-08,30.0500,12,51.7077,13,13.8670,2.3380,21.6577,7.7907,1996_2010,1996_2024,14
usa_NC_0032_0174,16,1.0262,0.1694,0.2143,521,1996-02-11,2024-12-08,29.5667,12,53.8000,13,14.3668,2.3716,24.2333,9.8665,1996_2010,1996_2024,14
usa_NC_0032_0175,16,1.0721,0.1739,0.2231,513,1996-02-11,2024-12-08,32.9091,11,56.8538,13,15.0094,2.4346,23.9448,8.9354,1996_2010,1996_2024,14
usa_NC_0032_0176,17,1.0812,0.1729,0.2301,507,1996-02-11,2024-12-08,27.9333,12,58.6083,12,15.1368,2.4206,30.6750,15.5382,1996_2010,1996_2024,14
usa_NC_0032_0177,17,1.1554,0.1696,0.2592,514,1996-02-11,2024-12-08,20.7000,12,48.4429,14,16.1756,2.3744,27.7429,11.5673,1996_2010,1996_2024,14
usa_NC_0032_0178,17,1.2264,0.1711,0.2824,506,1996-02-11,2024-12-08,34.9500,12,59.3538,13,17.1696,2.3954,24.4038,7.2342,1996_2010,1996_2024,14
usa_NC_0032_0179,17,1.2362,0.1739,0.2743,518,1996-02-11,2024-12-08,22.2167,12,45.3462,13,17.3068,2.4346,23.1295,5.8227,1996_2010,1996_2024,14
usa_NC_0032_0180,17,1.2732,0.1707,0.2948,516,1996-01-26,2024-12-08,22.1385,13,39.1250,12,17.8248,2.3898,16.9865,-0.8383,1996_2010,1996_2024,14
usa_NC_0032_0181,17,1.3988,0.1680,0.3474,505,1996-01-26,2024-12-08,26.1615,13,41.7643,14,19.5832,2.3520,15.6027,-3.9805,1996_2010,1996_2024,14
usa_NC_0032_0182,17,1.3794,0.1640,0.3497,510,1996-01-26,2024-12-08,27.0923,13,43.2200,15,19.3116,2.2960,16.1277,-3.1839,1996_2010,1996_2024,14
usa_NC_0032_0183,17,1.3881,0.1590,0.3655,513,1996-01-26,2024-12-08,31.5538,13,47.6000,15,19.4334,2.2260,16.0462,-3.3872,1996_2010,1996_2024,14
usa_NC_0032_0184,17,1.4305,0.1602,0.3759,513,1996-01-26,2024-12-08,28.8000,13,45.7067,15,20.0270,2.2428,16.9067,-3.1203,1996_2010,1996_2024,14
usa_NC_0032_0185,17,1.5065,0.1533,0.4223,512,1996-01-26,2024-12-08,25.6083,12,43.9800,15,21.0910,2.1462,18.3717,-2.7193,1996_2010,1996_2024,14
usa_NC_0032_0186,18,1.5224,0.1483,0.4389,522,1996-01-26,2024-12-08,28.6167,12,45.0941,17,21.3136,2.0762,16.4775,-4.8361,1996_2010,1996_2024,14
usa_NC_0032_0187,18,1.5470,0.1506,0.4441,512,1996-01-26,2024-12-08,28.5833,12,44.5812,16,21.6580,2.1084,15.9979,-5.6601,1996_2010,1996_2024,14
usa_NC_0032_0188,18,1.5558,0.1465,0.4562,521,1996-01-26,2024-12-08,29.8615,13,42.2500,16,21.7812,2.0510,12.3885,-9.3927,1996_2010,1996_2024,14
usa_NC_0032_0189,18,1.5632,0.1450,0.4637,521,1996-01-26,2024-12-08,23.6846,13,35.7467,15,21.8848,2.0300,12.0621,-9.8227,1996_2010,1996_2024,14
usa_NC_0032_0190,18,1.6347,0.1516,0.4677,513,1996-01-26,2024-12-08,22.1000,13,36.6267,15,22.8858,2.1224,14.5267,-8.3591,1996_2010,1996_2024,14
usa_NC_0032_0191,18,1.7194,0.1571,0.4756,512,1996-01-26,2024-12-08,20.9692,13,37.5214,14,24.0716,2.1994,16.5522,-7.5194,1996_2010,1996_2024,14
usa_NC_0032_0192,18,1.7764,0.1573,0.4897,515,1996-01-26,2024-12-08,14.5615,13,30.1333,12,24.8696,2.2022,15.5718,-9.2978,1996_2010,1996_2024,14
usa_NC_0032_0193,18,1.8304,0.1635,0.4843,517,1996-01-26,2024-12-08,32.4385,13,48.0500,12,25.6256,2.2890,15.6115,-10.0141,1996_2010,1996_2024,14
usa_NC_0032_0194,18,1.8328,0.1632,0.4875,514,1996-01-26,2024-12-08,37.1154,13,54.6692,13,25.6592,2.2848,17.5538,-8.1054,1996_2010,1996_2024,14
usa_NC_0032_0195,18,1.7961,0.1559,0.5026,509,1996-01-26,2024-12-08,34.9385,13,53.3462,13,25.1454,2.1826,18.4077,-6.7377,1996_2010,1996_2024,14
usa_NC_0032_0196,19,1.7830,0.1559,0.5015,504,1996-01-26,2024-12-08,27.1385,13,47.3071,14,24.9620,2.1826,20.1687,-4.7933,1996_2010,1996_2024,14
usa_NC_0032_0197,19,1.7918,0.1511,0.5165,510,1996-01-26,2024-12-08,36.3667,12,58.1000,13,25.0852,2.1154,21.7333,-3.3519,1996_2010,1996_2024,14
usa_NC_0032_0198,19,1.7854,0.1462,0.5313,510,1996-01-26,2024-12-08,27.4167,12,46.1462,13,24.9956,2.0468,18.7295,-6.2661,1996_2010,1996_2024,14
usa_NC_0032_0199,19,1.8278,0.1471,0.5394,511,1996-01-26,2024-12-08,16.6250,12,34.8333,12,25.5892,2.0594,18.2083,-7.3809,1996_2010,1996_2024,14
usa_NC_0032_0200,19,1.8615,0.1424,0.5663,507,1996-01-26,2024-12-08,5.1083,12,22.2462,13,26.0610,1.9936,17.1378,-8.9232,1996_2010,1996_2024,14
usa_NC_0032_0201,19,1.8865,0.1403,0.5771,513,1996-01-26,2024-12-08,10.9250,12,30.4000,15,26.4110,1.9642,19.4750,-6.9360,1996_2010,1996_2024,14
usa_NC_0032_0202,19,1.9177,0.1339,0.6090,510,1996-01-26,2024-12-08,3.6333,12,25.6600,15,26.8478,1.8746,22.0267,-4.8211,1996_2010,1996_2024,14
usa_NC_0032_0203,19,1.8719,0.1336,0.5941,520,1996-01-26,2024-12-08,3.9917,12,24.1467,15,26.2066,1.8704,20.1550,-6.0516,1996_2010,1996_2024,14
usa_NC_0032_0204,19,1.8128,0.1311,0.5885,518,1996-01-26,2024-12-08,0.6333,12,19.7667,15,25.3792,1.8354,19.1333,-6.2459,1996_2010,1996_2024,14
usa_NC_0032_0205,19,1.7961,0.1338,0.5751,516,1996-01-26,2024-12-08,6.6583,12,24.5333,15,25.1454,1.8732,17.8750,-7.2704,1996_2010,1996_2024,14
usa_NC_0032_0206,20,1.7760,0.1357,0.5652,511,1996-01-26,2024-12-08,26.2833,12,37.2313,16,24.8640,1.8998,10.9479,-13.9161,1996_2010,1996_2024,14
usa_NC_0032_0207,20,1.6417,0.1398,0.5074,519,1996-01-26,2024-12-08,14.5083,12,20.9235,17,22.9838,1.9572,6.4152,-16.5686,1996_2010,1996_2024,14
usa_NC_0032_0208,20,1.6067,0.1475,0.4696,519,1996-01-26,2024-12-08,20.1385,13,21.4500,16,22.4938,2.0650,1.3115,-21.1823,1996_2010,1996_2024,14
usa_NC_0032_0209,20,1.4632,0.1484,0.4235,513,1996-01-26,2024-12-08,30.8417,12,27.3688,16,20.4848,2.0776,-3.4729,-23.9577,1996_2010,1996_2024,14
usa_NC_0032_0210,20,1.2432,0.1469,0.3489,518,1996-01-26,2024-12-08,47.5750,12,38.6625,16,17.4048,2.0566,-8.9125,-26.3173,1996_2010,1996_2024,14
usa_NC_0032_0211,20,1.1319,0.1533,0.2947,506,1996-01-26,2024-12-08,37.2250,12,22.9333,12,15.8466,2.1462,-14.2917,-30.1383,1996_2010,1996_2024,14
usa_NC_0032_0212,20,1.0137,0.1546,0.2459,511,1996-01-26,2024-12-08,55.1167,12,38.4615,13,14.1918,2.1644,-16.6551,-30.8469,1996_2010,1996_2024,14
usa_NC_0032_0213,20,0.8234,0.1565,0.1732,512,1996-01-26,2024-12-08,54.1250,12,37.6462,13,11.5276,2.1910,-16.4788,-28.0064,1996_2010,1996_2024,14
usa_NC_0032_0214,20,0.7027,0.1611,0.1267,508,1996-01-26,2024-12-08,83.6500,12,66.0615,13,9.8378,2.2554,-17.5885,-27.4263,1996_2010,1996_2024,14
usa_NC_0033_0001,20,0.5696,0.1543,0.0898,535,1996-02-11,2024-12-08,58.0917,12,34.3500,14,7.9744,2.1602,-23.7417,-31.7161,1996_2010,1996_2024,14
usa_NC_0033_0002,21,0.4645,0.1517,0.0626,544,1996-02-11,2024-12-08,51.7833,12,30.3071,14,6.5030,2.1238,-21.4762,-27.9792,1996_2010,1996_2024,14
usa_NC_0033_0003,21,0.3600,0.1511,0.0393,538,1996-02-11,2024-12-08,40.9333,12,20.3538,13,5.0400,2.1154,-20.5795,-25.6195,1996_2010,1996_2024,14
usa_NC_0033_0004,21,0.2035,0.1515,0.0128,538,1996-02-11,2024-12-08,36.1750,12,16.5308,13,2.8490,2.1210,-19.6442,-22.4932,1996_2010,1996_2024,14
usa_NC_0033_0005,21,0.1458,0.1534,0.0064,545,1996-02-11,2024-12-08,38.0231,13,23.5643,14,2.0412,2.1476,-14.4588,-16.5000,1996_2010,1996_2024,14
usa_NC_0033_0006,21,0.0190,0.1585,0.0001,550,1996-02-11,2024-12-08,34.5077,13,24.7938,16,0.2660,2.2190,-9.7139,-9.9799,1996_2010,1996_2024,14
usa_NC_0033_0007,21,-0.1069,0.1539,0.0033,556,1996-02-11,2024-12-08,34.3077,13,26.6187,16,-1.4966,2.1546,-7.6889,-6.1923,1996_2010,1996_2024,14
usa_NC_0033_0008,21,-0.1445,0.1473,0.0066,564,1996-02-11,2024-12-08,37.3769,13,30.7125,16,-2.0230,2.0622,-6.6644,-4.6414,1996_2010,1996_2024,14
usa_NC_0033_0009,21,-0.1897,0.1443,0.0117,565,1996-02-11,2024-12-08,40.6231,13,35.8471,17,-2.6558,2.0202,-4.7760,-2.1202,1996_2010,1996_2024,14
usa_NC_0033_0010,21,-0.3011,0.1408,0.0302,568,1996-02-11,2024-12-08,41.9308,13,39.3625,16,-4.2154,1.9712,-2.5683,1.6471,1996_2010,1996_2024,14
usa_NC_0033_0011,21,-0.4006,0.1382,0.0546,564,1996-02-11,2024-12-08,37.6462,13,36.7263,19,-5.6084,1.9348,-0.9198,4.6886,1996_2010,1996_2024,14
usa_NC_0033_0012,21,-0.5235,0.1397,0.0879,564,1996-02-11,2024-12-08,37.1615,13,39.7333,18,-7.3290,1.9558,2.5718,9.9008,1996_2010,1996_2024,14
usa_NC_0033_0013,22,-0.5734,0.1410,0.1019,564,1996-02-11,2024-12-08,37.9769,13,39.6444,18,-8.0276,1.9740,1.6675,9.6951,1996_2010,1996_2024,14
usa_NC_0033_0014,22,-0.6615,0.1373,0.1371,566,1996-02-11,2024-12-08,43.5077,13,43.2611,18,-9.2610,1.9222,-0.2466,9.0144,1996_2010,1996_2024,14
usa_NC_0033_0015,22,-0.6748,0.1371,0.1426,564,1996-02-11,2024-12-08,44.9231,13,45.7833,18,-9.4472,1.9194,0.8603,10.3075,1996_2010,1996_2024,14
usa_NC_0033_0016,22,-0.6818,0.1414,0.1385,560,1996-02-11,2024-12-08,44.9308,13,40.6643,14,-9.5452,1.9796,-4.2665,5.2787,1996_2010,1996_2024,14
usa_NC_0033_0017,22,-0.7371,0.1433,0.1562,554,1996-02-11,2024-12-08,48.3077,13,42.1000,14,-10.3194,2.0062,-6.2077,4.1117,1996_2010,1996_2024,14
usa_NC_0033_0018,22,-0.8121,0.1466,0.1766,554,1996-02-11,2024-12-08,49.4846,13,40.6500,14,-11.3694,2.0524,-8.8346,2.5348,1996_2010,1996_2024,14
usa_NC_0033_0019,22,-0.9038,0.1414,0.2243,547,1996-02-11,2024-12-08,48.9769,13,37.7500,12,-12.6532,1.9796,-11.2269,1.4263,1996_2010,1996_2024,14
usa_NC_0033_0020,22,-1.0243,0.1424,0.2673,549,1996-02-11,2024-12-08,50.9615,13,38.1538,13,-14.3402,1.9936,-12.8077,1.5325,1996_2010,1996_2024,14
usa_NC_0033_0021,22,-1.1127,0.1466,0.2894,548,1996-02-11,2024-12-08,52.1385,13,43.5700,10,-15.5778,2.0524,-8.5685,7.0093,1996_2010,1996_2024,14
usa_NC_0033_0022,22,-1.2453,0.1492,0.3264,557,1996-02-11,2024-12-08,56.7154,13,42.9167,12,-17.4342,2.0888,-13.7987,3.6355,1996_2010,1996_2024,14
usa_NC_0033_0023,23,-1.3887,0.1572,0.3539,552,1996-02-11,2024-12-08,65.0846,13,48.4417,12,-19.4418,2.2008,-16.6429,2.7989,1996_2010,1996_2024,14
usa_NC_0033_0024,23,-1.4527,0.1575,0.3725,555,1996-02-11,2024-12-08,71.8538,13,54.7385,13,-20.3378,2.2050,-17.1154,3.2224,1996_2010,1996_2024,14
usa_NC_0033_0025,23,-1.5489,0.1557,0.4050,563,1996-02-11,2024-12-08,76.4538,13,59.9812,16,-21.6846,2.1798,-16.4726,5.2120,1996_2010,1996_2024,14
usa_NC_0033_0026,23,-1.7171,0.1603,0.4371,572,1996-02-11,2024-12-08,77.7385,13,60.4500,18,-24.0394,2.2442,-17.2885,6.7509,1996_2010,1996_2024,14
usa_NC_0033_0027,23,-1.8682,0.1641,0.4628,582,1996-02-11,2024-12-08,78.6923,13,61.2444,18,-26.1548,2.2974,-17.4479,8.7069,1996_2010,1996_2024,14
usa_NC_0033_0028,23,-1.9633,0.1636,0.4887,583,1996-02-11,2024-12-08,79.2077,13,63.0944,18,-27.4862,2.2904,-16.1132,11.3730,1996_2010,1996_2024,14
usa_NC_0033_0029,23,-2.0845,0.1641,0.5177,582,1996-02-11,2024-12-08,102.5154,13,87.5474,19,-29.1830,2.2974,-14.9680,14.2150,1996_2010,1996_2024,14
usa_NC_0033_0030,23,-2.1285,0.1730,0.4992,588,1996-02-11,2024-12-08,97.5923,13,81.4286,21,-29.7990,2.4220,-16.1637,13.6353,1996_2010,1996_2024,14
usa_NC_0033_0031,23,-2.1869,0.1779,0.4995,586,1996-02-11,2024-12-08,96.3615,13,74.8000,21,-30.6166,2.4906,-21.5615,9.0551,1996_2010,1996_2024,14
usa_NC_0033_0032,23,-2.2929,0.1771,0.5241,589,1996-02-11,2024-12-08,99.1692,13,72.1429,21,-32.1006,2.4794,-27.0264,5.0742,1996_2010,1996_2024,14
usa_NC_0033_0033,24,-2.3120,0.1821,0.5130,592,1996-02-11,2024-12-08,99.8000,13,67.5762,21,-32.3680,2.5494,-32.2238,0.1442,1996_2010,1996_2024,14
usa_NC_0033_0034,24,-2.2995,0.1870,0.4992,587,1996-02-11,2024-12-08,93.9462,13,58.1571,21,-32.1930,2.6180,-35.7890,-3.5960,1996_2010,1996_2024,14
usa_NC_0033_0035,24,-2.3076,0.1895,0.4945,587,1996-02-11,2024-12-08,93.9308,13,54.8842,19,-32.3064,2.6530,-39.0466,-6.7402,1996_2010,1996_2024,14
usa_NC_0033_0036,24,-2.2565,0.1930,0.4778,578,1996-02-11,2024-12-08,93.8231,13,53.5059,17,-31.5910,2.7020,-40.3172,-8.7262,1996_2010,1996_2024,14
usa_NC_0033_0037,24,-2.2630,0.1978,0.4698,572,1996-02-11,2024-12-08,95.8769,13,53.0000,15,-31.6820,2.7692,-42.8769,-11.1949,1996_2010,1996_2024,14
usa_NC_0033_0038,24,-2.2624,0.2011,0.4645,565,1996-02-11,2024-12-08,97.2538,13,54.3312,16,-31.6736,2.8154,-42.9226,-11.2490,1996_2010,1996_2024,14
usa_NC_0033_0039,24,-2.2079,0.2016,0.4516,564,1996-02-11,2024-12-08,84.7615,13,42.4000,16,-30.9106,2.8224,-42.3615,-11.4509,1996_2010,1996_2024,14
usa_NC_0033_0040,24,-2.2615,0.1974,0.4731,566,1996-02-11,2024-12-08,88.5846,13,46.3400,15,-31.6610,2.7636,-42.2446,-10.5836,1996_2010,1996_2024,14
usa_NC_0033_0041,24,-2.2749,0.1924,0.4863,572,1996-02-11,2024-12-08,84.6000,13,39.7200,15,-31.8486,2.6936,-44.8800,-13.0314,1996_2010,1996_2024,14
usa_NC_0033_0042,24,-2.2817,0.1865,0.5011,577,1996-02-11,2024-12-08,97.8769,13,49.9429,14,-31.9438,2.6110,-47.9341,-15.9903,1996_2010,1996_2024,14
usa_NC_0033_0043,25,-2.3065,0.1852,0.5152,565,1996-02-11,2024-12-08,91.4154,13,41.9067,15,-32.2910,2.5928,-49.5087,-17.2177,1996_2010,1996_2024,14
usa_NC_0033_0044,25,-2.3557,0.1790,0.5401,571,1996-02-11,2024-12-08,102.4077,13,50.7632,19,-32.9798,2.5060,-51.6445,-18.6647,1996_2010,1996_2024,14
usa_NC_0033_0045,25,-2.4261,0.1859,0.5307,583,1996-02-11,2024-12-08,95.6000,13,43.6857,21,-33.9654,2.6026,-51.9143,-17.9489,1996_2010,1996_2024,14
usa_NC_0033_0046,25,-2.4944,0.1897,0.5331,586,1996-02-11,2024-12-08,100.3308,13,46.5000,21,-34.9216,2.6558,-53.8308,-18.9092,1996_2010,1996_2024,14
usa_NC_0033_0047,25,-2.5621,0.1908,0.5428,588,1996-02-11,2024-12-08,100.3154,13,45.6762,21,-35.8694,2.6712,-54.6392,-18.7698,1996_2010,1996_2024,14
usa_NC_0033_0048,25,-2.6025,0.1912,0.5473,593,1996-02-11,2024-12-08,100.7538,13,46.0818,22,-36.4350,2.6768,-54.6720,-18.2370,1996_2010,1996_2024,14
usa_NC_0033_0049,25,-2.5808,0.1907,0.5454,591,1996-02-11,2024-12-08,100.1846,13,48.0542,24,-36.1312,2.6698,-52.1304,-15.9992,1996_2010,1996_2024,14
usa_NC_0033_0050,25,-2.5543,0.1910,0.5390,592,1996-02-11,2024-12-08,103.8615,13,52.7720,25,-35.7602,2.6740,-51.0895,-15.3293,1996_2010,1996_2024,14
usa_NC_0033_0051,25,-2.4821,0.1932,0.5186,593,1996-02-11,2024-12-08,97.1923,13,45.8826,23,-34.7494,2.7048,-51.3097,-16.5603,1996_2010,1996_2024,14
usa_NC_0033_0052,25,-2.4048,0.1875,0.5212,585,1996-02-11,2024-12-08,99.1154,13,46.5727,22,-33.6672,2.6250,-52.5427,-18.8755,1996_2010,1996_2024,14
usa_NC_0033_0053,26,-2.3218,0.1843,0.5110,588,1996-02-11,2024-12-08,94.1077,13,43.2227,22,-32.5052,2.5802,-50.8850,-18.3798,1996_2010,1996_2024,14
usa_NC_0033_0054,26,-2.1613,0.1829,0.4782,590,1996-02-11,2024-12-08,91.0154,13,42.9955,22,-30.2582,2.5606,-48.0199,-17.7617,1996_2010,1996_2024,14
usa_NC_0033_0055,26,-1.9622,0.1832,0.4337,580,1996-02-11,2024-12-08,82.0077,13,34.6667,18,-27.4708,2.5648,-47.3410,-19.8702,1996_2010,1996_2024,14
usa_NC_0033_0056,26,-1.7272,0.1834,0.3726,578,1996-02-11,2024-12-08,78.6231,13,32.6235,17,-24.1808,2.5676,-45.9995,-21.8187,1996_2010,1996_2024,14
usa_NC_0033_0057,26,-1.4865,0.1868,0.3007,570,1996-02-11,2024-12-08,75.0385,13,32.0529,17,-20.8110,2.6152,-42.9855,-22.1745,1996_2010,1996_2024,14
usa_NC_0033_0058,26,-1.3669,0.1787,0.2881,560,1996-02-11,2024-12-08,72.5154,13,37.2000,16,-19.1366,2.5018,-35.3154,-16.1788,1996_2010,1996_2024,14
usa_NC_0033_0059,26,-1.2894,0.1768,0.2691,559,1996-02-11,2024-12-08,53.2462,13,26.0188,16,-18.0516,2.4752,-27.2274,-9.1758,1996_2010,1996_2024,14
usa_NC_0033_0060,26,-1.2909,0.1704,0.2849,558,1996-02-11,2024-12-08,69.6154,13,48.0600,15,-18.0726,2.3856,-21.5554,-3.4828,1996_2010,1996_2024,14
usa_NC_0033_0061,26,-1.0054,0.1607,0.2111,566,1996-02-11,2024-12-08,55.8462,13,49.8267,15,-14.0756,2.2498,-6.0195,8.0561,1996_2010,1996_2024,14
usa_NC_0033_0062,26,-0.8560,0.1528,0.1767,566,1996-02-11,2024-12-08,49.4231,13,52.4000,15,-11.9840,2.1392,2.9769,14.9609,1996_2010,1996_2024,14
usa_NC_0033_0064,27,-0.5871,0.1509,0.0916,581,1996-02-11,2024-12-08,41.3462,13,61.6429,21,-8.2194,2.1126,20.2967,28.5161,1996_2010,1996_2024,14
usa_NC_0033_0065,27,-0.4856,0.1563,0.0596,589,1996-02-11,2024-12-08,42.6462,13,69.2143,21,-6.7984,2.1882,26.5681,33.3665,1996_2010,1996_2024,14
usa_NC_0033_0066,27,-0.3243,0.1639,0.0252,585,1996-02-11,2024-12-08,38.3846,13,72.0190,21,-4.5402,2.2946,33.6344,38.1746,1996_2010,1996_2024,14
usa_NC_0033_0067,27,-0.1619,0.1628,0.0064,592,1996-02-11,2024-12-08,37.8923,13,75.3318,22,-2.2666,2.2792,37.4395,39.7061,1996_2010,1996_2024,14
usa_NC_0033_0068,27,-0.0502,0.1631,0.0006,591,1996-02-11,2024-12-08,33.7615,13,74.8783,23,-0.7028,2.2834,41.1167,41.8195,1996_2010,1996_2024,14
usa_NC_0033_0069,27,-0.0020,0.1612,0.0000,587,1996-02-11,2024-12-08,31.3231,13,72.9500,24,-0.0280,2.2568,41.6269,41.6549,1996_2010,1996_2024,14
usa_NC_0033_0070,27,0.0697,0.1629,0.0012,592,1996-02-11,2024-12-08,23.2462,13,69.2273,22,0.9758,2.2806,45.9811,45.0053,1996_2010,1996_2024,14
usa_NC_0033_0071,27,0.2657,0.1609,0.0178,583,1996-02-11,2024-12-08,25.4167,12,68.4905,21,3.7198,2.2526,43.0738,39.3540,1996_2010,1996_2024,14
usa_NC_0033_0072,27,0.5222,0.1539,0.0711,582,1996-02-11,2024-12-08,17.5692,13,64.3667,21,7.3108,2.1546,46.7974,39.4866,1996_2010,1996_2024,14
usa_NC_0033_0073,27,0.8214,0.1562,0.1529,593,1996-02-11,2024-12-08,13.2615,13,62.9905,21,11.4996,2.1868,49.7289,38.2293,1996_2010,1996_2024,14
usa_NC_0033_0074,28,1.0690,0.1511,0.2498,582,1996-02-11,2024-12-08,11.2231,13,60.6778,18,14.9660,2.1154,49.4547,34.4887,1996_2010,1996_2024,14
usa_NC_0033_0075,28,1.2718,0.1568,0.3058,578,1996-02-11,2024-12-08,10.0923,13,61.1941,17,17.8052,2.1952,51.1018,33.2966,1996_2010,1996_2024,14
usa_NC_0033_0076,28,1.4824,0.1582,0.3728,572,1996-02-11,2024-12-08,7.1692,13,61.7800,15,20.7536,2.2148,54.6108,33.8572,1996_2010,1996_2024,14
usa_NC_0033_0077,28,1.6525,0.1623,0.4139,568,1996-02-11,2024-12-08,8.2846,13,65.3938,16,23.1350,2.2722,57.1091,33.9741,1996_2010,1996_2024,14
usa_NC_0033_0078,28,1.8731,0.1647,0.4671,571,1996-02-11,2024-12-08,11.1308,13,69.9867,15,26.2234,2.3058,58.8559,32.6325,1996_2010,1996_2024,14
usa_NC_0033_0079,28,1.9716,0.1669,0.4839,576,1996-02-11,2024-12-08,9.9154,13,73.8000,14,27.6024,2.3366,63.8846,36.2822,1996_2010,1996_2024,14
usa_NC_0033_0080,28,2.1724,0.1699,0.5252,572,1996-02-11,2024-12-08,3.8000,13,66.8000,14,30.4136,2.3786,63.0000,32.5864,1996_2010,1996_2024,14
usa_NC_0033_0081,28,2.3808,0.1802,0.5399,576,1996-02-11,2024-12-08,3.5692,13,65.6500,14,33.3312,2.5228,62.0808,28.7496,1996_2010,1996_2024,14
usa_NC_0033_0082,28,2.5006,0.1825,0.5570,578,1996-02-11,2024-12-08,5.5615,13,63.6533,15,35.0084,2.5550,58.0918,23.0834,1996_2010,1996_2024,14
usa_NC_0033_0083,28,2.6486,0.1746,0.6035,585,1996-02-11,2024-12-08,8.4846,13,65.7600,20,37.0804,2.4444,57.2754,20.1950,1996_2010,1996_2024,14
usa_NC_0033_0084,29,2.6850,0.1743,0.6088,590,1996-02-11,2024-12-08,3.3000,13,59.3286,21,37.5900,2.4402,56.0286,18.4386,1996_2010,1996_2024,14
usa_NC_0033_0085,29,2.7016,0.1752,0.6082,593,1996-02-11,2024-12-08,6.6077,13,65.6050,20,37.8224,2.4528,58.9973,21.1749,1996_2010,1996_2024,14
usa_NC_0033_0086,29,2.7986,0.1741,0.6254,599,1996-02-11,2024-12-08,-3.0231,13,55.7091,22,39.1804,2.4374,58.7322,19.5518,1996_2010,1996_2024,14
usa_NC_0033_0087,29,2.8596,0.1722,0.6420,595,1996-02-11,2024-12-08,-11.4385,13,45.2091,22,40.0344,2.4108,56.6476,16.6132,1996_2010,1996_2024,14
usa_NC_0033_0088,29,2.9064,0.1709,0.6517,598,1996-02-11,2024-12-08,0.6846,13,54.3667,24,40.6896,2.3926,53.6821,12.9925,1996_2010,1996_2024,14
usa_NC_0033_0089,29,2.9756,0.1698,0.6675,592,1996-02-11,2024-12-08,6.5077,13,56.8909,22,41.6584,2.3772,50.3832,8.7248,1996_2010,1996_2024,14
usa_NC_0033_0090,29,3.0264,0.1640,0.6894,594,1996-02-11,2024-12-08,8.4615,13,52.8955,22,42.3696,2.2960,44.4339,2.0643,1996_2010,1996_2024,14
usa_NC_0033_0091,29,3.0994,0.1671,0.6934,589,1996-02-11,2024-12-08,6.5077,13,45.5429,21,43.3916,2.3394,39.0352,-4.3564,1996_2010,1996_2024,14
usa_NC_0033_0092,29,3.0922,0.1643,0.6979,593,1996-02-11,2024-12-08,12.8923,13,44.4476,21,43.2908,2.3002,31.5553,-11.7355,1996_2010,1996_2024,14
usa_NC_0033_0093,29,3.0666,0.1608,0.7040,592,1996-02-11,2024-12-08,24.1462,13,50.6789,19,42.9324,2.2512,26.5328,-16.3996,1996_2010,1996_2024,14
usa_NC_0033_0094,30,3.1275,0.1633,0.7101,580,1996-02-11,2024-12-08,27.0385,13,51.6353,17,43.7850,2.2862,24.5968,-19.1882,1996_2010,1996_2024,14
usa_NC_0033_0095,30,3.0928,0.1575,0.7211,577,1996-02-11,2024-12-08,41.2154,13,62.4125,16,43.2992,2.2050,21.1971,-22.1021,1996_2010,1996_2024,14
usa_NC_0033_0096,30,3.1460,0.1599,0.7231,574,1996-02-11,2024-12-08,31.0923,13,51.4312,16,44.0440,2.2386,20.3389,-23.7051,1996_2010,1996_2024,14
usa_NC_0033_0097,30,3.2089,0.1568,0.7406,568,1996-02-11,2024-12-08,37.7692,13,54.9937,16,44.9246,2.1952,17.2245,-27.7001,1996_2010,1996_2024,14
usa_NC_0033_0098,30,3.2319,0.1515,0.7558,569,1996-02-11,2024-12-08,30.4385,13,50.3214,14,45.2466,2.1210,19.8830,-25.3636,1996_2010,1996_2024,14
usa_NC_0033_0099,30,3.2186,0.1495,0.7586,571,1996-02-11,2024-12-08,38.9000,13,54.7400,15,45.0604,2.0930,15.8400,-29.2204,1996_2010,1996_2024,14
