source,date,year,extent_m,n_segments,n_transects_covered
coastsat,2012-10-12,2012,,,707.0
coastsat,2012-11-29,2012,,,653.0
coastsat,2012-12-24,2012,,,282.0
coastsat,2013-02-01,2013,,,609.0
coastsat,2013-03-05,2013,,,300.0
coastsat,2013-03-14,2013,,,787.0
coastsat,2013-03-20,2013,,,766.0
coastsat,2013-03-21,2013,,,360.0
coastsat,2013-03-30,2013,,,455.0
coastsat,2013-04-06,2013,,,702.0
coastsat,2013-04-14,2013,,,1019.0
coastsat,2013-05-08,2013,,,674.0
coastsat,2013-05-16,2013,,,614.0
coastsat,2013-05-17,2013,,,488.0
coastsat,2013-05-25,2013,,,1251.0
coastsat,2013-06-02,2013,,,569.0
coastsat,2013-06-09,2013,,,60.0
coastsat,2013-06-25,2013,,,134.0
coastsat,2013-07-04,2013,,,366.0
coastsat,2013-07-20,2013,,,631.0
coastsat,2013-07-27,2013,,,205.0
coastsat,2013-08-05,2013,,,786.0
coastsat,2013-08-12,2013,,,202.0
coastsat,2013-08-21,2013,,,531.0
coastsat,2013-08-29,2013,,,397.0
coastsat,2013-09-21,2013,,,1037.0
coastsat,2013-09-29,2013,,,625.0
coastsat,2013-10-24,2013,,,774.0
coastsat,2013-10-31,2013,,,556.0
coastsat,2013-11-08,2013,,,1247.0
coastsat,2013-11-09,2013,,,567.0
coastsat,2013-11-24,2013,,,1248.0
coastsat,2013-12-03,2013,,,1034.0
coastsat,2013-12-11,2013,,,792.0
coastsat,2013-12-18,2013,,,587.0
coastsat,2013-12-19,2013,,,1031.0
coastsat,2013-12-27,2013,,,791.0
coastsat,2014-01-03,2014,,,170.0
coastsat,2014-01-12,2014,,,779.0
coastsat,2014-01-20,2014,,,1010.0
wet_dry,2014-02-14,2014,8455.40782017418,1.0,
coastsat,2014-02-20,2014,,,175.0
coastsat,2014-02-21,2014,,,260.0
coastsat,2014-02-28,2014,,,230.0
coastsat,2014-03-08,2014,,,344.0
coastsat,2014-03-09,2014,,,147.0
coastsat,2014-03-24,2014,,,107.0
coastsat,2014-04-01,2014,,,1250.0
coastsat,2014-04-02,2014,,,471.0
coastsat,2014-04-09,2014,,,268.0
coastsat,2014-04-10,2014,,,1251.0
coastsat,2014-04-17,2014,,,473.0
coastsat,2014-04-26,2014,,,280.0
coastsat,2014-05-04,2014,,,788.0
coastsat,2014-05-11,2014,,,445.0
coastsat,2014-05-12,2014,,,961.0
coastsat,2014-05-20,2014,,,627.0
coastsat,2014-05-28,2014,,,214.0
coastsat,2014-06-20,2014,,,174.0
coastsat,2014-07-14,2014,,,36.0
coastsat,2014-07-30,2014,,,695.0
coastsat,2014-08-08,2014,,,345.0
coastsat,2014-08-15,2014,,,691.0
coastsat,2014-08-24,2014,,,305.0
coastsat,2014-08-31,2014,,,36.0
coastsat,2014-09-16,2014,,,608.0
coastsat,2014-10-02,2014,,,106.0
coastsat,2014-10-10,2014,,,1251.0
coastsat,2014-10-11,2014,,,729.0
coastsat,2014-10-18,2014,,,717.0
coastsat,2014-10-26,2014,,,1251.0
coastsat,2014-10-27,2014,,,480.0
coastsat,2014-11-03,2014,,,696.0
coastsat,2014-11-19,2014,,,719.0
coastsat,2014-11-28,2014,,,585.0
coastsat,2014-12-05,2014,,,434.0
coastsat,2014-12-13,2014,,,1231.0
coastsat,2014-12-14,2014,,,779.0
coastsat,2014-12-21,2014,,,251.0
coastsat,2015-01-06,2015,,,186.0
coastsat,2015-01-31,2015,,,486.0
coastsat,2015-02-07,2015,,,327.0
coastsat,2015-02-08,2015,,,764.0
coastsat,2015-02-15,2015,,,1244.0
coastsat,2015-03-12,2015,,,773.0
coastsat,2015-04-05,2015,,,784.0
coastsat,2015-04-12,2015,,,718.0
coastsat,2015-04-13,2015,,,1036.0
coastsat,2015-04-28,2015,,,615.0
coastsat,2015-05-06,2015,,,147.0
coastsat,2015-05-15,2015,,,1037.0
coastsat,2015-05-30,2015,,,62.0
coastsat,2015-06-08,2015,,,493.0
coastsat,2015-06-15,2015,,,53.0
coastsat,2015-07-01,2015,,,117.0
coastsat,2015-07-10,2015,,,776.0
coastsat,2015-07-18,2015,,,957.0
coastsat,2015-08-02,2015,,,714.0
coastsat,2015-08-10,2015,,,1251.0
coastsat,2015-09-03,2015,,,684.0
coastsat,2015-09-11,2015,,,406.0
coastsat,2015-09-19,2015,,,537.0
coastsat,2015-10-13,2015,,,1250.0
coastsat,2015-10-14,2015,,,765.0
coastsat,2015-10-21,2015,,,453.0
coastsat,2015-10-30,2015,,,727.0
coastsat,2015-11-14,2015,,,1251.0
coastsat,2015-11-15,2015,,,476.0
coastsat,2015-11-23,2015,,,1037.0
coastsat,2015-12-08,2015,,,714.0
coastsat,2015-12-16,2015,,,1250.0
coastsat,2015-12-17,2015,,,173.0
coastsat,2016-01-02,2016,,,745.0
coastsat,2016-01-18,2016,,,306.0
coastsat,2016-01-25,2016,,,49.0
coastsat,2016-01-26,2016,,,64.0
nc_state,2016-01-30,2016,67091.89922530066,5.0,
nc_state,2016-01-31,2016,2009.4667977973902,1.0,
coastsat,2016-02-02,2016,,,146.0
coastsat,2016-02-03,2016,,,304.0
coastsat,2016-02-10,2016,,,689.0
coastsat,2016-02-11,2016,,,787.0
coastsat,2016-02-18,2016,,,1249.0
coastsat,2016-02-19,2016,,,774.0
coastsat,2016-02-26,2016,,,725.0
coastsat,2016-02-27,2016,,,680.0
coastsat,2016-03-05,2016,,,1216.0
coastsat,2016-03-06,2016,,,772.0
coastsat,2016-03-22,2016,,,298.0
coastsat,2016-03-29,2016,,,700.0
coastsat,2016-03-30,2016,,,1037.0
coastsat,2016-04-06,2016,,,1250.0
coastsat,2016-04-14,2016,,,704.0
coastsat,2016-04-22,2016,,,776.0
coastsat,2016-05-09,2016,,,478.0
coastsat,2016-05-25,2016,,,300.0
coastsat,2016-06-10,2016,,,480.0
coastsat,2016-07-12,2016,,,455.0
coastsat,2016-07-27,2016,,,325.0
coastsat,2016-07-28,2016,,,475.0
coastsat,2016-08-04,2016,,,441.0
coastsat,2016-08-12,2016,,,325.0
coastsat,2016-08-20,2016,,,234.0
coastsat,2016-09-05,2016,,,3.0
coastsat,2016-09-13,2016,,,1053.0
coastsat,2016-09-14,2016,,,256.0
coastsat,2016-10-15,2016,,,587.0
coastsat,2016-10-16,2016,,,635.0
coastsat,2016-10-23,2016,,,696.0
coastsat,2016-10-24,2016,,,1019.0
coastsat,2016-11-08,2016,,,635.0
wet_dry,2016-11-15,2016,7358.174483791381,1.0,
coastsat,2016-11-16,2016,,,1247.0
coastsat,2016-11-17,2016,,,756.0
coastsat,2016-11-25,2016,,,1037.0
coastsat,2016-12-02,2016,,,1251.0
coastsat,2016-12-03,2016,,,801.0
coastsat,2016-12-10,2016,,,676.0
coastsat,2016-12-11,2016,,,1028.0
coastsat,2017-01-19,2017,,,962.0
coastsat,2017-01-27,2017,,,709.0
coastsat,2017-01-28,2017,,,1035.0
coastsat,2017-02-04,2017,,,1041.0
coastsat,2017-02-12,2017,,,639.0
coastsat,2017-02-13,2017,,,1037.0
coastsat,2017-02-20,2017,,,1199.0
coastsat,2017-02-21,2017,,,441.0
coastsat,2017-02-28,2017,,,476.0
coastsat,2017-03-16,2017,,,720.0
coastsat,2017-03-17,2017,,,1036.0
coastsat,2017-03-24,2017,,,417.0
coastsat,2017-03-25,2017,,,48.0
coastsat,2017-04-01,2017,,,673.0
coastsat,2017-04-09,2017,,,1207.0
coastsat,2017-04-10,2017,,,216.0
coastsat,2017-04-17,2017,,,648.0
coastsat,2017-05-03,2017,,,705.0
coastsat,2017-05-28,2017,,,142.0
coastsat,2017-06-13,2017,,,617.0
coastsat,2017-07-14,2017,,,128.0
coastsat,2017-07-15,2017,,,770.0
coastsat,2017-07-22,2017,,,420.0
coastsat,2017-07-30,2017,,,115.0
coastsat,2017-07-31,2017,,,178.0
wet_dry,2017-08-09,2017,3768.2867087268646,1.0,
coastsat,2017-08-15,2017,,,1239.0
coastsat,2017-08-23,2017,,,111.0
coastsat,2017-08-31,2017,,,1225.0
coastsat,2017-09-08,2017,,,693.0
coastsat,2017-09-16,2017,,,1233.0
coastsat,2017-09-24,2017,,,590.0
coastsat,2017-10-02,2017,,,787.0
coastsat,2017-10-03,2017,,,484.0
coastsat,2017-10-18,2017,,,1234.0
coastsat,2017-10-19,2017,,,808.0
coastsat,2017-10-26,2017,,,663.0
coastsat,2017-10-27,2017,,,1037.0
coastsat,2017-11-03,2017,,,1249.0
coastsat,2017-11-04,2017,,,314.0
coastsat,2017-11-11,2017,,,305.0
coastsat,2017-11-20,2017,,,824.0
coastsat,2017-11-27,2017,,,666.0
coastsat,2017-12-13,2017,,,661.0
coastsat,2017-12-14,2017,,,681.0
coastsat,2017-12-21,2017,,,1246.0
coastsat,2018-01-07,2018,,,338.0
coastsat,2018-01-14,2018,,,44.0
coastsat,2018-02-07,2018,,,866.0
coastsat,2018-02-15,2018,,,560.0
coastsat,2018-03-03,2018,,,584.0
coastsat,2018-03-27,2018,,,437.0
coastsat,2018-03-28,2018,,,781.0
coastsat,2018-04-05,2018,,,1037.0
coastsat,2018-04-12,2018,,,782.0
coastsat,2018-04-13,2018,,,309.0
coastsat,2018-04-20,2018,,,699.0
coastsat,2018-04-21,2018,,,1037.0
coastsat,2018-04-28,2018,,,15.0
coastsat,2018-04-29,2018,,,492.0
coastsat,2018-06-16,2018,,,280.0
coastsat,2018-07-09,2018,,,445.0
coastsat,2018-07-17,2018,,,112.0
coastsat,2018-08-10,2018,,,678.0
coastsat,2018-08-18,2018,,,1184.0
coastsat,2018-08-26,2018,,,565.0
wet_dry,2018-08-26,2018,8279.643218255957,1.0,
coastsat,2018-09-03,2018,,,1035.0
coastsat,2018-09-04,2018,,,433.0
coastsat,2018-09-11,2018,,,353.0
coastsat,2018-09-19,2018,,,1227.0
coastsat,2018-09-27,2018,,,549.0
coastsat,2018-10-05,2018,,,1247.0
coastsat,2018-10-13,2018,,,689.0
coastsat,2018-10-21,2018,,,296.0
coastsat,2018-10-29,2018,,,674.0
coastsat,2018-10-30,2018,,,509.0
coastsat,2018-11-06,2018,,,633.0
coastsat,2018-11-07,2018,,,314.0
coastsat,2018-11-23,2018,,,234.0
coastsat,2018-11-30,2018,,,78.0
coastsat,2018-12-16,2018,,,672.0
coastsat,2018-12-24,2018,,,1250.0
coastsat,2018-12-25,2018,,,469.0
coastsat,2019-01-10,2019,,,648.0
coastsat,2019-01-25,2019,,,1251.0
coastsat,2019-01-26,2019,,,795.0
coastsat,2019-02-02,2019,,,695.0
coastsat,2019-02-10,2019,,,1170.0
coastsat,2019-02-26,2019,,,352.0
coastsat,2019-03-14,2019,,,885.0
coastsat,2019-03-22,2019,,,678.0
coastsat,2019-03-23,2019,,,1036.0
coastsat,2019-03-30,2019,,,704.0
coastsat,2019-03-31,2019,,,340.0
coastsat,2019-04-07,2019,,,244.0
coastsat,2019-04-15,2019,,,1025.0
coastsat,2019-04-16,2019,,,799.0
coastsat,2019-04-23,2019,,,689.0
coastsat,2019-05-01,2019,,,275.0
coastsat,2019-05-02,2019,,,677.0
coastsat,2019-05-26,2019,,,484.0
coastsat,2019-06-03,2019,,,507.0
coastsat,2019-06-18,2019,,,145.0
coastsat,2019-07-20,2019,,,1058.0
coastsat,2019-07-21,2019,,,662.0
coastsat,2019-07-28,2019,,,631.0
coastsat,2019-08-05,2019,,,435.0
coastsat,2019-08-21,2019,,,888.0
coastsat,2019-08-22,2019,,,502.0
coastsat,2019-08-29,2019,,,667.0
wet_dry,2019-09-04,2019,8839.292430583884,1.0,
coastsat,2019-09-07,2019,,,495.0
coastsat,2019-09-14,2019,,,64.0
coastsat,2019-09-22,2019,,,1244.0
coastsat,2019-09-23,2019,,,801.0
coastsat,2019-10-01,2019,,,957.0
coastsat,2019-10-17,2019,,,1036.0
coastsat,2019-10-24,2019,,,826.0
coastsat,2019-11-01,2019,,,549.0
coastsat,2019-11-09,2019,,,1099.0
coastsat,2019-11-10,2019,,,829.0
coastsat,2019-11-25,2019,,,1241.0
coastsat,2019-11-26,2019,,,820.0
coastsat,2019-12-03,2019,,,675.0
coastsat,2019-12-19,2019,,,394.0
coastsat,2019-12-27,2019,,,1110.0
coastsat,2019-12-28,2019,,,452.0
nc_state,2020-01-01,2020,70624.00082492868,9.0,
coastsat,2020-01-28,2020,,,1199.0
coastsat,2020-02-13,2020,,,194.0
coastsat,2020-02-29,2020,,,1247.0
coastsat,2020-03-01,2020,,,503.0
coastsat,2020-03-08,2020,,,648.0
coastsat,2020-03-09,2020,,,998.0
coastsat,2020-04-17,2020,,,1249.0
coastsat,2020-04-26,2020,,,123.0
coastsat,2020-05-03,2020,,,1214.0
coastsat,2020-05-04,2020,,,274.0
coastsat,2020-05-11,2020,,,529.0
coastsat,2020-05-12,2020,,,868.0
wet_dry,2020-05-24,2020,8229.177073909084,1.0,
coastsat,2020-06-04,2020,,,183.0
coastsat,2020-06-21,2020,,,105.0
coastsat,2020-06-28,2020,,,82.0
coastsat,2020-07-14,2020,,,264.0
coastsat,2020-07-22,2020,,,60.0
coastsat,2020-07-23,2020,,,443.0
coastsat,2020-07-30,2020,,,280.0
coastsat,2020-08-31,2020,,,525.0
coastsat,2020-10-02,2020,,,219.0
coastsat,2020-10-18,2020,,,649.0
coastsat,2020-11-03,2020,,,654.0
coastsat,2020-11-11,2020,,,743.0
coastsat,2020-11-19,2020,,,655.0
coastsat,2020-12-06,2020,,,1035.0
coastsat,2020-12-29,2020,,,1196.0
coastsat,2020-12-30,2020,,,655.0
coastsat,2021-01-15,2021,,,673.0
coastsat,2021-01-30,2021,,,1244.0
coastsat,2021-02-08,2021,,,437.0
coastsat,2021-02-23,2021,,,699.0
coastsat,2021-02-24,2021,,,302.0
coastsat,2021-03-04,2021,,,866.0
coastsat,2021-03-11,2021,,,660.0
coastsat,2021-03-12,2021,,,1240.0
coastsat,2021-03-20,2021,,,362.0
coastsat,2021-03-27,2021,,,514.0
coastsat,2021-03-28,2021,,,697.0
coastsat,2021-04-04,2021,,,1245.0
coastsat,2021-04-05,2021,,,592.0
coastsat,2021-04-12,2021,,,411.0
coastsat,2021-04-21,2021,,,793.0
coastsat,2021-04-29,2021,,,294.0
coastsat,2021-05-06,2021,,,202.0
coastsat,2021-05-07,2021,,,371.0
coastsat,2021-05-14,2021,,,189.0
coastsat,2021-05-15,2021,,,1241.0
coastsat,2021-05-22,2021,,,521.0
coastsat,2021-06-07,2021,,,108.0
coastsat,2021-06-16,2021,,,966.0
coastsat,2021-06-24,2021,,,553.0
coastsat,2021-07-01,2021,,,428.0
coastsat,2021-07-10,2021,,,696.0
coastsat,2021-07-17,2021,,,348.0
coastsat,2021-07-25,2021,,,248.0
coastsat,2021-08-02,2021,,,699.0
coastsat,2021-08-10,2021,,,202.0
coastsat,2021-08-11,2021,,,862.0
coastsat,2021-08-18,2021,,,85.0
coastsat,2021-08-19,2021,,,491.0
coastsat,2021-08-26,2021,,,457.0
coastsat,2021-08-27,2021,,,819.0
coastsat,2021-09-03,2021,,,712.0
coastsat,2021-09-04,2021,,,910.0
coastsat,2021-09-11,2021,,,1239.0
coastsat,2021-09-12,2021,,,878.0
coastsat,2021-09-19,2021,,,472.0
coastsat,2021-09-20,2021,,,1228.0
coastsat,2021-09-27,2021,,,1221.0
coastsat,2021-09-28,2021,,,881.0
coastsat,2021-10-05,2021,,,288.0
coastsat,2021-10-21,2021,,,51.0
coastsat,2021-10-29,2021,,,472.0
coastsat,2021-10-30,2021,,,582.0
coastsat,2021-11-09,2021,,,448.0
coastsat,2021-11-14,2021,,,1238.0
coastsat,2021-11-15,2021,,,882.0
coastsat,2021-11-23,2021,,,593.0
coastsat,2021-11-30,2021,,,1243.0
coastsat,2021-12-01,2021,,,891.0
coastsat,2021-12-16,2021,,,1241.0
coastsat,2021-12-17,2021,,,354.0
coastsat,2021-12-24,2021,,,685.0
coastsat,2021-12-25,2021,,,933.0
coastsat,2022-01-01,2022,,,204.0
coastsat,2022-01-17,2022,,,1162.0
coastsat,2022-01-18,2022,,,1230.0
coastsat,2022-01-26,2022,,,209.0
coastsat,2022-02-02,2022,,,816.0
coastsat,2022-02-03,2022,,,608.0
coastsat,2022-02-10,2022,,,470.0
coastsat,2022-02-11,2022,,,466.0
coastsat,2022-02-19,2022,,,508.0
coastsat,2022-03-07,2022,,,1172.0
coastsat,2022-03-15,2022,,,1031.0
coastsat,2022-03-22,2022,,,600.0
coastsat,2022-03-30,2022,,,340.0
coastsat,2022-04-08,2022,,,1220.0
coastsat,2022-04-15,2022,,,1149.0
coastsat,2022-04-23,2022,,,977.0
coastsat,2022-04-24,2022,,,719.0
coastsat,2022-05-01,2022,,,2.0
coastsat,2022-05-02,2022,,,1177.0
coastsat,2022-05-17,2022,,,136.0
coastsat,2022-05-18,2022,,,1234.0
coastsat,2022-06-03,2022,,,464.0
coastsat,2022-06-19,2022,,,736.0
coastsat,2022-06-27,2022,,,252.0
wet_dry,2022-07-01,2022,7195.377683243439,1.0,
coastsat,2022-07-04,2022,,,527.0
coastsat,2022-07-05,2022,,,799.0
coastsat,2022-07-12,2022,,,1096.0
coastsat,2022-07-20,2022,,,733.0
coastsat,2022-07-21,2022,,,867.0
coastsat,2022-07-29,2022,,,622.0
coastsat,2022-08-05,2022,,,973.0
coastsat,2022-08-06,2022,,,1233.0
coastsat,2022-08-13,2022,,,609.0
coastsat,2022-08-14,2022,,,1086.0
coastsat,2022-08-21,2022,,,752.0
coastsat,2022-08-30,2022,,,1126.0
coastsat,2022-09-06,2022,,,215.0
coastsat,2022-09-07,2022,,,825.0
coastsat,2022-09-22,2022,,,993.0
coastsat,2022-09-23,2022,,,107.0
coastsat,2022-10-01,2022,,,210.0
coastsat,2022-10-08,2022,,,80.0
coastsat,2022-10-09,2022,,,1206.0
coastsat,2022-10-16,2022,,,1175.0
coastsat,2022-10-17,2022,,,93.0
nc_state,2022-10-20,2022,60696.45264790501,9.0,
nc_state,2022-10-22,2022,9672.311601080133,2.0,
coastsat,2022-11-01,2022,,,551.0
coastsat,2022-11-17,2022,,,730.0
coastsat,2022-11-18,2022,,,1237.0
coastsat,2022-11-26,2022,,,1125.0
coastsat,2022-12-19,2022,,,1225.0
coastsat,2022-12-20,2022,,,362.0
coastsat,2022-12-27,2022,,,1237.0
coastsat,2022-12-28,2022,,,1179.0
wet_dry,2023-01-01,2023,8351.671309113182,1.0,
coastsat,2023-01-04,2023,,,107.0
coastsat,2023-01-21,2023,,,1137.0
coastsat,2023-01-28,2023,,,1237.0
coastsat,2023-01-29,2023,,,762.0
coastsat,2023-02-06,2023,,,953.0
coastsat,2023-02-13,2023,,,952.0
coastsat,2023-02-14,2023,,,997.0
coastsat,2023-02-22,2023,,,62.0
coastsat,2023-03-01,2023,,,171.0
coastsat,2023-03-09,2023,,,420.0
coastsat,2023-03-17,2023,,,1235.0
coastsat,2023-03-25,2023,,,949.0
coastsat,2023-03-26,2023,,,533.0
coastsat,2023-04-02,2023,,,1061.0
coastsat,2023-04-10,2023,,,600.0
coastsat,2023-04-11,2023,,,1180.0
coastsat,2023-04-18,2023,,,1231.0
coastsat,2023-04-19,2023,,,1227.0
coastsat,2023-04-26,2023,,,1004.0
coastsat,2023-05-04,2023,,,1179.0
coastsat,2023-05-05,2023,,,1231.0
coastsat,2023-05-12,2023,,,688.0
coastsat,2023-05-13,2023,,,569.0
coastsat,2023-06-06,2023,,,1082.0
coastsat,2023-06-14,2023,,,1195.0
coastsat,2023-06-30,2023,,,1103.0
coastsat,2023-07-07,2023,,,86.0
coastsat,2023-07-08,2023,,,612.0
coastsat,2023-07-15,2023,,,118.0
coastsat,2023-07-23,2023,,,722.0
coastsat,2023-07-31,2023,,,129.0
coastsat,2023-08-01,2023,,,601.0
coastsat,2023-08-08,2023,,,1166.0
coastsat,2023-08-09,2023,,,1216.0
coastsat,2023-08-16,2023,,,486.0
coastsat,2023-08-24,2023,,,1061.0
coastsat,2023-08-25,2023,,,1125.0
coastsat,2023-09-01,2023,,,1023.0
coastsat,2023-09-02,2023,,,711.0
coastsat,2023-09-10,2023,,,854.0
coastsat,2023-09-17,2023,,,1223.0
coastsat,2023-09-25,2023,,,490.0
coastsat,2023-09-26,2023,,,90.0
coastsat,2023-10-03,2023,,,1174.0
coastsat,2023-10-04,2023,,,309.0
coastsat,2023-10-20,2023,,,517.0
coastsat,2023-10-27,2023,,,1227.0
coastsat,2023-10-28,2023,,,1027.0
coastsat,2023-11-05,2023,,,1233.0
coastsat,2023-11-13,2023,,,1234.0
coastsat,2023-11-20,2023,,,1233.0
coastsat,2023-11-29,2023,,,1234.0
coastsat,2023-12-07,2023,,,282.0
coastsat,2023-12-14,2023,,,1221.0
coastsat,2023-12-15,2023,,,1232.0
coastsat,2023-12-23,2023,,,224.0
coastsat,2023-12-30,2023,,,1222.0
coastsat,2023-12-31,2023,,,1232.0
nc_state,2024-01-01,2024,68408.51831212341,16.0,
coastsat,2024-01-07,2024,,,391.0
coastsat,2024-01-15,2024,,,123.0
coastsat,2024-02-01,2024,,,1068.0
coastsat,2024-02-08,2024,,,1228.0
coastsat,2024-02-24,2024,,,90.0
coastsat,2024-02-25,2024,,,1217.0
coastsat,2024-03-11,2024,,,1140.0
coastsat,2024-03-12,2024,,,1029.0
coastsat,2024-03-19,2024,,,656.0
coastsat,2024-03-20,2024,,,1072.0
coastsat,2024-04-04,2024,,,446.0
coastsat,2024-04-05,2024,,,1232.0
coastsat,2024-04-12,2024,,,793.0
coastsat,2024-04-13,2024,,,759.0
coastsat,2024-04-28,2024,,,3.0
coastsat,2024-04-29,2024,,,917.0
coastsat,2024-05-07,2024,,,146.0
coastsat,2024-05-15,2024,,,417.0
coastsat,2024-05-22,2024,,,20.0
coastsat,2024-05-23,2024,,,1117.0
coastsat,2024-05-31,2024,,,1139.0
coastsat,2024-06-08,2024,,,496.0
coastsat,2024-07-02,2024,,,1196.0
coastsat,2024-07-10,2024,,,237.0
coastsat,2024-08-02,2024,,,710.0
coastsat,2024-08-03,2024,,,651.0
coastsat,2024-08-26,2024,,,1225.0
coastsat,2024-08-27,2024,,,501.0
coastsat,2024-09-03,2024,,,908.0
coastsat,2024-09-04,2024,,,791.0
coastsat,2024-09-12,2024,,,57.0
coastsat,2024-09-20,2024,,,1122.0
coastsat,2024-09-28,2024,,,1061.0
coastsat,2024-10-06,2024,,,1227.0
coastsat,2024-10-13,2024,,,1212.0
coastsat,2024-10-14,2024,,,1213.0
coastsat,2024-10-21,2024,,,736.0
coastsat,2024-10-22,2024,,,456.0
coastsat,2024-10-29,2024,,,1229.0
coastsat,2024-10-30,2024,,,1218.0
coastsat,2024-11-22,2024,,,869.0
coastsat,2024-11-23,2024,,,1226.0
coastsat,2024-11-30,2024,,,1233.0
coastsat,2024-12-01,2024,,,1233.0
coastsat,2024-12-08,2024,,,1220.0
coastsat,2025-01-01,2025,,,1226.0
coastsat,2025-01-02,2025,,,1232.0
coastsat,2025-01-09,2025,,,1231.0
coastsat,2025-01-17,2025,,,1232.0
coastsat,2025-01-25,2025,,,692.0
coastsat,2025-02-18,2025,,,1231.0
coastsat,2025-02-26,2025,,,312.0
coastsat,2025-02-27,2025,,,1053.0
coastsat,2025-03-07,2025,,,1231.0
coastsat,2025-03-15,2025,,,329.0
coastsat,2025-03-22,2025,,,1167.0
coastsat,2025-03-23,2025,,,1230.0
coastsat,2025-04-16,2025,,,1230.0
coastsat,2025-04-24,2025,,,202.0
coastsat,2025-05-01,2025,,,1096.0
coastsat,2025-05-18,2025,,,1166.0
coastsat,2025-06-02,2025,,,147.0
coastsat,2025-06-03,2025,,,1231.0
coastsat,2025-06-19,2025,,,1230.0
coastsat,2025-06-27,2025,,,1126.0
coastsat,2025-07-13,2025,,,1213.0
coastsat,2025-07-20,2025,,,1017.0
coastsat,2025-07-21,2025,,,1209.0
coastsat,2025-07-28,2025,,,349.0
coastsat,2025-07-29,2025,,,777.0
coastsat,2025-08-05,2025,,,313.0
coastsat,2025-08-13,2025,,,147.0
coastsat,2025-08-14,2025,,,268.0
coastsat,2025-08-29,2025,,,1230.0
coastsat,2025-08-30,2025,,,800.0
coastsat,2025-09-06,2025,,,147.0
coastsat,2025-09-07,2025,,,40.0
coastsat,2025-09-22,2025,,,446.0
coastsat,2025-09-23,2025,,,649.0
coastsat,2025-10-09,2025,,,290.0
coastsat,2025-10-16,2025,,,397.0
coastsat,2025-10-17,2025,,,1224.0
coastsat,2025-10-25,2025,,,1212.0
coastsat,2025-11-01,2025,,,1229.0
coastsat,2025-11-09,2025,,,806.0
coastsat,2025-11-17,2025,,,1231.0
coastsat,2025-11-18,2025,,,1230.0
coastsat,2025-11-25,2025,,,821.0
coastsat,2025-11-26,2025,,,595.0
coastsat,2025-12-03,2025,,,904.0
coastsat,2025-12-11,2025,,,906.0
coastsat,2025-12-19,2025,,,971.0
coastsat,2025-12-20,2025,,,1232.0
coastsat,2025-12-27,2025,,,1234.0
coastsat,2025-12-28,2025,,,1186.0
coastsat,2026-01-04,2026,,,1232.0
coastsat,2026-01-12,2026,,,1230.0
coastsat,2026-01-13,2026,,,1229.0
