Obs_ID,Imagery_Date,Year,Season,domain,overwash
OBS-007,1993-09-02,1993,Fall,42,0
OBS-007,1993-09-02,1993,Fall,43,0
OBS-007,1993-09-02,1993,Fall,44,0
OBS-007,1993-09-02,1993,Fall,45,0
OBS-007,1993-09-02,1993,Fall,46,0
OBS-007,1993-09-02,1993,Fall,47,0
OBS-007,1993-09-02,1993,Fall,48,0
OBS-007,1993-09-02,1993,Fall,49,0
OBS-007,1993-09-02,1993,Fall,50,0
OBS-007,1993-09-02,1993,Fall,51,0
OBS-007,1993-09-02,1993,Fall,52,0
OBS-007,1993-09-02,1993,Fall,53,0
OBS-007,1993-09-02,1993,Fall,54,0
OBS-007,1993-09-02,1993,Fall,55,0
OBS-007,1993-09-02,1993,Fall,56,0
OBS-007,1993-09-02,1993,Fall,57,0
OBS-007,1993-09-02,1993,Fall,58,0
OBS-007,1993-09-02,1993,Fall,59,0
OBS-007,1993-09-02,1993,Fall,60,0
OBS-007,1993-09-02,1993,Fall,61,0
OBS-007,1993-09-02,1993,Fall,62,0
OBS-007,1993-09-02,1993,Fall,63,0
OBS-007,1993-09-02,1993,Fall,64,0
OBS-007,1993-09-02,1993,Fall,65,0
OBS-007,1993-09-02,1993,Fall,66,0
OBS-007,1993-09-02,1993,Fall,67,0
OBS-007,1993-09-02,1993,Fall,68,0
OBS-007,1993-09-02,1993,Fall,69,0
OBS-007,1993-09-02,1993,Fall,70,0
OBS-007,1993-09-02,1993,Fall,71,0
OBS-007,1993-09-02,1993,Fall,72,0
OBS-007,1993-09-02,1993,Fall,73,0
OBS-007,1993-09-02,1993,Fall,74,0
OBS-007,1993-09-02,1993,Fall,75,0
OBS-007,1993-09-02,1993,Fall,76,0
OBS-007,1993-09-02,1993,Fall,77,0
OBS-007,1993-09-02,1993,Fall,78,0
OBS-007,1993-09-02,1993,Fall,79,0
OBS-007,1993-09-02,1993,Fall,80,0
OBS-007,1993-09-02,1993,Fall,81,0
OBS-007,1993-09-02,1993,Fall,82,0
OBS-007,1993-09-02,1993,Fall,83,1
OBS-007,1993-09-02,1993,Fall,84,1
OBS-007,1993-09-02,1993,Fall,85,0
OBS-007,1993-09-02,1993,Fall,86,1
OBS-007,1993-09-02,1993,Fall,87,1
OBS-007,1993-09-02,1993,Fall,88,1
OBS-007,1993-09-02,1993,Fall,89,1
OBS-007,1993-09-02,1993,Fall,90,1
OBS-008,1995-10-18,1995,Fall,1,0
OBS-008,1995-10-18,1995,Fall,2,0
OBS-008,1995-10-18,1995,Fall,3,0
OBS-008,1995-10-18,1995,Fall,4,0
OBS-008,1995-10-18,1995,Fall,5,0
OBS-008,1995-10-18,1995,Fall,6,0
OBS-008,1995-10-18,1995,Fall,7,0
OBS-008,1995-10-18,1995,Fall,8,0
OBS-008,1995-10-18,1995,Fall,9,0
OBS-008,1995-10-18,1995,Fall,10,0
OBS-008,1995-10-18,1995,Fall,11,0
OBS-008,1995-10-18,1995,Fall,12,0
OBS-008,1995-10-18,1995,Fall,13,0
OBS-008,1995-10-18,1995,Fall,14,0
OBS-008,1995-10-18,1995,Fall,15,0
OBS-008,1995-10-18,1995,Fall,16,0
OBS-008,1995-10-18,1995,Fall,17,0
OBS-008,1995-10-18,1995,Fall,18,0
OBS-008,1995-10-18,1995,Fall,19,0
OBS-008,1995-10-18,1995,Fall,20,0
OBS-008,1995-10-18,1995,Fall,21,0
OBS-008,1995-10-18,1995,Fall,22,0
OBS-008,1995-10-18,1995,Fall,23,0
OBS-008,1995-10-18,1995,Fall,24,0
OBS-008,1995-10-18,1995,Fall,25,0
OBS-008,1995-10-18,1995,Fall,26,0
OBS-008,1995-10-18,1995,Fall,27,0
OBS-008,1995-10-18,1995,Fall,28,0
OBS-008,1995-10-18,1995,Fall,29,0
OBS-008,1995-10-18,1995,Fall,30,0
OBS-008,1995-10-18,1995,Fall,31,0
OBS-008,1995-10-18,1995,Fall,32,0
OBS-008,1995-10-18,1995,Fall,33,0
OBS-008,1995-10-18,1995,Fall,34,0
OBS-008,1995-10-18,1995,Fall,35,0
OBS-008,1995-10-18,1995,Fall,36,0
OBS-008,1995-10-18,1995,Fall,37,0
OBS-008,1995-10-18,1995,Fall,38,0
OBS-008,1995-10-18,1995,Fall,39,0
OBS-008,1995-10-18,1995,Fall,40,0
OBS-008,1995-10-18,1995,Fall,41,0
OBS-008,1995-10-18,1995,Fall,42,0
OBS-008,1995-10-18,1995,Fall,43,0
OBS-008,1995-10-18,1995,Fall,44,0
OBS-008,1995-10-18,1995,Fall,45,0
OBS-008,1995-10-18,1995,Fall,46,0
OBS-008,1995-10-18,1995,Fall,47,0
OBS-008,1995-10-18,1995,Fall,48,1
OBS-008,1995-10-18,1995,Fall,49,1
OBS-008,1995-10-18,1995,Fall,50,1
OBS-008,1995-10-18,1995,Fall,51,1
OBS-008,1995-10-18,1995,Fall,52,0
OBS-008,1995-10-18,1995,Fall,53,1
OBS-008,1995-10-18,1995,Fall,54,1
OBS-008,1995-10-18,1995,Fall,55,0
OBS-008,1995-10-18,1995,Fall,56,1
OBS-008,1995-10-18,1995,Fall,57,1
OBS-008,1995-10-18,1995,Fall,58,0
OBS-008,1995-10-18,1995,Fall,59,0
OBS-008,1995-10-18,1995,Fall,60,0
OBS-008,1995-10-18,1995,Fall,61,0
OBS-008,1995-10-18,1995,Fall,62,0
OBS-008,1995-10-18,1995,Fall,63,0
OBS-008,1995-10-18,1995,Fall,64,0
OBS-008,1995-10-18,1995,Fall,65,0
OBS-008,1995-10-18,1995,Fall,66,0
OBS-008,1995-10-18,1995,Fall,67,0
OBS-008,1995-10-18,1995,Fall,68,0
OBS-008,1995-10-18,1995,Fall,69,0
OBS-008,1995-10-18,1995,Fall,70,0
OBS-008,1995-10-18,1995,Fall,71,0
OBS-008,1995-10-18,1995,Fall,72,0
OBS-008,1995-10-18,1995,Fall,73,0
OBS-008,1995-10-18,1995,Fall,74,0
OBS-008,1995-10-18,1995,Fall,75,0
OBS-008,1995-10-18,1995,Fall,76,0
OBS-008,1995-10-18,1995,Fall,77,0
OBS-008,1995-10-18,1995,Fall,78,0
OBS-008,1995-10-18,1995,Fall,79,0
OBS-008,1995-10-18,1995,Fall,80,0
OBS-008,1995-10-18,1995,Fall,81,0
OBS-008,1995-10-18,1995,Fall,82,1
OBS-008,1995-10-18,1995,Fall,83,1
OBS-008,1995-10-18,1995,Fall,84,0
OBS-008,1995-10-18,1995,Fall,85,0
OBS-008,1995-10-18,1995,Fall,86,1
OBS-008,1995-10-18,1995,Fall,87,0
OBS-008,1995-10-18,1995,Fall,88,0
OBS-008,1995-10-18,1995,Fall,89,0
OBS-008,1995-10-18,1995,Fall,90,0
OBS-009,1996-10-14,1996,Fall,1,0
OBS-009,1996-10-14,1996,Fall,2,0
OBS-009,1996-10-14,1996,Fall,3,1
OBS-009,1996-10-14,1996,Fall,4,0
OBS-009,1996-10-14,1996,Fall,5,0
OBS-009,1996-10-14,1996,Fall,6,0
OBS-009,1996-10-14,1996,Fall,7,0
OBS-009,1996-10-14,1996,Fall,8,0
OBS-009,1996-10-14,1996,Fall,9,0
OBS-009,1996-10-14,1996,Fall,10,0
OBS-009,1996-10-14,1996,Fall,11,0
OBS-009,1996-10-14,1996,Fall,12,0
OBS-009,1996-10-14,1996,Fall,13,0
OBS-009,1996-10-14,1996,Fall,14,0
OBS-009,1996-10-14,1996,Fall,15,0
OBS-009,1996-10-14,1996,Fall,16,0
OBS-009,1996-10-14,1996,Fall,17,0
OBS-009,1996-10-14,1996,Fall,18,0
OBS-009,1996-10-14,1996,Fall,19,0
OBS-009,1996-10-14,1996,Fall,20,0
OBS-009,1996-10-14,1996,Fall,21,0
OBS-009,1996-10-14,1996,Fall,22,0
OBS-009,1996-10-14,1996,Fall,23,0
OBS-009,1996-10-14,1996,Fall,24,0
OBS-009,1996-10-14,1996,Fall,25,0
OBS-009,1996-10-14,1996,Fall,26,0
OBS-009,1996-10-14,1996,Fall,27,0
OBS-009,1996-10-14,1996,Fall,28,0
OBS-009,1996-10-14,1996,Fall,29,0
OBS-009,1996-10-14,1996,Fall,30,0
OBS-009,1996-10-14,1996,Fall,31,0
OBS-009,1996-10-14,1996,Fall,32,0
OBS-009,1996-10-14,1996,Fall,33,0
OBS-009,1996-10-14,1996,Fall,34,0
OBS-009,1996-10-14,1996,Fall,35,0
OBS-009,1996-10-14,1996,Fall,36,0
OBS-009,1996-10-14,1996,Fall,37,0
OBS-009,1996-10-14,1996,Fall,38,0
OBS-009,1996-10-14,1996,Fall,39,0
OBS-009,1996-10-14,1996,Fall,40,0
OBS-009,1996-10-14,1996,Fall,41,0
OBS-009,1996-10-14,1996,Fall,42,0
OBS-009,1996-10-14,1996,Fall,43,0
OBS-009,1996-10-14,1996,Fall,44,0
OBS-009,1996-10-14,1996,Fall,45,0
OBS-009,1996-10-14,1996,Fall,46,0
OBS-009,1996-10-14,1996,Fall,47,0
OBS-009,1996-10-14,1996,Fall,48,0
OBS-009,1996-10-14,1996,Fall,49,0
OBS-009,1996-10-14,1996,Fall,50,
OBS-009,1996-10-14,1996,Fall,51,0
OBS-009,1996-10-14,1996,Fall,52,0
OBS-009,1996-10-14,1996,Fall,53,0
OBS-009,1996-10-14,1996,Fall,54,0
OBS-009,1996-10-14,1996,Fall,55,0
OBS-009,1996-10-14,1996,Fall,56,0
OBS-009,1996-10-14,1996,Fall,57,0
OBS-009,1996-10-14,1996,Fall,58,0
OBS-009,1996-10-14,1996,Fall,59,0
OBS-009,1996-10-14,1996,Fall,60,0
OBS-009,1996-10-14,1996,Fall,61,0
OBS-009,1996-10-14,1996,Fall,62,0
OBS-009,1996-10-14,1996,Fall,63,0
OBS-009,1996-10-14,1996,Fall,64,0
OBS-009,1996-10-14,1996,Fall,65,0
OBS-009,1996-10-14,1996,Fall,66,0
OBS-009,1996-10-14,1996,Fall,67,0
OBS-009,1996-10-14,1996,Fall,68,0
OBS-009,1996-10-14,1996,Fall,69,0
OBS-009,1996-10-14,1996,Fall,70,0
OBS-009,1996-10-14,1996,Fall,71,0
OBS-009,1996-10-14,1996,Fall,72,0
OBS-009,1996-10-14,1996,Fall,73,0
OBS-009,1996-10-14,1996,Fall,74,0
OBS-009,1996-10-14,1996,Fall,75,0
OBS-009,1996-10-14,1996,Fall,76,0
OBS-009,1996-10-14,1996,Fall,77,0
OBS-009,1996-10-14,1996,Fall,78,0
OBS-009,1996-10-14,1996,Fall,79,0
OBS-009,1996-10-14,1996,Fall,80,0
OBS-009,1996-10-14,1996,Fall,81,0
OBS-009,1996-10-14,1996,Fall,82,0
OBS-009,1996-10-14,1996,Fall,83,0
OBS-009,1996-10-14,1996,Fall,84,0
OBS-009,1996-10-14,1996,Fall,85,0
OBS-009,1996-10-14,1996,Fall,86,0
OBS-009,1996-10-14,1996,Fall,87,0
OBS-009,1996-10-14,1996,Fall,88,0
OBS-009,1996-10-14,1996,Fall,89,0
OBS-009,1996-10-14,1996,Fall,90,0
OBS-010,1997-10-12,1997,Fall,1,0
OBS-010,1997-10-12,1997,Fall,2,0
OBS-010,1997-10-12,1997,Fall,3,1
OBS-010,1997-10-12,1997,Fall,4,1
OBS-010,1997-10-12,1997,Fall,5,0
OBS-010,1997-10-12,1997,Fall,6,0
OBS-010,1997-10-12,1997,Fall,7,0
OBS-010,1997-10-12,1997,Fall,8,0
OBS-010,1997-10-12,1997,Fall,9,0
OBS-010,1997-10-12,1997,Fall,10,0
OBS-010,1997-10-12,1997,Fall,11,0
OBS-010,1997-10-12,1997,Fall,12,0
OBS-010,1997-10-12,1997,Fall,13,0
OBS-010,1997-10-12,1997,Fall,14,0
OBS-010,1997-10-12,1997,Fall,15,0
OBS-010,1997-10-12,1997,Fall,16,0
OBS-010,1997-10-12,1997,Fall,17,0
OBS-010,1997-10-12,1997,Fall,18,0
OBS-010,1997-10-12,1997,Fall,19,0
OBS-010,1997-10-12,1997,Fall,20,0
OBS-010,1997-10-12,1997,Fall,21,0
OBS-010,1997-10-12,1997,Fall,22,0
OBS-010,1997-10-12,1997,Fall,23,0
OBS-010,1997-10-12,1997,Fall,24,0
OBS-010,1997-10-12,1997,Fall,25,0
OBS-010,1997-10-12,1997,Fall,26,0
OBS-010,1997-10-12,1997,Fall,27,0
OBS-010,1997-10-12,1997,Fall,28,0
OBS-010,1997-10-12,1997,Fall,29,0
OBS-010,1997-10-12,1997,Fall,30,0
OBS-010,1997-10-12,1997,Fall,31,0
OBS-010,1997-10-12,1997,Fall,32,0
OBS-010,1997-10-12,1997,Fall,33,0
OBS-010,1997-10-12,1997,Fall,34,0
OBS-010,1997-10-12,1997,Fall,35,0
OBS-010,1997-10-12,1997,Fall,36,0
OBS-010,1997-10-12,1997,Fall,37,0
OBS-010,1997-10-12,1997,Fall,38,0
OBS-010,1997-10-12,1997,Fall,39,0
OBS-010,1997-10-12,1997,Fall,40,0
OBS-010,1997-10-12,1997,Fall,41,0
OBS-010,1997-10-12,1997,Fall,42,0
OBS-010,1997-10-12,1997,Fall,43,0
OBS-010,1997-10-12,1997,Fall,44,0
OBS-010,1997-10-12,1997,Fall,45,0
OBS-010,1997-10-12,1997,Fall,46,0
OBS-010,1997-10-12,1997,Fall,47,0
OBS-010,1997-10-12,1997,Fall,48,0
OBS-010,1997-10-12,1997,Fall,49,0
OBS-010,1997-10-12,1997,Fall,50,0
OBS-010,1997-10-12,1997,Fall,51,0
OBS-010,1997-10-12,1997,Fall,52,0
OBS-010,1997-10-12,1997,Fall,53,0
OBS-010,1997-10-12,1997,Fall,54,0
OBS-010,1997-10-12,1997,Fall,55,0
OBS-010,1997-10-12,1997,Fall,56,0
OBS-010,1997-10-12,1997,Fall,57,0
OBS-010,1997-10-12,1997,Fall,58,0
OBS-010,1997-10-12,1997,Fall,59,0
OBS-010,1997-10-12,1997,Fall,60,0
OBS-010,1997-10-12,1997,Fall,61,0
OBS-010,1997-10-12,1997,Fall,62,0
OBS-010,1997-10-12,1997,Fall,63,0
OBS-010,1997-10-12,1997,Fall,64,0
OBS-010,1997-10-12,1997,Fall,65,0
OBS-010,1997-10-12,1997,Fall,66,0
OBS-010,1997-10-12,1997,Fall,67,0
OBS-010,1997-10-12,1997,Fall,68,0
OBS-010,1997-10-12,1997,Fall,69,0
OBS-010,1997-10-12,1997,Fall,70,0
OBS-010,1997-10-12,1997,Fall,71,0
OBS-010,1997-10-12,1997,Fall,72,0
OBS-010,1997-10-12,1997,Fall,73,0
OBS-010,1997-10-12,1997,Fall,74,0
OBS-010,1997-10-12,1997,Fall,75,0
OBS-010,1997-10-12,1997,Fall,76,0
OBS-010,1997-10-12,1997,Fall,77,0
OBS-010,1997-10-12,1997,Fall,78,0
OBS-010,1997-10-12,1997,Fall,79,0
OBS-010,1997-10-12,1997,Fall,80,0
OBS-010,1997-10-12,1997,Fall,81,0
OBS-010,1997-10-12,1997,Fall,82,0
OBS-010,1997-10-12,1997,Fall,83,0
OBS-010,1997-10-12,1997,Fall,84,0
OBS-010,1997-10-12,1997,Fall,85,0
OBS-010,1997-10-12,1997,Fall,86,0
OBS-010,1997-10-12,1997,Fall,87,0
OBS-010,1997-10-12,1997,Fall,88,0
OBS-010,1997-10-12,1997,Fall,89,0
OBS-010,1997-10-12,1997,Fall,90,0
OBS-011,1998-10-02,1998,Fall,1,1
OBS-011,1998-10-02,1998,Fall,2,1
OBS-011,1998-10-02,1998,Fall,3,1
OBS-011,1998-10-02,1998,Fall,4,1
OBS-011,1998-10-02,1998,Fall,5,1
OBS-011,1998-10-02,1998,Fall,6,0
OBS-011,1998-10-02,1998,Fall,7,
OBS-011,1998-10-02,1998,Fall,8,
OBS-011,1998-10-02,1998,Fall,9,
OBS-011,1998-10-02,1998,Fall,10,
OBS-011,1998-10-02,1998,Fall,11,
OBS-011,1998-10-02,1998,Fall,12,
OBS-011,1998-10-02,1998,Fall,13,0
OBS-011,1998-10-02,1998,Fall,14,0
OBS-011,1998-10-02,1998,Fall,15,1
OBS-011,1998-10-02,1998,Fall,16,1
OBS-011,1998-10-02,1998,Fall,17,1
OBS-011,1998-10-02,1998,Fall,18,0
OBS-011,1998-10-02,1998,Fall,19,0
OBS-011,1998-10-02,1998,Fall,20,0
OBS-011,1998-10-02,1998,Fall,21,0
OBS-011,1998-10-02,1998,Fall,22,0
OBS-011,1998-10-02,1998,Fall,23,0
OBS-011,1998-10-02,1998,Fall,24,0
OBS-011,1998-10-02,1998,Fall,25,0
OBS-011,1998-10-02,1998,Fall,26,0
OBS-011,1998-10-02,1998,Fall,27,0
OBS-011,1998-10-02,1998,Fall,28,0
OBS-011,1998-10-02,1998,Fall,29,0
OBS-011,1998-10-02,1998,Fall,30,0
OBS-011,1998-10-02,1998,Fall,31,0
OBS-011,1998-10-02,1998,Fall,32,0
OBS-011,1998-10-02,1998,Fall,33,0
OBS-011,1998-10-02,1998,Fall,34,0
OBS-011,1998-10-02,1998,Fall,35,0
OBS-011,1998-10-02,1998,Fall,36,0
OBS-011,1998-10-02,1998,Fall,37,0
OBS-011,1998-10-02,1998,Fall,38,0
OBS-011,1998-10-02,1998,Fall,39,0
OBS-011,1998-10-02,1998,Fall,40,0
OBS-011,1998-10-02,1998,Fall,41,0
OBS-011,1998-10-02,1998,Fall,42,0
OBS-011,1998-10-02,1998,Fall,43,0
OBS-011,1998-10-02,1998,Fall,44,0
OBS-011,1998-10-02,1998,Fall,45,0
OBS-011,1998-10-02,1998,Fall,46,0
OBS-011,1998-10-02,1998,Fall,47,0
OBS-011,1998-10-02,1998,Fall,48,0
OBS-011,1998-10-02,1998,Fall,49,0
OBS-011,1998-10-02,1998,Fall,50,0
OBS-011,1998-10-02,1998,Fall,51,0
OBS-011,1998-10-02,1998,Fall,52,0
OBS-011,1998-10-02,1998,Fall,53,0
OBS-011,1998-10-02,1998,Fall,54,0
OBS-011,1998-10-02,1998,Fall,55,0
OBS-011,1998-10-02,1998,Fall,56,0
OBS-011,1998-10-02,1998,Fall,57,0
OBS-011,1998-10-02,1998,Fall,58,0
OBS-011,1998-10-02,1998,Fall,59,0
OBS-011,1998-10-02,1998,Fall,60,0
OBS-011,1998-10-02,1998,Fall,61,0
OBS-011,1998-10-02,1998,Fall,62,0
OBS-011,1998-10-02,1998,Fall,63,0
OBS-011,1998-10-02,1998,Fall,64,0
OBS-011,1998-10-02,1998,Fall,65,0
OBS-011,1998-10-02,1998,Fall,66,0
OBS-011,1998-10-02,1998,Fall,67,0
OBS-011,1998-10-02,1998,Fall,68,0
OBS-011,1998-10-02,1998,Fall,69,0
OBS-011,1998-10-02,1998,Fall,70,0
OBS-011,1998-10-02,1998,Fall,71,0
OBS-011,1998-10-02,1998,Fall,72,0
OBS-011,1998-10-02,1998,Fall,73,0
OBS-011,1998-10-02,1998,Fall,74,0
OBS-011,1998-10-02,1998,Fall,75,0
OBS-011,1998-10-02,1998,Fall,76,0
OBS-011,1998-10-02,1998,Fall,77,0
OBS-011,1998-10-02,1998,Fall,78,0
OBS-011,1998-10-02,1998,Fall,79,0
OBS-011,1998-10-02,1998,Fall,80,0
OBS-011,1998-10-02,1998,Fall,81,0
OBS-011,1998-10-02,1998,Fall,82,0
OBS-011,1998-10-02,1998,Fall,83,0
OBS-011,1998-10-02,1998,Fall,84,0
OBS-011,1998-10-02,1998,Fall,85,0
OBS-011,1998-10-02,1998,Fall,86,0
OBS-011,1998-10-02,1998,Fall,87,0
OBS-011,1998-10-02,1998,Fall,88,0
OBS-011,1998-10-02,1998,Fall,89,0
OBS-011,1998-10-02,1998,Fall,90,0
OBS-012,2004-05-25,2004,Spring,1,1
OBS-012,2004-05-25,2004,Spring,2,1
OBS-012,2004-05-25,2004,Spring,3,1
OBS-012,2004-05-25,2004,Spring,4,1
OBS-012,2004-05-25,2004,Spring,5,1
OBS-012,2004-05-25,2004,Spring,6,1
OBS-012,2004-05-25,2004,Spring,7,0
OBS-012,2004-05-25,2004,Spring,8,1
OBS-012,2004-05-25,2004,Spring,9,1
OBS-012,2004-05-25,2004,Spring,10,1
OBS-012,2004-05-25,2004,Spring,11,1
OBS-012,2004-05-25,2004,Spring,12,1
OBS-012,2004-05-25,2004,Spring,13,1
OBS-012,2004-05-25,2004,Spring,14,0
OBS-012,2004-05-25,2004,Spring,15,0
OBS-012,2004-05-25,2004,Spring,16,0
OBS-012,2004-05-25,2004,Spring,17,1
OBS-012,2004-05-25,2004,Spring,18,1
OBS-012,2004-05-25,2004,Spring,19,0
OBS-012,2004-05-25,2004,Spring,20,0
OBS-012,2004-05-25,2004,Spring,21,0
OBS-012,2004-05-25,2004,Spring,22,0
OBS-012,2004-05-25,2004,Spring,23,0
OBS-012,2004-05-25,2004,Spring,24,0
OBS-012,2004-05-25,2004,Spring,25,0
OBS-012,2004-05-25,2004,Spring,26,0
OBS-012,2004-05-25,2004,Spring,27,1
OBS-012,2004-05-25,2004,Spring,28,0
OBS-012,2004-05-25,2004,Spring,29,1
OBS-012,2004-05-25,2004,Spring,30,0
OBS-012,2004-05-25,2004,Spring,31,0
OBS-012,2004-05-25,2004,Spring,32,0
OBS-012,2004-05-25,2004,Spring,33,1
OBS-012,2004-05-25,2004,Spring,34,1
OBS-012,2004-05-25,2004,Spring,35,1
OBS-012,2004-05-25,2004,Spring,36,1
OBS-012,2004-05-25,2004,Spring,37,1
OBS-012,2004-05-25,2004,Spring,38,0
OBS-012,2004-05-25,2004,Spring,39,0
OBS-012,2004-05-25,2004,Spring,40,0
OBS-012,2004-05-25,2004,Spring,41,0
OBS-012,2004-05-25,2004,Spring,42,0
OBS-012,2004-05-25,2004,Spring,43,0
OBS-012,2004-05-25,2004,Spring,44,0
OBS-012,2004-05-25,2004,Spring,45,0
OBS-012,2004-05-25,2004,Spring,46,1
OBS-012,2004-05-25,2004,Spring,47,1
OBS-012,2004-05-25,2004,Spring,48,1
OBS-012,2004-05-25,2004,Spring,49,1
OBS-012,2004-05-25,2004,Spring,50,1
OBS-012,2004-05-25,2004,Spring,51,1
OBS-012,2004-05-25,2004,Spring,52,1
OBS-012,2004-05-25,2004,Spring,53,1
OBS-012,2004-05-25,2004,Spring,54,1
OBS-012,2004-05-25,2004,Spring,55,1
OBS-012,2004-05-25,2004,Spring,56,1
OBS-012,2004-05-25,2004,Spring,57,1
OBS-012,2004-05-25,2004,Spring,58,1
OBS-012,2004-05-25,2004,Spring,59,0
OBS-012,2004-05-25,2004,Spring,60,0
OBS-012,2004-05-25,2004,Spring,61,0
OBS-012,2004-05-25,2004,Spring,62,0
OBS-012,2004-05-25,2004,Spring,63,0
OBS-012,2004-05-25,2004,Spring,64,0
OBS-012,2004-05-25,2004,Spring,65,0
OBS-012,2004-05-25,2004,Spring,66,1
OBS-012,2004-05-25,2004,Spring,67,1
OBS-012,2004-05-25,2004,Spring,68,0
OBS-012,2004-05-25,2004,Spring,69,0
OBS-012,2004-05-25,2004,Spring,70,0
OBS-012,2004-05-25,2004,Spring,71,0
OBS-012,2004-05-25,2004,Spring,72,0
OBS-012,2004-05-25,2004,Spring,73,0
OBS-012,2004-05-25,2004,Spring,74,0
OBS-012,2004-05-25,2004,Spring,75,0
OBS-012,2004-05-25,2004,Spring,76,0
OBS-012,2004-05-25,2004,Spring,77,1
OBS-012,2004-05-25,2004,Spring,78,1
OBS-012,2004-05-25,2004,Spring,79,1
OBS-012,2004-05-25,2004,Spring,80,1
OBS-012,2004-05-25,2004,Spring,81,1
OBS-012,2004-05-25,2004,Spring,82,1
OBS-012,2004-05-25,2004,Spring,83,1
OBS-012,2004-05-25,2004,Spring,84,1
OBS-012,2004-05-25,2004,Spring,85,1
OBS-012,2004-05-25,2004,Spring,86,1
OBS-012,2004-05-25,2004,Spring,87,1
OBS-012,2004-05-25,2004,Spring,88,1
OBS-012,2004-05-25,2004,Spring,89,0
OBS-012,2004-05-25,2004,Spring,90,0
OBS-013,2005-09-01,2005,Fall,1,0
OBS-013,2005-09-01,2005,Fall,2,0
OBS-013,2005-09-01,2005,Fall,3,0
OBS-013,2005-09-01,2005,Fall,4,0
OBS-013,2005-09-01,2005,Fall,5,0
OBS-013,2005-09-01,2005,Fall,6,0
OBS-013,2005-09-01,2005,Fall,7,0
OBS-013,2005-09-01,2005,Fall,8,0
OBS-013,2005-09-01,2005,Fall,9,0
OBS-013,2005-09-01,2005,Fall,10,0
OBS-013,2005-09-01,2005,Fall,11,0
OBS-013,2005-09-01,2005,Fall,12,0
OBS-013,2005-09-01,2005,Fall,13,0
OBS-013,2005-09-01,2005,Fall,14,0
OBS-013,2005-09-01,2005,Fall,15,0
OBS-013,2005-09-01,2005,Fall,16,0
OBS-013,2005-09-01,2005,Fall,17,0
OBS-013,2005-09-01,2005,Fall,18,0
OBS-013,2005-09-01,2005,Fall,19,0
OBS-013,2005-09-01,2005,Fall,20,0
OBS-013,2005-09-01,2005,Fall,21,0
OBS-013,2005-09-01,2005,Fall,22,0
OBS-013,2005-09-01,2005,Fall,23,0
OBS-013,2005-09-01,2005,Fall,24,0
OBS-013,2005-09-01,2005,Fall,25,0
OBS-013,2005-09-01,2005,Fall,26,0
OBS-013,2005-09-01,2005,Fall,27,0
OBS-013,2005-09-01,2005,Fall,28,0
OBS-013,2005-09-01,2005,Fall,29,0
OBS-013,2005-09-01,2005,Fall,30,0
OBS-013,2005-09-01,2005,Fall,31,0
OBS-013,2005-09-01,2005,Fall,32,0
OBS-013,2005-09-01,2005,Fall,33,0
OBS-013,2005-09-01,2005,Fall,34,0
OBS-013,2005-09-01,2005,Fall,35,0
OBS-013,2005-09-01,2005,Fall,36,0
OBS-013,2005-09-01,2005,Fall,37,0
OBS-013,2005-09-01,2005,Fall,38,0
OBS-013,2005-09-01,2005,Fall,39,0
OBS-013,2005-09-01,2005,Fall,40,0
OBS-013,2005-09-01,2005,Fall,41,0
OBS-013,2005-09-01,2005,Fall,42,0
OBS-013,2005-09-01,2005,Fall,43,0
OBS-013,2005-09-01,2005,Fall,44,0
OBS-013,2005-09-01,2005,Fall,45,0
OBS-013,2005-09-01,2005,Fall,46,0
OBS-013,2005-09-01,2005,Fall,47,0
OBS-013,2005-09-01,2005,Fall,48,0
OBS-013,2005-09-01,2005,Fall,49,0
OBS-013,2005-09-01,2005,Fall,50,0
OBS-013,2005-09-01,2005,Fall,51,0
OBS-013,2005-09-01,2005,Fall,52,0
OBS-013,2005-09-01,2005,Fall,53,0
OBS-013,2005-09-01,2005,Fall,54,0
OBS-013,2005-09-01,2005,Fall,55,0
OBS-013,2005-09-01,2005,Fall,56,0
OBS-013,2005-09-01,2005,Fall,57,0
OBS-013,2005-09-01,2005,Fall,58,0
OBS-013,2005-09-01,2005,Fall,59,0
OBS-013,2005-09-01,2005,Fall,60,0
OBS-013,2005-09-01,2005,Fall,61,0
OBS-013,2005-09-01,2005,Fall,62,0
OBS-013,2005-09-01,2005,Fall,63,0
OBS-013,2005-09-01,2005,Fall,64,0
OBS-013,2005-09-01,2005,Fall,65,0
OBS-013,2005-09-01,2005,Fall,66,0
OBS-013,2005-09-01,2005,Fall,67,0
OBS-013,2005-09-01,2005,Fall,68,0
OBS-013,2005-09-01,2005,Fall,69,0
OBS-013,2005-09-01,2005,Fall,70,0
OBS-013,2005-09-01,2005,Fall,71,0
OBS-013,2005-09-01,2005,Fall,72,0
OBS-013,2005-09-01,2005,Fall,73,0
OBS-013,2005-09-01,2005,Fall,74,0
OBS-013,2005-09-01,2005,Fall,75,0
OBS-013,2005-09-01,2005,Fall,76,0
OBS-013,2005-09-01,2005,Fall,77,0
OBS-013,2005-09-01,2005,Fall,78,0
OBS-013,2005-09-01,2005,Fall,79,0
OBS-013,2005-09-01,2005,Fall,80,0
OBS-013,2005-09-01,2005,Fall,81,0
OBS-013,2005-09-01,2005,Fall,82,0
OBS-013,2005-09-01,2005,Fall,83,0
