Coords,domain_id,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor,edit_date,notes,hotspot,Shape_Length,Shape_Area,MEAN_LRR,STD_LRR,N_TRANSECTS,MIN_LRR,MAX_LRR
3957814,118,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-2.988000000000000,0.737949862795570,5,-3.890000000000000,-2.150000000000000
3958316,119,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-5.837500000000000,0.878839196516253,4,-6.650000000000000,-4.760000000000000
3958817,120,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,-7.710000000000000,0.240416305603426,2,-7.880000000000000,-7.540000000000000
3959317,121,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3959820,122,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3960322,123,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3960824,124,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3961330,125,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3961831,126,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3962332,127,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3962835,128,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3963338,129,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3963842,130,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3964343,131,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3964844,132,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3965347,133,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3965850,134,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3966353,135,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
3966855,136,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,5000.000000000000000,1000000.000000000000000,,,,,
