transect_id,alongshore_m,domain,origin_y,dist_from_groin_m,n_obs,slope_m_yr,intercept,r_squared,se_slope,nourishment_zone
usa_NC_0033_0087,18409.630732829693,29.0,3913047.4899161183,11630.62689581842,3,-0.8963534692542681,1770.8464890750888,0.9999999607878617,0.00017749641072297814,False
usa_NC_0033_0088,18461.16794690619,29.0,3913098.9830903863,11682.164109894915,3,-0.9671746069880153,1912.5461751174228,0.999720974881512,0.016157982531447276,False
usa_NC_0033_0089,18511.86416427855,29.0,3913149.1137061045,11732.860327267277,3,-1.0550627094103973,2083.0791586967753,0.999997736801254,0.001587230907624406,False
usa_NC_0033_0090,18562.305565980118,29.0,3913198.0631244536,11783.301728968843,3,-1.0941985789520812,2153.941337917056,0.9998941512648934,0.01125801877706799,False
usa_NC_0033_0091,18612.8380671837,29.0,3913246.1098872423,11833.834230172426,3,-1.1068589623780452,2169.514079491487,0.9998925619772262,0.011473465674619168,False
usa_NC_0033_0092,18663.30306713882,29.0,3913295.286439039,11884.299230127544,3,-1.129958190170436,2210.2344542085193,0.9999964289211316,0.0021353195226761425,False
usa_NC_0033_0093,18714.716890317588,29.0,3913346.5948003875,11935.713053306314,3,-1.1219742798357355,2201.1803277204226,0.9999549341448848,0.007532107252455146,False
usa_NC_0033_0094,18765.209684664664,30.0,3913395.803676001,11986.20584765339,3,-1.1152583965495533,2185.0033888221164,0.9999997972572012,0.000502167109624853,False
usa_NC_0033_0095,18817.377140799406,30.0,3913447.970366101,12038.373303788132,3,-1.116817000033104,2196.6002288136638,0.999997482143753,0.001772140000036335,False
usa_NC_0033_0096,18868.365920961394,30.0,3913494.887765914,12089.36208395012,3,-1.0628739063683512,2079.5902642356173,0.9999011909759062,0.010565778631717492,False
usa_NC_0033_0097,18919.348038496704,30.0,3913545.477261257,12140.34420148543,3,-0.9775533046085588,1921.224379535452,0.9999989768546588,0.0009888019993615452,False
usa_NC_0033_0098,18970.469341153606,30.0,3913592.10918784,12191.465504142332,3,-0.8786920005931904,1719.4079650229428,0.9999971823493606,0.001474962084705858,False
usa_NC_0033_0099,19021.60899622518,30.0,3913642.991343001,12242.605159213905,3,-0.7772009111503763,1529.9828815835285,0.9999936213712369,0.0019629007891847562,False
usa_NC_0033_0100,19072.09356786535,30.0,3913692.8769895206,12293.089730854077,3,-0.7807273077102018,1538.8540149333571,0.9999959768877729,0.00156596235459153,False
usa_NC_0033_0101,19122.261677326547,30.0,3913741.0977459154,12343.257840315273,3,-0.7599288031776612,1493.5069870512611,0.9999984248041041,0.0009537631383112783,False
usa_NC_0033_0102,19172.612443937458,30.0,3913788.3211905467,12393.608606926184,3,-0.7701632148559967,1503.1930676629872,0.9998794308757314,0.008457207918463003,False
usa_NC_0033_0103,19222.791133271097,30.0,3913837.0169755444,12443.787296259823,3,-0.7381134377642493,1441.0658123119695,0.9999836069853065,0.0029885194438148185,False
usa_NC_0033_0104,19274.81562257985,31.0,3913889.041439078,12495.811785568574,3,-0.6960548878665977,1370.738553438083,0.9998611091777846,0.008203712344508724,False
usa_NC_0033_0105,19325.107191283834,31.0,3913935.999964326,12546.10335427256,3,-0.6076983468899811,1193.817403887318,0.9999651569428641,0.003587184775319494,False
usa_NC_0033_0106,19374.783995073303,31.0,3913983.2737378106,12595.780158062029,3,-0.6178671891516433,1210.2724267435676,0.9999694540796272,0.003414903015169516,False
usa_NC_0033_0107,19425.21988802219,31.0,3914033.5127819083,12646.216051010917,3,-0.6459038360253732,1272.3830840137205,0.9999532503915076,0.004416385798862015,False
usa_NC_0033_0108,19475.22072177095,31.0,3914083.004332232,12696.216884759677,3,-0.6118117371060644,1209.2591966407922,0.9999728032285395,0.003190673651888703,False
usa_NC_0033_0109,19524.86396457829,31.0,3914131.3361705975,12745.860127567015,3,-0.5726627812633067,1129.5220744545593,0.999974974396754,0.0028648155808117426,False
usa_NC_0033_0110,19575.694515146883,31.0,3914176.333523838,12796.690678135608,1,,,,,False
usa_NC_0033_0111,19625.50406749687,31.0,3914223.118063226,12846.500230485595,1,,,,,False
usa_NC_0033_0112,19675.499349207083,31.0,3914272.6229736856,12896.495512195808,1,,,,,False
usa_NC_0033_0113,19725.1235253043,31.0,3914320.328890004,12946.119688293027,1,,,,,False
usa_NC_0033_0114,19774.838151107593,31.0,3914369.0821791086,12995.834314096319,1,,,,,False
usa_NC_0033_0115,19824.577794650024,32.0,3914416.1221820014,13045.57395763875,1,,,,,False
usa_NC_0033_0116,19874.322224222207,32.0,3914463.171437497,13095.318387210933,1,,,,,False
usa_NC_0033_0117,19924.104673569997,32.0,3914512.194394782,13145.100836558722,1,,,,,False
usa_NC_0033_0118,19973.926268675586,32.0,3914561.351815113,13194.922431664312,1,,,,,False
usa_NC_0033_0119,20023.66141631883,32.0,3914610.361156727,13244.657579307557,1,,,,,False
usa_NC_0033_0120,20073.137580542436,32.0,3914657.938440986,13294.133743531162,3,-0.04513077363385813,97.32642024362931,0.9749256308432698,0.007237724400404363,False
usa_NC_0033_0121,20122.73339313802,32.0,3914704.9777946253,13343.729556126746,3,0.14030589062728593,-256.483857601817,0.9964384413933298,0.008388237447687017,False
usa_NC_0033_0122,20172.400203839323,32.0,3914751.821750191,13393.396366828048,2,3.086596536651731,-5988.66125074137,1.0,,False
usa_NC_0033_0123,20222.492817807717,32.0,3914801.7008359,13443.488980796443,2,12.183647630521634,-23689.302424847127,1.0,,False
usa_NC_0033_0124,20272.15054962647,32.0,3914850.728435836,13493.146712615195,2,-1.0800214881667032,2129.9051346765004,1.0,,False
usa_NC_0033_0125,20327.46208715518,33.0,3914904.737010718,13548.458250143907,3,0.48224285549445317,-887.1715782994949,0.9996447333579089,0.00909117832630183,False
usa_NC_0033_0126,20380.592983888117,33.0,3914957.4183938405,13601.589146876842,3,0.5592066426194332,-1018.1325909380682,0.9999797790532635,0.002514649470707923,False
usa_NC_0033_0127,20448.587039169564,33.0,3914994.086495399,13669.58320215829,2,-0.8902761329078538,1755.6221235178143,1.0,,False
usa_NC_0033_0128,20498.926943337618,33.0,3915039.879849347,13719.923106326343,2,6.894354429810124,-13407.310802011805,1.0,,False
usa_NC_0033_0129,20548.98110272234,33.0,3915086.144690754,13769.977265711066,2,0.6173265514669375,-1198.0523888601351,1.0,,False
usa_NC_0033_0130,20598.488920196934,33.0,3915134.029889138,13819.48508318566,2,2.116846896774335,-4114.203541622782,1.0,,False
usa_NC_0033_0131,20648.198146457416,33.0,3915183.199809221,13869.194309446142,2,-1.1593348741864997,2269.6394483596046,1.0,,False
usa_NC_0033_0132,20697.706840569786,33.0,3915231.088151451,13918.703003558512,2,-3.6012360683186637,7024.341983007831,1.0,,False
usa_NC_0033_0133,20747.23532668551,33.0,3915278.967257417,13968.231489674235,2,-0.4322257238670573,858.4202931367865,1.0,,False
usa_NC_0033_0134,20796.779602453717,33.0,3915327.4759311206,14017.775765442442,2,-3.4878985640280833,6809.974327318061,1.0,,False
usa_NC_0033_0135,20847.115312184465,33.0,3915373.5760529665,14068.111475173191,2,4.954194809763888,-9626.133001111582,1.0,,False
usa_NC_0033_0136,20896.66429148641,34.0,3915421.511510413,14117.660454475135,2,9.105122318501174,-17701.775830886894,1.0,,False
usa_NC_0033_0137,20946.317905619,34.0,3915470.5158204646,14167.314068607724,2,6.023534227304223,-11696.397611333701,1.0,,False
usa_NC_0033_0138,20995.863379837636,34.0,3915518.5020082546,14216.859542826362,2,3.3078608983135664,-6407.94625468619,1.0,,False
usa_NC_0033_0139,21045.40746470498,34.0,3915566.971539943,14266.403627693704,2,4.565004044337859,-8849.527216471579,1.0,,False
usa_NC_0033_0140,21095.083142012347,34.0,3915616.0820550723,14316.079305001072,2,3.7788834916827416,-7311.046392612131,1.0,,False
usa_NC_0033_0141,21144.708403560046,34.0,3915665.0494107106,14365.704566548771,2,-0.3724943476929287,777.7984663861012,1.0,,False
usa_NC_0033_0142,21194.3385913575,34.0,3915712.623688527,14415.334754346226,2,1.937812711398638,-3714.733238123615,1.0,,False
usa_NC_0033_0143,21244.01798218556,34.0,3915760.052186492,14465.014145174286,2,1.0559682826824257,-2001.1721507316238,1.0,,False
usa_NC_0033_0144,21293.521119608136,34.0,3915807.2628495125,14514.517282596862,2,4.696451393027759,-9089.631371431653,1.0,,False
usa_NC_0033_0145,21342.912336877373,34.0,3915854.8850701237,14563.908499866098,2,1.055437279501017,-2005.439965821854,1.0,,False
usa_NC_0033_0146,21392.42495060597,35.0,3915902.173093552,14613.421113594697,2,2.6435458941586547,-5098.562544466478,1.0,,False
usa_NC_0033_0147,21441.77612388317,35.0,3915950.505457378,14662.772286871896,2,3.801819440997257,-7347.991696756515,1.0,,False
usa_NC_0033_0148,21491.40544639127,35.0,3915999.852715462,14712.401609379995,2,8.587549366359415,-16653.18412447231,1.0,,False
usa_NC_0033_0149,21540.80750157495,35.0,3916048.3325894773,14761.803664563675,2,7.963221366109113,-15433.334232895248,1.0,,False
usa_NC_0033_0150,21590.575740007476,35.0,3916096.2985457215,14811.571902996202,2,3.652277688262473,-7045.845627166022,1.0,,False
usa_NC_0033_0151,21640.262934295402,35.0,3916144.7650267277,14861.259097284128,2,4.601981456272186,-8894.567564938878,1.0,,False
usa_NC_0033_0152,21690.167967376612,35.0,3916192.4001262877,14911.164130365338,2,7.529413533449038,-14597.169800746731,1.0,,False
usa_NC_0033_0153,21739.878297040425,35.0,3916240.71710486,14960.87446002915,2,2.449364123108175,-4711.5840606951915,1.0,,False
usa_NC_0033_0154,21789.738602875757,35.0,3916288.502736602,15010.734765864483,2,-0.8207002006757305,1649.8355411296016,1.0,,False
usa_NC_0033_0155,21839.458544345685,35.0,3916337.4769227137,15060.454707334411,2,7.036830530479414,-13638.737979180383,1.0,,False
usa_NC_0033_0156,21888.944183245774,35.0,3916386.257309115,15109.9403462345,2,4.4304446400507755,-8563.398428949196,1.0,,False
usa_NC_0033_0157,21938.283175351997,36.0,3916434.155475776,15159.279338340722,2,5.386870198140197,-10425.031821287957,1.0,,False
usa_NC_0033_0158,21987.59328243926,36.0,3916482.292135532,15208.589445427984,2,3.212644035998069,-6196.282585284056,1.0,,False
usa_NC_0033_0159,22036.901515424983,36.0,3916530.4679922936,15257.897678413708,2,5.202629702538753,-10072.403634443817,1.0,,False
usa_NC_0033_0160,22086.209497926484,36.0,3916578.990517727,15307.20566091521,2,3.2666836183745693,-6305.615219880166,1.0,,False
usa_NC_0033_0161,22135.524995434473,36.0,3916627.629732043,15356.521158423198,2,2.2378825851919255,-4303.753995330762,1.0,,False
usa_NC_0033_0162,22185.357286704366,36.0,3916674.617191572,15406.353449693092,2,3.7229838171893306,-7198.526427944305,1.0,,False
usa_NC_0033_0163,22234.775080288244,36.0,3916723.6730643697,15455.77124327697,2,6.179558106832966,-11970.188161048645,1.0,,False
usa_NC_0033_0164,22284.08103180443,36.0,3916771.5082707372,15505.077194793157,2,6.9634089848848415,-13492.153187432945,1.0,,False
usa_NC_0033_0165,22332.896586460476,36.0,3916819.3083970584,15553.892749449202,2,-2.1597905516559313,4266.274316775452,1.0,,False
usa_NC_0033_0166,22381.726088271636,36.0,3916867.007896776,15602.722251260362,2,2.0359239996271525,-3894.1547239541324,1.0,,False
usa_NC_0033_0167,22430.535325387387,37.0,3916914.831665542,15651.531488376113,2,2.1711703264487765,-4157.938234087614,1.0,,False
usa_NC_0033_0168,22479.39046421054,37.0,3916962.446383292,15700.386627199267,2,5.017538837509268,-9697.407526726905,1.0,,False
usa_NC_0033_0169,22528.26110002607,37.0,3917010.3934914917,15749.257263014795,2,4.402769285141543,-8495.926418082734,1.0,,False
usa_NC_0033_0170,22577.21966169287,37.0,3917058.4795991797,15798.215824681596,2,4.793122629541642,-9257.282055984459,1.0,,False
usa_NC_0033_0171,22626.278961298307,37.0,3917106.225349466,15847.275124287033,2,4.723562827658364,-9126.095405414571,1.0,,False
usa_NC_0033_0172,22675.27691567571,37.0,3917154.891005818,15896.273078664435,2,2.738593636236083,-5260.469324286141,1.0,,False
usa_NC_0033_0173,22724.229180173472,37.0,3917203.413896226,15945.225343162198,2,-2.502171444965171,4940.333836088028,1.0,,False
usa_NC_0033_0174,22773.336799137145,37.0,3917252.407190038,15994.33296212587,2,3.3250969427167187,-6399.01126847451,1.0,,False
usa_NC_0033_0175,22822.779994531356,37.0,3917299.6565712206,16043.776157520082,2,3.8756231589703276,-7474.254475483306,1.0,,False
usa_NC_0033_0176,22873.559821779763,37.0,3917350.0489538116,16094.555984768489,2,3.4049008998893986,-6544.944178211858,1.0,,False
usa_NC_0033_0177,22923.970322392557,37.0,3917396.6120873606,16144.966485381283,2,2.9715921442401743,-5710.0416440900335,1.0,,False
usa_NC_0033_0178,22972.926536650826,38.0,3917444.6592546985,16193.922699639552,2,3.6949809961701026,-7115.559351879962,1.0,,False
usa_NC_0033_0179,23021.834859665578,38.0,3917493.2748863366,16242.831022654304,3,0.8216615173994959,-1515.4094192661244,0.999919984488197,0.007350170557188377,False
usa_NC_0033_0180,23070.742676225844,38.0,3917541.9573343755,16291.73883921457,3,0.8299336114712303,-1525.294039818055,0.9999781552183632,0.0038790193936791817,False
usa_NC_0033_0181,23119.62532523919,38.0,3917590.4362707054,16340.621488227916,3,0.7487904472762872,-1363.569124119614,0.9999696442113011,0.00412560502691761,False
usa_NC_0033_0182,23168.567074836734,38.0,3917639.184546008,16389.56323782546,3,0.6750447280430043,-1213.2824385789652,0.9990203562225483,0.021138758306394653,False
usa_NC_0033_0183,23217.60882588043,38.0,3917687.190098199,16438.604988869156,3,0.5942928467065487,-1056.5295529417574,0.9999550163354727,0.003986003603522928,False
usa_NC_0033_0184,23266.593202181877,38.0,3917736.079706367,16487.589365170603,3,0.5049363187719861,-880.6299991010135,0.9999748971025043,0.002529903681043836,False
usa_NC_0033_0185,23315.37983613861,38.0,3917784.6011358663,16536.375999127336,3,0.392363882523435,-663.0855884889808,0.9972628171271282,0.02055588204367636,False
usa_NC_0033_0186,23363.927334642463,38.0,3917832.8146033855,16584.92349763119,3,0.389940351253516,-655.5668719935994,0.9999694150928051,0.002156544397831119,False
usa_NC_0033_0187,23412.480981341225,38.0,3917880.9552597534,16633.47714432995,3,0.3723891434031646,-622.6324602100888,0.9995559780680636,0.007848662632118088,False
usa_NC_0033_0188,23461.048250368458,39.0,3917929.384210417,16682.044413357184,3,0.3475446149155448,-573.6324595830622,0.9999920977286987,0.000976985791047275,False
usa_NC_0033_0189,23509.593340374337,39.0,3917977.8036957183,16730.589503363062,3,0.3769017651638396,-626.2442960801014,0.9999509615151089,0.0026394129430901666,False
usa_NC_0033_0190,23558.076185846265,39.0,3918026.1434764904,16779.07234883499,3,0.4095335456597394,-685.5629900381496,0.9992438940721304,0.011265359392031752,False
usa_NC_0033_0191,23606.571924831187,39.0,3918074.5012213294,16827.568087819913,3,0.4571566463398215,-774.0477800747011,0.9985048569064138,0.017690142316069107,False
usa_NC_0033_0192,23655.1001971431,39.0,3918122.950501601,16876.096360131825,3,0.5367891714336865,-923.6859205575244,0.9995982290102459,0.010761685467451227,False
usa_NC_0033_0193,23703.68305839841,39.0,3918171.504115543,16924.679221387134,3,0.5531099332917618,-952.9367921161506,0.9998399102441061,0.006998871099781451,False
usa_NC_0033_0194,23752.48825277192,39.0,3918219.818537209,16973.484415760646,3,0.5235557743213524,-901.8765904246218,0.9998271663689552,0.006883583968130907,False
usa_NC_0033_0195,23801.24092573542,39.0,3918268.4910218497,17022.237088724145,3,0.4975148371344389,-853.6696860497291,0.9999745150300586,0.0025116182722331347,False
usa_NC_0033_0196,23850.01795214543,39.0,3918316.972430423,17071.014115134156,3,0.43588103710732806,-736.2997840013702,0.9994771300868676,0.00996961463058544,False
usa_NC_0033_0197,23898.820202100156,39.0,3918365.750116998,17119.816365088882,3,0.34614482365495736,-560.2303782038023,0.9988201501653399,0.011896728810810168,False
usa_NC_0033_0198,23947.58747122053,40.0,3918414.3591523985,17168.583634209255,3,0.2604046594293209,-395.71008356690294,0.9998739698563558,0.0029235689128551626,False
usa_NC_0033_0199,23996.372202109975,40.0,3918462.957953434,17217.3683650987,3,0.20026165457615222,-279.94615162431506,0.9964308586036732,0.011985498236566383,False
usa_NC_0033_0200,24045.325802899504,40.0,3918511.8557807696,17266.32196588823,3,0.18507133175364618,-247.24031745214637,0.9980813414644878,0.008114374108713308,False
usa_NC_0033_0201,24094.577927209193,40.0,3918561.0994532946,17315.57409019792,3,0.19528373369925842,-261.9812349320889,0.999092529593667,0.005885446952623694,False
usa_NC_0033_0202,24143.79617893799,40.0,3918610.172300309,17364.792341926717,3,0.18066225134280237,-232.84738996435811,0.9995893083597975,0.003661968027414628,False
usa_NC_0033_0203,24193.38115958761,40.0,3918659.6433953834,17414.377322576336,3,0.14065236107565574,-149.8276242144069,0.9976162693273748,0.006875334901393904,False
usa_NC_0033_0204,24242.651815480986,40.0,3918708.6372935325,17463.64797846971,3,0.11946739730405653,-110.54035984192345,0.9975040613744962,0.0059759783716230325,False
usa_NC_0033_0205,24291.942212031743,40.0,3918757.926121357,17512.93837502047,3,0.07426384260630689,-26.342787706837484,0.9973150470733125,0.0038532711352933543,False
usa_NC_0033_0206,24341.440104823072,40.0,3918807.201073896,17562.436267811798,3,0.01922508990941049,74.05304621280479,0.8346131927530305,0.008558076977594132,False
usa_NC_0033_0207,24391.126944181113,40.0,3918856.6112891366,17612.12310716984,3,-0.031438633468382673,173.9555533839214,0.998288006758869,0.0013019273682218586,False
usa_NC_0033_0208,24440.73426542725,41.0,3918906.1480598305,17661.730428415976,3,-0.022384228867038416,158.88206750555338,0.9682754207199461,0.004051731142181524,False
usa_NC_0033_0209,24490.400648497292,41.0,3918955.8140262403,17711.396811486018,3,-0.014453809523219384,146.34185812621087,0.8414062980136922,0.006275125505381271,False
usa_NC_0033_0210,24540.003806923196,41.0,3919005.303272083,17760.99996991192,3,-0.008747673491750001,134.98619052392138,0.9227515535160123,0.0025310169241523676,False
usa_NC_0033_0211,24590.026884741543,41.0,3919054.5311484006,17811.02304773027,3,0.040462042913339505,33.15343948649047,0.9973215295268555,0.002096880305684446,False
usa_NC_0033_0212,24639.725611365917,41.0,3919104.209534746,17860.721774354643,3,0.029197240607166126,55.42462455101708,0.9963911066429163,0.0017571705338260489,False
usa_NC_0033_0213,24691.16680930384,41.0,3919153.188543827,17912.162972292565,3,0.036904738333183536,22.344151439596217,0.9898093743511686,0.0037446115552866484,False
usa_NC_0033_0214,24740.849022935894,41.0,3919202.8689138377,17961.84518592462,3,0.004827484083964615,80.44710389900537,0.10753605225063279,0.013907182271730269,False
usa_NC_0033_0215,24790.90852174645,41.0,3919252.8961280826,18011.904684735175,3,-0.060931823400172655,206.3080965518404,0.9881029794019042,0.006685935414575753,False
usa_NC_0033_0216,24841.13831782928,41.0,3919303.080534989,18062.134480818007,3,-0.1640006430981246,410.07299534275154,0.9903711350297774,0.016170897049884916,False
usa_NC_0033_0217,24891.658675166924,41.0,3919352.8214414273,18112.65483815565,3,-0.14874262484344256,375.95722196068175,0.9999619391406864,0.0009176625338440188,False
usa_NC_0033_0218,24941.70724714762,41.0,3919402.7976333406,18162.703410136346,3,-0.2123332329951776,493.92866940640755,0.9991906632628056,0.006043081005969667,False
usa_NC_0033_0219,24991.851136299087,42.0,3919452.6347388243,18212.847299287812,3,-0.19642994599949237,456.70130067706714,0.993502795219393,0.015884971068617703,False
usa_NC_0033_0220,25042.06841650855,42.0,3919502.795730671,18263.064579497277,3,-0.20571568017092132,477.392325965453,0.999919336789371,0.0018476625854435937,False
usa_NC_0033_0221,25092.512473226856,42.0,3919552.5040895073,18313.50863621558,3,-0.19809018822597915,454.53985210560785,0.999136758276561,0.005822596670953542,False
usa_NC_0033_0222,25143.589778992817,42.0,3919602.909395323,18364.585941981542,3,-0.18157999155836513,432.02175383627474,0.991109029048559,0.01719815548246262,False
usa_NC_0033_0223,25194.405750558308,42.0,3919652.5118306917,18415.401913547033,3,-0.2892631502671872,628.4567201522066,0.9998698277173362,0.0033005068643484907,False
usa_NC_0033_0224,25244.425822353496,42.0,3919702.5068271966,18465.421985342222,3,-0.31996414645290916,682.038913760853,0.9995409599830125,0.006856875938939597,False
usa_NC_0033_0225,25294.665301707988,42.0,3919752.684287597,18515.661464696714,3,-0.3982719531125962,838.6776158501384,0.9996513944999758,0.007437424210160084,False
usa_NC_0033_0226,25344.904444289106,42.0,3919802.4990391866,18565.900607277832,3,-0.4193211089157756,875.9369711236083,0.9960446865977227,0.026423951559326163,False
usa_NC_0033_0227,25394.962804554663,42.0,3919852.5475329864,18615.95896754339,3,-0.3980249423961429,836.6259775275857,0.9980106254761888,0.017770554589440393,False
usa_NC_0033_0228,25445.080336723488,42.0,3919902.6622218355,18666.076499712213,3,-0.36419286526193373,775.694104427733,0.9997153711537341,0.006145153064569067,False
usa_NC_0033_0229,25495.895038133647,43.0,3919953.04079924,18716.891201122373,3,-0.3071213127033552,677.8717661818986,0.9994176553126833,0.007413554859769175,False
usa_NC_0033_0230,25546.935110686652,43.0,3920002.612058478,18767.931273675378,3,-0.2622951323291251,579.9865554535679,0.9999996248364601,0.00016065735958395376,False
usa_NC_0033_0231,25596.98342050342,43.0,3920052.602043614,18817.979583492146,3,-0.2467664787663697,549.6024925254361,0.9968060167642402,0.013968415815993902,False
usa_NC_0033_0232,25647.142761187217,43.0,3920102.457458285,18868.138924175943,3,-0.2414015158621544,534.8494651220002,0.9961206274915718,0.015064848482875537,False
usa_NC_0033_0233,25697.205566077537,43.0,3920152.5110044917,18918.201729066262,3,-0.26814784838168415,588.1528026645265,0.9888030431631188,0.028534444443253332,False
usa_NC_0033_0234,25747.257891453093,43.0,3920202.4839013554,18968.25405444182,3,-0.22310073793330093,502.6138940721222,0.9994173014814605,0.005387031710309726,False
usa_NC_0033_0235,25797.443856112062,43.0,3920252.4773002802,19018.440019100788,3,-0.22491169012176598,503.56331675664154,0.999991749326677,0.0006460386735240665,False
usa_NC_0033_0236,25849.65364578372,43.0,3920303.393494053,19070.649808772447,3,-0.21763191596787623,502.12195967623353,0.9998997975661331,0.0021786300042645783,False
usa_NC_0033_0237,25900.261647446805,43.0,3920353.458435253,19121.25781043553,3,-0.26919206574867155,596.3663097455371,0.9998592355126364,0.0031940328282768875,False
usa_NC_0033_0238,25950.61356997567,43.0,3920403.7591599785,19171.609732964396,3,-0.1706389817285645,410.2063500028561,0.9999148906130207,0.0015742926364660011,False
usa_NC_0033_0239,26001.343914988196,44.0,3920454.354705901,19222.34007797692,3,-0.11946482559100183,320.5498007794285,0.9930149638673168,0.010019510054234081,False
usa_NC_0033_0240,26054.367612026203,44.0,3920503.8223885396,19275.36377501493,3,-0.07551124128693923,219.41671249728012,0.9717909083614333,0.012865294865073592,False
usa_NC_0033_0241,26105.15059524356,44.0,3920554.442517119,19326.146758232284,3,-0.02623249273896262,133.92234848236563,0.8765299020206868,0.009845484427362832,False
usa_NC_0033_0242,26158.33014124939,44.0,3920605.624273454,19379.326304238115,3,-0.08048141084203121,251.10815937643156,0.990971721944322,0.007681878133403121,False
usa_NC_0033_0243,26209.440580451417,44.0,3920655.465245592,19430.436743440143,3,-0.13206873690565338,338.8523292641228,0.9988953457577826,0.004391907775184717,False
usa_NC_0033_0244,26259.810452641435,44.0,3920705.7358781938,19480.80661563016,3,-0.06759821737588528,212.6410927951643,0.9849458825767319,0.008357121351241899,False
usa_NC_0033_0245,26310.190470858797,44.0,3920756.0862352895,19531.186633847523,3,-0.06750693271620824,212.9588452537929,0.9863072069457486,0.007954049595136833,False
usa_NC_0033_0246,26360.56059098544,44.0,3920806.364906371,19581.556753974164,3,-0.1111212287170441,296.17796207468035,0.9645071550043681,0.021316441875805017,False
usa_NC_0033_0247,26410.800683943307,44.0,3920856.288124853,19631.796846932033,3,-0.0635455554756753,206.94088783078394,0.9945547081282987,0.00470198699043452,False
usa_NC_0033_0248,26462.296951998236,44.0,3920907.003806753,19683.293114986962,3,0.011876760435924482,77.79087731110351,0.5595259577972975,0.010537753535208312,False
usa_NC_0033_0249,26512.707655787053,45.0,3920956.7202136572,19733.70381877578,3,0.12839221169426757,-147.63929557101073,0.9999978437381232,0.00018853409500517177,False
usa_NC_0033_0250,26562.66399541789,45.0,3921006.5884933607,19783.660158406616,3,0.06300947122088293,-21.010042117418138,0.9693089083050166,0.011211943519875686,False
usa_NC_0033_0251,26612.557469955136,45.0,3921056.460974077,19833.553632943862,3,0.10290350600320937,-96.43033768273226,0.9999292986021658,0.0008652856972007571,False
usa_NC_0033_0252,26662.27868739957,45.0,3921106.011892957,19883.274850388294,3,0.02685763265842215,49.04902773746146,0.9710185498648488,0.004639957711530455,False
usa_NC_0033_0253,26712.044188793203,45.0,3921155.7764868885,19933.04035178193,3,0.023457766715912168,57.273163167722615,0.802395086185322,0.011641029846461185,False
usa_NC_0033_0254,26761.74741336876,45.0,3921205.4224226153,19982.743576357487,3,0.13308401514067597,-156.12779628299904,0.9999999343793483,3.409150537205563e-05,False
usa_NC_0033_0255,26811.45226906666,45.0,3921255.083644366,20032.448432055386,3,0.11814637002172308,-120.08980755640523,0.9741287254934424,0.019254006747125053,False
usa_NC_0033_0256,26861.515837483028,45.0,3921304.3972950852,20082.512000471754,3,0.14950998334950233,-186.18756784969895,0.9968902568611903,0.008350428784365255,False
usa_NC_0033_0257,26911.264224664592,45.0,3921354.1431092187,20132.260387653318,3,0.20657269424964864,-292.4971927327456,0.9967027005972035,0.011881445721796592,False
usa_NC_0033_0258,26961.076228011072,45.0,3921403.949264278,20182.072390999798,3,0.23128553885150704,-335.50851609637147,0.9993935564773506,0.005697382636655894,False
usa_NC_0033_0259,27010.838598061484,46.0,3921453.711628972,20231.83476105021,3,0.29735979729613504,-462.24030447918625,0.999280011986396,0.00798180815027489,False
usa_NC_0033_0260,27060.534607803686,46.0,3921503.3557297736,20281.53077079241,3,0.21831256085255377,-305.67804256410994,0.9986133811172151,0.008135019316176117,False
usa_NC_0034_0001,27110.229234534574,46.0,3921552.99380669,20331.2253975233,3,0.24288423446396185,-353.06051351050536,0.9994579870501824,0.005656162599415323,False
usa_NC_0034_0002,27159.93017074574,46.0,3921602.5911333696,20380.926333734467,3,0.333114090754203,-531.1235004278747,0.9989744023329774,0.010673438103098645,False
usa_NC_0034_0003,27209.72275364251,46.0,3921652.0846131966,20430.718916631235,3,0.265271914024246,-400.31700998999133,0.9996561691870347,0.004919696853016359,False
usa_NC_0034_0004,27259.525198921314,46.0,3921701.5788024864,20480.52136191004,3,0.2377557952007639,-349.38706974928556,0.9999545703751922,0.0016025461740967364,False
usa_NC_0034_0005,27309.967846421187,46.0,3921751.6119046183,20530.964009409912,3,0.27301985869247497,-403.6084947241965,0.9980403530011842,0.012097875485906883,False
usa_NC_0034_0006,27360.201674848915,46.0,3921800.928291632,20581.19783783764,3,0.2686054457704526,-396.96920101318625,0.9994021479359833,0.006569639526187972,False
usa_NC_0034_0007,27410.095621963148,46.0,3921850.767242574,20631.091784951874,3,0.3370182177631218,-519.0265379789162,0.9999834257473852,0.001372062685936717,False
usa_NC_0034_0008,27459.87887617828,46.0,3921900.3004121454,20680.875039167007,3,0.3892458278620194,-618.3175893290917,0.9991326477181437,0.011468593347840197,False
usa_NC_0034_0009,27509.758652509714,47.0,3921949.8182714097,20730.75481549844,3,0.4176641825971386,-675.5111712128662,0.999907415242931,0.004018991470075959,False
usa_NC_0034_0010,27559.516701218483,47.0,3921999.5759576634,20780.51286420721,3,0.4658381737803755,-760.5314726154807,0.9998407072321158,0.005879869626288037,False
usa_NC_0034_0011,27609.286929050206,47.0,3922049.1715398305,20830.28309203893,3,0.4301916002929921,-690.1583199796922,0.9998688987315282,0.004925993600821097,False
usa_NC_0034_0012,27659.195456524492,47.0,3922098.689897805,20880.191619513218,3,0.3951174958019659,-623.523737194525,0.9983676406217857,0.0159767670121921,False
